gratis 	 adverb 	 free 	 gratis, free
papabile 	 adjective 	 elect 	 likely to be elected Pope
papabile 	 adjective 	 nominate 	 likely to be elected or nominated
papabile 	 noun 	 cardinal 	 cardinal thought likely to be elected Pope
papabile 	 noun 	 job 	 person likely to be elected or nominated to an office, job position, etc
papabile 	 noun 	 office 	 person likely to be elected or nominated to an office, job position, etc
papabile 	 noun 	 position 	 person likely to be elected or nominated to an office, job position, etc
wad 	 noun 	 English 	 wad
kilobyte 	 noun 	 English 	 kilobyte
kilowatt 	 noun 	 English 	 kilowatt
gol 	 noun 	 goal 	 goal
affluenza 	 noun 	 attendance 	 attendance, turnout
affluenza 	 noun 	 turnout 	 attendance, turnout
lupe 	 noun 	 she-wolf 	 lupa she-wolves, female wolves
lupe 	 noun 	 wolf 	 lupa she-wolves, female wolves
messaggio 	 noun 	 message 	 message
messa 	 noun 	 mass 	 mass
messa 	 noun 	 putting 	 setting, putting, laying
messa 	 noun 	 setting 	 setting, putting, laying
messa 	 noun 	 laying 	 setting, putting, laying
messa 	 noun 	 shoot 	 sprout, shoot, bud
messa 	 noun 	 bud 	 sprout, shoot, bud
messa 	 noun 	 sprout 	 sprout, shoot, bud
metodo 	 noun 	 method 	 method
metà 	 noun 	 half 	 half
metà 	 noun 	 centre 	 centre, mid-
metà 	 noun 	 mid- 	 centre, mid-
matita 	 noun 	 pencil 	 pencil
martello 	 noun 	 hammer 	 hammer
martello 	 noun 	 hammer 	 hammer
martello 	 noun 	 malleus 	 malleus, hammer
martello 	 noun 	 hammer 	 malleus, hammer
martello 	 noun 	 gavel 	 gavel
martello 	 noun 	 hammer 	 hammer
massaggio 	 noun 	 massage 	 massage
bile 	 noun 	 bileEnglish 	 bile
bile 	 noun 	 anger 	 anger
sorto 	 adjective 	 risen 	 risen
fino 	 adjective 	 fine 	 thin, fine
fino 	 adjective 	 thin 	 thin, fine
meridionale 	 adjective 	 south 	 southern, south attribute, meridional, southerly
meridionale 	 adjective 	 meridional 	 southern, south attribute, meridional, southerly
meridionale 	 adjective 	 southern 	 southern, south attribute, meridional, southerly
meridionale 	 adjective 	 southerly 	 southern, south attribute, meridional, southerly
meridionale 	 noun 	 southerner 	 southerner
meridionale 	 noun 	 Italian 	 South Italian
meridionale 	 noun 	 South 	 South Italian
ecologia 	 noun 	 ecology 	 ecology
ronda 	 noun 	 rondo 	 rondo
ronda 	 noun 	 beat 	 patrol, rounds, beat
ronda 	 noun 	 rounds 	 patrol, rounds, beat
ronda 	 noun 	 patrol 	 patrol, rounds, beat
dorso 	 noun 	 back 	 back of body, hand, book, etc
dorso 	 noun 	 shoulder 	 ridge, shoulder
dorso 	 noun 	 ridge 	 ridge, shoulder
dorso 	 noun 	 backstroke 	 backstroke
parto 	 noun 	 childbirth 	 childbirth, labour, parturition
parto 	 noun 	 parturition 	 childbirth, labour, parturition
parto 	 noun 	 labour 	 childbirth, labour, parturition
parto 	 noun 	 Parthian 	 Parthian
parto 	 adjective 	 Parthian 	 Parthian
multa 	 noun 	 fine 	 fine
certo 	 adjective 	 certain 	 certain, sure
certo 	 adjective 	 sure 	 certain, sure
certo 	 adjective 	 reliable 	 reliable
certo 	 adjective 	 true 	 real, true
certo 	 adjective 	 real 	 real, true
certo 	 adjective 	 some 	 some, certain
certo 	 adverb 	 surely 	 certainly, of course, surely, definitely
certo 	 adverb 	 certainly 	 certainly, of course, surely, definitely
certo 	 adverb 	 of course 	 certainly, of course, surely, definitely
certo 	 adverb 	 definitely 	 certainly, of course, surely, definitely
cerchio 	 noun 	 circle 	 circle
cerchio 	 noun 	 hoop 	 hoop of a barrel
impromptu 	 noun 	 English 	 impromptu
obbligato 	 adjective 	 compelled 	 obliged, compelled, constrained, forced, bound
obbligato 	 adjective 	 bound 	 obliged, compelled, constrained, forced, bound
obbligato 	 adjective 	 obliged 	 obliged, compelled, constrained, forced, bound
obbligato 	 adjective 	 constrained 	 obliged, compelled, constrained, forced, bound
obbligato 	 adjective 	 forced 	 obliged, compelled, constrained, forced, bound
obbligato 	 adjective 	 obligatory 	 obligatory, unavoidable, forced
obbligato 	 adjective 	 unavoidable 	 obligatory, unavoidable, forced
obbligato 	 adjective 	 indebted 	 obliged, indebted
obbligato 	 adjective 	 set 	 fixed, set
obbligato 	 adjective 	 fixed 	 fixed, set
obbligato 	 noun 	 obligator 	 obligator, obligor
obbligato 	 noun 	 obligor 	 obligator, obligor
fantasia 	 noun 	 whim 	 imagination, fantasy, whim, fancy
fantasia 	 noun 	 fancy 	 imagination, fantasy, whim, fancy
fantasia 	 noun 	 imagination 	 imagination, fantasy, whim, fancy
fantasia 	 noun 	 fantasy 	 imagination, fantasy, whim, fancy
fantasia 	 noun 	 pattern 	 pattern
esto 	 pronoun 	 this 	 this
esto 	 pronoun 	 w:Inferno  	 * author=Dante Alighieri|authorlink=Dante Alighieri|title=La divina commedia: Inferno|trans-title=The Divine Comedy: Hell|format=paperback|edition=12th|publisher=Le Monnier|year=1321|year_published=1994|page=6|section=Canto I|lines=4–6|passage=Ahi quanto a dir qual era è cosa dura ¶ esta selva selvaggia e aspra e forte ¶ che nel pensier rinova la paura!|translation=Ah me! how hard a thing it is to say what was this forest savage, rough, and stern, which in the very thought renews the fear
ludo 	 noun 	 game 	 game, sport
ludo 	 noun 	 sport 	 game, sport
ludo 	 noun 	 pastime 	 pastime
oro 	 noun 	 gold 	 gold
oro 	 noun 	 gold medal 	 gold, gold medal
oro 	 noun 	 orEtymology_3 	 or
oro 	 noun 	 jewel 	 gold jewels
oro 	 noun 	 money 	 gold, money, wealth
oro 	 noun 	 wealth 	 gold, money, wealth
pomo 	 noun 	 apple 	 apple
mento 	 noun 	 mentum 	 chin, mentum
mento 	 noun 	 chin 	 chin, mentum
minuto 	 adjective 	 minute 	 tiny, minute, emaciated, thin
minuto 	 adjective 	 thin 	 tiny, minute, emaciated, thin
minuto 	 adjective 	 tiny 	 tiny, minute, emaciated, thin
minuto 	 adjective 	 emaciated 	 tiny, minute, emaciated, thin
minuto 	 adjective 	 fine 	 fine, delicate, detailed
minuto 	 adjective 	 detailed 	 fine, delicate, detailed
minuto 	 adjective 	 delicate 	 fine, delicate, detailed
minuto 	 noun 	 minute 	 minute, moment
minuto 	 noun 	 moment 	 minute, moment
rapida 	 noun 	 rapid 	 rapid
stelo 	 noun 	 stem 	 stem of a plant
stelo 	 noun 	 rod 	 rod
in fieri 	 adjective 	 underway 	 in progress, underway
in fieri 	 adjective 	 in progress 	 in progress, underway
in fieri 	 adjective 	 in 	 in preparazione
in fieri 	 adjective 	 preparazione 	 in preparazione
impasse 	 noun 	 stalemate 	 impasse, dead-end, deadlock, stalemate
impasse 	 noun 	 impasseEnglish 	 impasse, dead-end, deadlock, stalemate
impasse 	 noun 	 deadlock 	 impasse, dead-end, deadlock, stalemate
impasse 	 noun 	 dead-end 	 impasse, dead-end, deadlock, stalemate
copia 	 noun 	 copy 	 copy
pullover 	 noun 	 sweater 	 pullover, sweater
mais 	 noun 	 corn 	 maize, corn
mais 	 noun 	 maize 	 maize, corn
dono 	 noun 	 gift 	 gift
europeo 	 adjective 	 European 	 European
europeo 	 noun 	 European 	 European
cornetto 	 noun 	 horn 	 horn-shaped amulet resembling a hot pepper
cornetto 	 noun 	 shaped 	 horn-shaped amulet resembling a hot pepper
cornetto 	 noun 	 hot pepper 	 horn-shaped amulet resembling a hot pepper
cornetto 	 noun 	 amulet 	 horn-shaped amulet resembling a hot pepper
cornetto 	 noun 	 turbinate 	 nasal concha, turbinate
cornetto 	 noun 	 nasal concha 	 nasal concha, turbinate
cornetto 	 noun 	 cornett 	 cornett, cornetto
cornetto 	 noun 	 cornetto 	 cornett, cornetto
merito 	 adjective 	 deserved 	 deserved
merito 	 adjective 	 deserving 	 deserving, worthy
merito 	 adjective 	 worthy 	 deserving, worthy
merito 	 noun 	 merit 	 merit
sincero 	 adjective 	 soundAdjective 	 sound, genuine
sincero 	 adjective 	 genuine 	 sound, genuine
sincero 	 adjective 	 sincere 	 sincere, honest
sincero 	 adjective 	 honest 	 sincere, honest
insistere 	 verb 	 insist 	 to insist on something; to harp on
insistere 	 verb 	 harp on 	 to insist on something; to harp on
insistere 	 verb 	 persevere 	 to persist in doing something; to persevere in
insistere 	 verb 	 persist 	 to persist in doing something; to persevere in
tendere 	 verb 	 tighten 	 to tighten
tendere 	 verb 	 stretch 	 to stretch
tendere 	 verb 	 crane 	 to crane the neck
tendere 	 verb 	 tend 	 to tend
tendere 	 verb 	 draw 	 to draw the bow
zeugma 	 noun 	 English 	 zeugma
reale 	 adjective 	 real 	 real
reale 	 noun 	 viceroy 	 naval flagship of a fleet personally commanded by a king or viceroy
reale 	 noun 	 flagship 	 naval flagship of a fleet personally commanded by a king or viceroy
reale 	 noun 	 king 	 naval flagship of a fleet personally commanded by a king or viceroy
reale 	 noun 	 fleet 	 naval flagship of a fleet personally commanded by a king or viceroy
reale 	 adjective 	 royal 	 royal
impegno 	 noun 	 pledge 	 promise, pledge
impegno 	 noun 	 promise 	 promise, pledge
impegno 	 noun 	 engagement 	 engagement, commitment, endeavour
impegno 	 noun 	 endeavour 	 engagement, commitment, endeavour
impegno 	 noun 	 commitment 	 engagement, commitment, endeavour
impegno 	 noun 	 diligence 	 diligence, enthusiasm
impegno 	 noun 	 enthusiasm 	 diligence, enthusiasm
vasto 	 adjective 	 vast 	 vast
biondo 	 adjective 	 blond 	 blond , blonde , fair-haired
biondo 	 adjective 	 fair-haired 	 blond , blonde , fair-haired
biondo 	 adjective 	 blonde 	 blond , blonde , fair-haired
biondo 	 noun 	 blond 	 blond, blond man, man with blond hair
bionda 	 noun 	 blonde 	 blonde, blonde woman, woman with blonde hair
economia 	 noun 	 economy 	 economy
economia 	 noun 	 economics 	 economics
economia 	 noun 	 saving 	 saving
birra 	 noun 	 beer 	 beer
bireme 	 noun 	 English 	 bireme
invitare 	 verb 	 invite 	 to invite
buonasera 	 interjection 	 good evening 	 good evening
buonasera 	 interjection 	 good afternoon 	 good afternoon
busta 	 noun 	 envelope 	 envelope
busta 	 noun 	 cover 	 cover
sé 	 pronoun 	 oneself 	 oneself, himself, herself
sé 	 pronoun 	 himself 	 oneself, himself, herself
sé 	 pronoun 	 herself 	 oneself, himself, herself
crapula 	 noun 	 gluttony 	 literary Excessive eating and drinking; gluttony
crapula 	 noun 	 eating 	 literary Excessive eating and drinking; gluttony
crapula 	 noun 	 drinking 	 literary Excessive eating and drinking; gluttony
supermarket 	 noun 	 English 	 supermarket
sola 	 noun 	 woman 	 the only one, the only woman
sola 	 noun 	 one 	 the only one, the only woman
sola 	 noun 	 only 	 the only one, the only woman
macro 	 noun 	 English 	 macro, macroinstruction
macro 	 noun 	 macroinstruction 	 macro, macroinstruction
macro 	 noun 	 macrophotography 	 macrophotography
macro 	 noun 	 macroeconomy 	 macroeconomy
vulva 	 noun 	 genitalia 	 The external female genitalia; vulva
vulva 	 noun 	 external 	 The external female genitalia; vulva
vulva 	 noun 	 vagina 	 vagina
curriculum vitae 	 noun 	 resume 	 resume
regnare 	 verb 	 reign 	 to reign
regno 	 noun 	 kingdom 	 kingdom all senses
regno 	 noun 	 reign 	 reign of a monarch
gioco 	 noun 	 game 	 game
gioco 	 noun 	 backlash 	 backlash
respiro 	 noun 	 breath 	 breath
nulla 	 adverb 	 nothing 	 nothing, anything
nulla 	 adverb 	 anything 	 nothing, anything
nulla 	 noun 	 nothing 	 nothing
nulla 	 pronoun 	 nothing 	 nothing, anything
nulla 	 pronoun 	 anything 	 nothing, anything
vaso 	 noun 	 pot 	 jar, pot
vaso 	 noun 	 jar 	 jar, pot
vaso 	 noun 	 vase 	 vase
cambiare 	 verb 	 exchange 	 to exchange
cambiare 	 verb 	 change 	 to change
stile 	 noun 	 style 	 style
stile 	 noun 	 class 	 class
allargando 	 noun 	 feature 	 A stylistic feature consisting in playing allargando
allargando 	 noun 	 stylistic 	 A stylistic feature consisting in playing allargando
bravura 	 noun 	 skill 	 skill
bravura 	 noun 	 cleverness 	 cleverness
bravura 	 noun 	 virtuosity 	 virtuosity
compost 	 noun 	 English 	 compost
audio 	 noun 	 volume 	 sound, volume, audio
audio 	 noun 	 sound 	 sound, volume, audio
cantina 	 noun 	 basement 	 cellar, basement, winery
cantina 	 noun 	 cellar 	 cellar, basement, winery
cantina 	 noun 	 winery 	 cellar, basement, winery
cantina 	 noun 	 shop 	 wine shop, wine cellar
cantina 	 noun 	 wine 	 wine shop, wine cellar
cantina 	 noun 	 wine cellar 	 wine shop, wine cellar
marea 	 noun 	 tide 	 tide
marea 	 noun 	 blizzard 	 blizzard
marea 	 noun 	 pile 	 pile, heap
marea 	 noun 	 heap 	 pile, heap
marea 	 noun 	 shoal 	 shoal
truce 	 adjective 	 menacing 	 grim, menacing
truce 	 adjective 	 grim 	 grim, menacing
truce 	 adjective 	 cruel 	 cruel
tiara 	 noun 	 English 	 tiara
nota bene 	 phrase 	 English 	 nota bene
anca 	 noun 	 hip 	 hip
bowling 	 noun 	 ten-pin bowling 	 ten-pin bowling
bowling 	 noun 	 bowling alley 	 bowling alley
racket 	 noun 	 racketeering 	 racketeering
racket 	 noun 	 English 	 racket, extortion
racket 	 noun 	 extortion 	 racket, extortion
bora 	 noun 	 English 	 bora
tofu 	 noun 	 English 	 tofu
ukase 	 noun 	 English 	 ukase
ridotto 	 adjective 	 reduced 	 reduced
ridotto 	 adjective 	 abridged 	 adapted, abridged
ridotto 	 adjective 	 adapted 	 adapted, abridged
ridotto 	 noun 	 foyer 	 foyer
ridotto 	 noun 	 fortress 	 fortress, redoubt
ridotto 	 noun 	 redoubt 	 fortress, redoubt
scintilla 	 noun 	 spark 	 spark
libretto 	 noun 	 booklet 	 booklet
supporter 	 noun 	 English 	 supporter, fan
supporter 	 noun 	 fan 	 supporter, fan
supporter 	 noun 	 support act 	 support act
verde 	 adjective 	 green 	 green
verde 	 adjective 	 pale 	 pale
verde 	 adjective 	 unripe 	 unripe
verde 	 noun 	 colour 	 The colour green
verde 	 noun 	 verdure 	 verdure, greenery
verde 	 noun 	 greenery 	 verdure, greenery
verde 	 noun 	 vert 	 vert
manifesto 	 adjective 	 evident 	 manifest, apparent, evident, obvious
manifesto 	 adjective 	 apparent 	 manifest, apparent, evident, obvious
manifesto 	 adjective 	 obvious 	 manifest, apparent, evident, obvious
manifesto 	 adjective 	 manifest 	 manifest, apparent, evident, obvious
manifesto 	 noun 	 notice 	 poster, placard, bill, notice
manifesto 	 noun 	 poster 	 poster, placard, bill, notice
manifesto 	 noun 	 placard 	 poster, placard, bill, notice
manifesto 	 noun 	 bill 	 poster, placard, bill, notice
manifesto 	 noun 	 program 	 playbill, programme, program
manifesto 	 noun 	 programme 	 playbill, programme, program
manifesto 	 noun 	 playbill 	 playbill, programme, program
manifesto 	 noun 	 manifest 	 manifest
vendetta 	 noun 	 revenge 	 revenge, vengeance
vendetta 	 noun 	 vengeance 	 revenge, vengeance
dormitorio 	 noun 	 boardinghouse 	 house, boardinghouse
dormitorio 	 noun 	 house 	 house, boardinghouse
dormitorio 	 noun 	 dormitory 	 dormitory, dorm
dormitorio 	 noun 	 dorm 	 dormitory, dorm
dormitorio 	 noun 	 hall 	 hall
venerdì 	 noun 	 Friday 	 Friday
duplicare 	 verb 	 duplicate 	 to duplicate
username 	 noun 	 English 	 username
variare 	 verb 	 vary 	 to change, to vary, to diversify
variare 	 verb 	 diversify 	 to change, to vary, to diversify
variare 	 verb 	 change 	 to change, to vary, to diversify
videotape 	 noun 	 English 	 videotape
vista 	 noun 	 sight 	 sight, eyesight, vision, visual acuity
vista 	 noun 	 vision 	 sight, eyesight, vision, visual acuity
vista 	 noun 	 eyesight 	 sight, eyesight, vision, visual acuity
vista 	 noun 	 visual acuity 	 sight, eyesight, vision, visual acuity
vista 	 noun 	 panorama 	 a view, panorama
vista 	 noun 	 view 	 a view, panorama
elogio 	 noun 	 commendation 	 praise, commendation
elogio 	 noun 	 praise 	 praise, commendation
elogio 	 noun 	 oration 	 eulogy, oration
elogio 	 noun 	 eulogy 	 eulogy, oration
elogio 	 noun 	 rave 	 rave
apocope 	 noun 	 English 	 apocope
apocope 	 noun 	 amputation 	 amputation
lodo 	 noun 	 award 	 arbitrator’s award
lodo 	 noun 	 arbitrator 	 arbitrator’s award
campana 	 noun 	 bell 	 bell
curvo 	 adjective 	 curved 	 curved, bent, twisty
curvo 	 adjective 	 bent 	 curved, bent, twisty
curvo 	 adjective 	 twisty 	 curved, bent, twisty
curvo 	 adjective 	 stooping 	 bent, stooping
curvo 	 adjective 	 bent 	 bent, stooping
curva 	 noun 	 trajectory 	 bend, curve, trajectory
curva 	 noun 	 bend 	 bend, curve, trajectory
curva 	 noun 	 curve 	 bend, curve, trajectory
carré 	 noun 	 loin 	 loin
carré 	 noun 	 hairstyle 	 a type of hairstyle in which the hair is all cut to the same length
carré 	 noun 	 yoke 	 yoke
salve 	 interjection 	 hello 	 hello!; hi!; hail!
salve 	 interjection 	 hail 	 hello!; hi!; hail!
salve 	 interjection 	 hi 	 hello!; hi!; hail!
salve 	 interjection 	 greetings 	 greetings
netto 	 adjective 	 clear 	 clear
netto 	 adjective 	 net 	 net
netto 	 adverb 	 clearly 	 clearly
rete 	 noun 	 net 	 net
rete 	 noun 	 network 	 network
rete 	 noun 	 goal 	 goal
caffè 	 noun 	 coffee 	 coffee
caffè 	 noun 	 café 	 a café
campo 	 noun 	 field 	 field
campo 	 noun 	 airfield 	 battlefield, airfield
campo 	 noun 	 battlefield 	 battlefield, airfield
campo 	 noun 	 range 	 range
campo 	 noun 	 signal 	 signal
campo 	 noun 	 shot 	 shot
campo 	 noun 	 background 	 background
campo 	 noun 	 square 	 square
campo 	 noun 	 tether 	 tether
tranquillo 	 adjective 	 tranquil 	 calm, sober, tranquil
tranquillo 	 adjective 	 calm 	 calm, sober, tranquil
tranquillo 	 adjective 	 sober 	 calm, sober, tranquil
overdose 	 noun 	 English 	 overdose
zambiano 	 adjective 	 Zambian 	 Zambian
zambiano 	 noun 	 Zambian 	 Zambian
zar 	 noun 	 tsar 	 tsar, czar
zar 	 noun 	 czar 	 tsar, czar
zarina 	 noun 	 czarina 	 tsarina, czarina
zarina 	 noun 	 tsarina 	 tsarina, czarina
zombi 	 noun 	 zombie 	 zombie
felicità 	 noun 	 happiness 	 happiness
felice 	 adjective 	 subject 	 An epithet given by monarchs to their states and subjects
felice 	 adjective 	 epithet 	 An epithet given by monarchs to their states and subjects
felice 	 adjective 	 monarch 	 An epithet given by monarchs to their states and subjects
felice 	 adjective 	 state 	 An epithet given by monarchs to their states and subjects
oso 	 adjective 	 daring 	 bold, daring
oso 	 adjective 	 bold 	 bold, daring
oso 	 adjective 	 w:Paradiso  	 * year=1321|author=Dante Alighieri|authorlink=Dante Alighieri|title=La divina commedia: Paradiso|publisher=Le Monnier|year_published=2002|section=Canto XIV|page=258|lines=130–132|passage=Forse la mia parola par troppo osa, ¶ posponendo il piacer de li occhi belli, ¶ ne’ quai mirando mio disio ha posa|translation=Perhaps my word appears somewhat too bold, postponing the delight of those fair eyes, into which gazing my desire has rest
oso 	 adjective 	 dare 	 archaic locution essere oso: to dare
oso 	 adjective 	 locution 	 archaic locution essere oso: to dare
oso 	 adjective 	 w:Triumphs 	 * author=Francesco Petrarca|authorlink=Francesco Petrarca|title=I trionfi|trans-title=Triumphs|others=collected in '|location=Venice|publisher=Giuseppe Bortoli|year=1374|year_published=1739|page=314|pageurl=https://it.wikisource.org/wiki/Pagina:Le_rime_di_M._Francesco_Petrarca_I.djvu/397|chapter=Trionfo della fama, Capitolo III|trans-chapter=Triumph of Fame, Chapter 3|passage=Vidi Archimede star col viso basso ¶ E Democrito andar tutto pensoso ¶ Per suo voler di lume e d’oro casso; ¶ Vidi Ippia, il vecchiarel che già fu oso ¶ Dir: - Io so tutto, - e poi di nulla certo|translation=I saw Archimedes looking down, and Democritus going immersed in thought, by his own will without light or gold; I saw Hippias, the old man that dared to say: "I know everything", and yet sure of nothing
