犬 	 noun 	 canine 	 dog; canine
ああ 	 interjection 	 calm 	 expresses a calm positive response: yeah
ああ 	 interjection 	 positive 	 expresses a calm positive response: yeah
ぜい 	 noun 	 tax 	 税 tax
ぜい 	 noun 	 extravagance 	 贅 extravagance
みち 	 noun 	 road 	 径 way, road, street
みち 	 noun 	 way 	 径 way, road, street
みち 	 noun 	 street 	 径 way, road, street
みち 	 noun 	 sea lion 	 海驢 sea lion
みち 	 noun 	 full 	 満ち being full
みち 	 noun 	 treacle 	 蜜 honey; nectar; molasses, treacle, syrup
みち 	 noun 	 syrup 	 蜜 honey; nectar; molasses, treacle, syrup
みち 	 noun 	 nectar 	 蜜 honey; nectar; molasses, treacle, syrup
みち 	 noun 	 molasses 	 蜜 honey; nectar; molasses, treacle, syrup
みち 	 noun 	 honey 	 蜜 honey; nectar; molasses, treacle, syrup
みち 	 noun 	 unknown 	 未知 unknown
速度 	 noun 	 speed 	 speed; velocity
速度 	 noun 	 velocity 	 speed; velocity
速度 	 noun 	 velocity 	 velocity
わい 	 pronoun 	 me 	 me first-person pronoun, mainly used by males
わい 	 pronoun 	 you 	 you second-person pronoun, used when addressing an equal or inferior
たち 	 noun 	 sword 	 太刀 a type of long sword
たち 	 noun 	 standing 	 立ち standing
げつ 	 noun 	 moon 	 月 month, moon
げつ 	 noun 	 month 	 月 month, moon
統一性 	 noun 	 uniformity 	 uniformity
統一 	 noun 	 unification 	 unification, consolidation
統一 	 noun 	 consolidation 	 unification, consolidation
統一 	 verb 	 unite 	 to unite, to unify
統一 	 verb 	 unify 	 to unite, to unify
統一 	 verb 	 standardize 	 to standardize
統一 	 verb 	 concentrate 	 to concentrate on
画一 	 noun 	 standardization 	 uniformity, standardization
画一 	 noun 	 uniformity 	 uniformity, standardization
誕生日 	 noun 	 birthday 	 a birthday
誕生日 	 noun 	 birthday 	 a birthday
あける 	 verb 	 open 	 開ける to open
あける 	 verb 	 end 	 明ける to begin, end
あける 	 verb 	 begin 	 明ける to begin, end
あける 	 verb 	 empty 	 空ける to empty
失礼 	 adjective 	 impolite 	 rude, impolite, ill-mannered
失礼 	 adjective 	 rude 	 rude, impolite, ill-mannered
失礼 	 adjective 	 ill-mannered 	 rude, impolite, ill-mannered
失礼 	 noun 	 rudeness 	 rudeness, impoliteness
失礼 	 noun 	 impoliteness 	 rudeness, impoliteness
失礼 	 interjection 	 I'm sorry 	 I'm sorry, excuse me
失礼 	 interjection 	 excuse me 	 I'm sorry, excuse me
失礼 	 verb 	 do 	 to be rude, to do something rude
失礼 	 verb 	 rude 	 to be rude, to do something rude
火山 	 noun 	 volcano 	 a volcano
かざん 	 noun 	 volcano 	 火山 volcano
軍隊 	 noun 	 air force 	 armed forces such as the army, the navy, or the air force
軍隊 	 noun 	 navy 	 armed forces such as the army, the navy, or the air force
軍隊 	 noun 	 army 	 armed forces such as the army, the navy, or the air force
軍隊 	 noun 	 armed forces 	 armed forces such as the army, the navy, or the air force
警官 	 noun 	 police officer 	 police officer
けいかん 	 noun 	 police officer 	 警官 police officer
けいかん 	 noun 	 scenery 	 景観 scenery
計画 	 noun 	 plan 	 a plan, planning, schedule, conception
計画 	 noun 	 schedule 	 a plan, planning, schedule, conception
計画 	 noun 	 conception 	 a plan, planning, schedule, conception
計画 	 noun 	 planning 	 a plan, planning, schedule, conception
計画 	 verb 	 plan 	 to plan, to make a plan, to plot, to lay out
計画 	 verb 	 plot 	 to plan, to make a plan, to plot, to lay out
計画 	 verb 	 make 	 to plan, to make a plan, to plot, to lay out
計画 	 verb 	 lay out 	 to plan, to make a plan, to plot, to lay out
ぐん 	 noun 	 army 	 軍 army
ぐん 	 noun 	 district 	 郡 district, county
ぐん 	 noun 	 county 	 郡 district, county
ぐん 	 noun 	 group 	 群 group
馬鹿 	 adjective 	 foolish 	 foolish, idiotic, stupid, ridiculous
馬鹿 	 adjective 	 stupid 	 foolish, idiotic, stupid, ridiculous
馬鹿 	 adjective 	 ridiculous 	 foolish, idiotic, stupid, ridiculous
馬鹿 	 adjective 	 idiotic 	 foolish, idiotic, stupid, ridiculous
馬鹿 	 adjective 	 useless 	 useless, futile
馬鹿 	 adjective 	 futile 	 useless, futile
馬鹿 	 noun 	 fool 	 a fool, an idiot
馬鹿 	 noun 	 idiot 	 a fool, an idiot
馬鹿 	 noun 	 futility 	 uselessness, futility
馬鹿 	 noun 	 uselessness 	 uselessness, futility
馬鹿 	 noun 	 tool 	 a tool used for counting coins
馬鹿 	 noun 	 coin 	 a tool used for counting coins
自治区 	 noun 	 region 	 autonomous region, territory, especially an autonomous region of China
自治区 	 noun 	 autonomous 	 autonomous region, territory, especially an autonomous region of China
自治区 	 noun 	 territory 	 autonomous region, territory, especially an autonomous region of China
鉄道 	 noun 	 railway 	 railway
一般 	 adjective 	 common 	 general, common, ordinary
一般 	 adjective 	 ordinary 	 general, common, ordinary
一般 	 adjective 	 general 	 general, common, ordinary
一般 	 noun 	 usual 	 the general, the normal, the usual
一般 	 noun 	 normal 	 the general, the normal, the usual
一般 	 noun 	 general 	 the general, the normal, the usual
教育 	 noun 	 education 	 education
教育 	 verb 	 educate 	 to educate
消息 	 noun 	 development 	 recent information, developments
消息 	 noun 	 information 	 recent information, developments
混血 	 noun 	 mixed 	 mixed race
失踪 	 noun 	 abscond 	 disappearance, absconding
失踪 	 noun 	 disappearance 	 disappearance, absconding
失踪 	 verb 	 disappear 	 run away, disappear, abscond
失踪 	 verb 	 abscond 	 run away, disappear, abscond
失踪 	 verb 	 run away 	 run away, disappear, abscond
bd 	 noun 	 Blu-ray Disc 	 tr=burūrei||Blu-ray Disc
ぞく 	 noun 	 vulgar 	 俗 vulgarity
どく 	 verb 	 aside 	 退く step aside
こち 	 pronoun 	 way 	 this direction, this way
こち 	 pronoun 	 direction 	 this direction, this way
こち 	 pronoun 	 this 	 this direction, this way
こち 	 pronoun 	 pronoun 	 first-person pronoun: , me; we, us
こち 	 pronoun 	 us 	 first-person pronoun: , me; we, us
こち 	 pronoun 	 me 	 first-person pronoun: , me; we, us
こち 	 pronoun 	 we 	 first-person pronoun: , me; we, us
こち 	 pronoun 	 first-person 	 first-person pronoun: , me; we, us
こち 	 noun 	 flathead catfish 	 牛尾魚 flathead catfish
こち 	 noun 	 blow 	 東風 east winds that blow in spring
こち 	 noun 	 wind 	 東風 east winds that blow in spring
こち 	 noun 	 spring 	 東風 east winds that blow in spring
こち 	 noun 	 east 	 東風 east winds that blow in spring
げち 	 noun 	 command 	 下知 a command; an order
げち 	 noun 	 order 	 下知 a command; an order
八角 	 noun 	 octagon 	 octagon
八角 	 noun 	 star anise 	 star anise
血漿 	 noun 	 blood plasma 	 blood plasma
犯人 	 noun 	 criminal 	 criminal
犯人 	 noun 	 culprit 	 culprit
被害者 	 noun 	 victim 	 victim, casualty
被害者 	 noun 	 casualty 	 victim, casualty
悲鳴 	 noun 	 shriek 	 scream, shriek
悲鳴 	 noun 	 scream 	 scream, shriek
特殊 	 noun 	 exceptionality 	 specialness, exceptionality
特殊 	 noun 	 specialness 	 specialness, exceptionality
構造 	 noun 	 structure 	 structure; construction
構造 	 noun 	 construction 	 structure; construction
ボルト 	 noun 	 bolt 	 a bolt metal fastener
ボルト 	 noun 	 volt 	 volt unit of measure
ばれる 	 verb 	 disorganized 	 to become in disarray, to become disorganized
ばれる 	 verb 	 disarray 	 to become in disarray, to become disorganized
ばれる 	 verb 	 broken off 	 to break down, to be broken off, such as talks or negotiations
ばれる 	 verb 	 negotiation 	 to break down, to be broken off, such as talks or negotiations
ばれる 	 verb 	 break down 	 to break down, to be broken off, such as talks or negotiations
ばれる 	 verb 	 talks 	 to break down, to be broken off, such as talks or negotiations
ばれる 	 verb 	 fail 	 to fail at something
ばれる 	 verb 	 card game 	 to lose a card game
ばれる 	 verb 	 lose 	 to lose a card game
ばれる 	 verb 	 lose 	 tr1=makeru|q1=to lose at something
ばれる 	 verb 	 discover 	 to be found out, to be discovered
ばれる 	 verb 	 find out 	 to be found out, to be discovered
ばれる 	 verb 	 inclement 	 by extension to rain, to become inclement weather
ばれる 	 verb 	 weather 	 by extension to rain, to become inclement weather
ばれる 	 verb 	 rain 	 by extension to rain, to become inclement weather
ばれる 	 verb 	 tell 	 Edo period to tell an indecent or off-color story
ばれる 	 verb 	 indecent 	 Edo period to tell an indecent or off-color story
ばれる 	 verb 	 story 	 Edo period to tell an indecent or off-color story
ばれる 	 verb 	 off-color 	 Edo period to tell an indecent or off-color story
観念 	 noun 	 concept 	 idea, concept
観念 	 noun 	 idea 	 idea, concept
観念 	 noun 	 sense 	 sense
観念 	 noun 	 resignation 	 resignation, acceptance
観念 	 noun 	 acceptance 	 resignation, acceptance
観念 	 verb 	 resign 	 to resign to
主治医 	 noun 	 physician 	 physician in charge
主治医 	 noun 	 in charge 	 physician in charge
主治医 	 noun 	 family 	 one's family doctor
主治医 	 noun 	 doctor 	 one's family doctor
陽気 	 noun 	 weather 	 the weather
陽気 	 noun 	 hilarity 	 cheerfulness, hilarity
陽気 	 noun 	 cheerfulness 	 cheerfulness, hilarity
事件 	 noun 	 event 	 event, incident
事件 	 noun 	 incident 	 event, incident
事件 	 noun 	 matter 	 matter, affair
事件 	 noun 	 affair 	 matter, affair
事件 	 noun 	 scandal 	 scandal
あげる 	 verb 	 raise 	 上げる to give, to raise
あげる 	 verb 	 give 	 上げる to give, to raise
あげる 	 verb 	 raise 	 挙げる to raise, to give
あげる 	 verb 	 give 	 挙げる to raise, to give
あげる 	 verb 	 deep-fry 	 揚げる to deep-fry
しき 	 noun 	 ceremony 	 式 ceremony
しき 	 noun 	 sword 	 戠 sword, potter's clay, gather
しき 	 noun 	 clay 	 戠 sword, potter's clay, gather
しき 	 noun 	 gather 	 戠 sword, potter's clay, gather
しき 	 noun 	 consciousness 	 識 consciousness
しき 	 noun 	 fighting 	 士気 fighting spirit, morale
しき 	 noun 	 spirit 	 士気 fighting spirit, morale
しき 	 noun 	 morale 	 士気 fighting spirit, morale
しき 	 noun 	 seasons 	 四季 the four seasons
しき 	 noun 	 death 	 死期 one's final hour, time of death
しき 	 noun 	 final hour 	 死期 one's final hour, time of death
しき 	 noun 	 records 	 私記 personal records
しき 	 noun 	 personal 	 私記 personal records
しき 	 noun 	 beginning 	 始期 initial stage, beginning period
しき 	 noun 	 stage 	 始期 initial stage, beginning period
しき 	 noun 	 initial 	 始期 initial stage, beginning period
しき 	 noun 	 period 	 始期 initial stage, beginning period
しき 	 noun 	 command 	 指揮 command, direction
しき 	 noun 	 direction 	 指揮 command, direction
しき 	 noun 	 goods 	 紙器 papier-mâché, goods made of paper
しき 	 noun 	 paper 	 紙器 papier-mâché, goods made of paper
しき 	 noun 	 papier-mâché 	 紙器 papier-mâché, goods made of paper
反粒子 	 noun 	 antiparticle 	 an antiparticle
ここ 	 pronoun 	 this 	 this place, area, or part . Can be juxtaposed with a phrase with で or に
ここ 	 pronoun 	 this 	 this organization or team . Can be juxtaposed with a phrase with で or に
ここ 	 pronoun 	 this 	 this place, area, or part I am talking about
ここ 	 pronoun 	 this 	 this organization or team I am talking about
メートル 	 noun 	 metre 	 a metre unit of length
最大 	 noun 	 maximum 	 maximum, greatest, largest
最大 	 noun 	 greatest 	 maximum, greatest, largest
最大 	 noun 	 largest 	 maximum, greatest, largest
さいだい 	 noun 	 maximum 	 最大 maximum
自殺 	 noun 	 suicide 	 suicide
自殺 	 verb 	 commit suicide 	 to commit suicide
平方 	 noun 	 square 	 The second power of a number etc.; square
平方 	 noun 	 square 	 A square area
平方 	 noun 	 cube 	 mathematics りっぽう: third power, cube
平方 	 noun 	 power 	 mathematics りっぽう: third power, cube
平方 	 noun 	 power 	 mathematics じょう: -power, as in nth power
平方 	 noun 	 square meter 	 area へいべい: a square meter
平方 	 noun 	 cubic meter 	 volume りゅうべい: a cubic meter
立方 	 noun 	 cube 	 The third power of a number etc.; cube
立方 	 noun 	 square 	 へい%ほう: second power; square
宿題 	 noun 	 homework 	 homework
へき 	 noun 	 jade 	 碧 green jade
へき 	 noun 	 green 	 碧 green jade
へき 	 noun 	 tendency 	 癖 habit; tendency; unusual trait
へき 	 noun 	 trait 	 癖 habit; tendency; unusual trait
へき 	 noun 	 habit 	 癖 habit; tendency; unusual trait
へき 	 noun 	 unusual 	 癖 habit; tendency; unusual trait
かり 	 noun 	 tentative 	 仮 temporary, tentative
かり 	 noun 	 temporary 	 仮 temporary, tentative
かり 	 noun 	 debt 	 借り debt
かり 	 noun 	 hunt 	 猟 hunt
かり 	 noun 	 cry 	 雁 wild goose; cry of a wild goose
かり 	 noun 	 wild goose 	 雁 wild goose; cry of a wild goose
はた 	 noun 	 flag 	 旗 a flag
はた 	 noun 	 proximity 	 端 vicinity; proximity
はた 	 noun 	 vicinity 	 端 vicinity; proximity
はた 	 noun 	 loom 	 機 a loom
はた 	 noun 	 field 	 畠 a field
はた 	 noun 	 kite 	 凧 a kite
はた 	 noun 	 twenty 	 二十 twenty
はた 	 noun 	 grouper 	 羽太 a grouper
がち 	 noun 	 elegance 	 雅致 elegance, good taste
がち 	 noun 	 taste 	 雅致 elegance, good taste
がち 	 noun 	 good 	 雅致 elegance, good taste
おごる 	 verb 	 treat 	 奢る treat
おごる 	 verb 	 arrogant 	 驕る be arrogant
べつ 	 noun 	 difference 	 別 difference, another
つつみ 	 noun 	 parcel 	 包み package; parcel
つつみ 	 noun 	 package 	 包み package; parcel
つつみ 	 verb 	 wrap 	 Continuative  form of verb gloss=to wrap
つぐ 	 verb 	 next 	 亜ぐ to be next
つぐ 	 verb 	 succeed 	 襲ぐ to succeed
つぐ 	 verb 	 splice 	 接ぐ to join, to splice
つぐ 	 verb 	 join 	 接ぐ to join, to splice
つぐ 	 verb 	 pour 	 注ぐ to pour
つぐ 	 verb 	 tell 	 告ぐ to tell, to announce
つぐ 	 verb 	 announce 	 告ぐ to tell, to announce
かき 	 noun 	 persimmon 	 柿 persimmon
かき 	 noun 	 fence 	 垣 fence
かき 	 noun 	 oyster 	 牡蠣 oyster
かき 	 noun 	 summer 	 夏期 summer period
かき 	 noun 	 period 	 夏期 summer period
かき 	 noun 	 flower 	 花卉 flowers
かき 	 noun 	 firearm 	 火器 firearm
かき 	 noun 	 summer 	 夏季 summer
かき 	 noun 	 fire 	 火気 fire
かき 	 noun 	 follow 	 下記 following
かき 	 noun 	 season 	 花期 flowering season
かき 	 noun 	 vase 	 花器 vase
かき 	 noun 	 harmonious 	 和気 harmonious atmosphere
かき 	 noun 	 atmosphere 	 和気 harmonious atmosphere
狐狸 	 noun 	 tanuki 	 foxes and tanukis
狐狸 	 noun 	 fox 	 foxes and tanukis
狐狸 	 noun 	 treacherous 	 sly or treacherous person
狐狸 	 noun 	 sly 	 sly or treacherous person
頭髮 	 noun 	 hair 	 |hair on the head
鸚鵡 	 noun 	 cockatoo 	 a cockatoo bird
苹果 	 noun 	 apple 	 apple
苹果 	 noun 	 apple 	 apple
ほこ 	 noun 	 pike 	 矛 pike
たけ 	 noun 	 bamboo 	 竹 bamboo
たけ 	 noun 	 height 	 丈 height
たけ 	 noun 	 mountain 	 岳 peak, mountain
たけ 	 noun 	 peak 	 岳 peak, mountain
ざい 	 noun 	 seat 	 坐位 seat; posing of sitting; sitting sex position
ざい 	 noun 	 sit 	 坐位 seat; posing of sitting; sitting sex position
ざい 	 noun 	 sex position 	 坐位 seat; posing of sitting; sitting sex position
ざい 	 noun 	 sitting 	 坐位 seat; posing of sitting; sitting sex position
ざい 	 noun 	 posing 	 坐位 seat; posing of sitting; sitting sex position
すすむ 	 verb 	 get on 	 進む to get on, to advance
すすむ 	 verb 	 advance 	 進む to get on, to advance
おもう 	 verb 	 think 	 to think, to deem
おもう 	 verb 	 deem 	 to think, to deem
おもう 	 verb 	 think 	 思う  to think that
おもう 	 verb 	 long for 	 to long for, to yearn for
おもう 	 verb 	 for 	 to long for, to yearn for
おもう 	 verb 	 yearn 	 to long for, to yearn for
ぶく 	 noun 	 clothes 	 服  mourning; mourning clothes
ぶく 	 noun 	 mourning 	 服  mourning; mourning clothes
だく 	 verb 	 sleep with 	 抱く embrace, hug, hold in one's arms;  sleep with; sit on eggs
だく 	 verb 	 hold 	 抱く embrace, hug, hold in one's arms;  sleep with; sit on eggs
