a 	 interjection 	 hah 	 hah!
nó 	 pronoun 	 he 	 he; him; she; her  or a non-human animal)
nó 	 pronoun 	 him 	 he; him; she; her  or a non-human animal)
nó 	 pronoun 	 her 	 he; him; she; her  or a non-human animal)
nó 	 pronoun 	 đặc biệt 	 * first=Joe|last=Ruelle||authorlink=Joe Ruelle|Ngược chiều vun vút|trans-title=Whooshing toward the Other Way|url=//books.google.com.vn/books?id=IlpOMwEACAAJ||234|Ý tôi không phải “phương Đông – phương Tây” là cách phân chia văn hoá vô tác dụng. Bản thân tôi hay nói “người Tây” thích thế nọ, muốn thế kia – đặc biệt khi so sánh với người Việt. Mặc dù không chính xác lắm nhưng cách đó tiết kiệm thời gian cho người viết lẫn người đọc. Nó súc tích, gòn gọn, đẹp mắt, lôgíc
nó 	 pronoun 	 đông 	 * first=Joe|last=Ruelle||authorlink=Joe Ruelle|Ngược chiều vun vút|trans-title=Whooshing toward the Other Way|url=//books.google.com.vn/books?id=IlpOMwEACAAJ||234|Ý tôi không phải “phương Đông – phương Tây” là cách phân chia văn hoá vô tác dụng. Bản thân tôi hay nói “người Tây” thích thế nọ, muốn thế kia – đặc biệt khi so sánh với người Việt. Mặc dù không chính xác lắm nhưng cách đó tiết kiệm thời gian cho người viết lẫn người đọc. Nó súc tích, gòn gọn, đẹp mắt, lôgíc
nó 	 pronoun 	 tác dụng 	 * first=Joe|last=Ruelle||authorlink=Joe Ruelle|Ngược chiều vun vút|trans-title=Whooshing toward the Other Way|url=//books.google.com.vn/books?id=IlpOMwEACAAJ||234|Ý tôi không phải “phương Đông – phương Tây” là cách phân chia văn hoá vô tác dụng. Bản thân tôi hay nói “người Tây” thích thế nọ, muốn thế kia – đặc biệt khi so sánh với người Việt. Mặc dù không chính xác lắm nhưng cách đó tiết kiệm thời gian cho người viết lẫn người đọc. Nó súc tích, gòn gọn, đẹp mắt, lôgíc
nó 	 pronoun 	 người Việt 	 * first=Joe|last=Ruelle||authorlink=Joe Ruelle|Ngược chiều vun vút|trans-title=Whooshing toward the Other Way|url=//books.google.com.vn/books?id=IlpOMwEACAAJ||234|Ý tôi không phải “phương Đông – phương Tây” là cách phân chia văn hoá vô tác dụng. Bản thân tôi hay nói “người Tây” thích thế nọ, muốn thế kia – đặc biệt khi so sánh với người Việt. Mặc dù không chính xác lắm nhưng cách đó tiết kiệm thời gian cho người viết lẫn người đọc. Nó súc tích, gòn gọn, đẹp mắt, lôgíc
nó 	 pronoun 	 tiết kiệm 	 * first=Joe|last=Ruelle||authorlink=Joe Ruelle|Ngược chiều vun vút|trans-title=Whooshing toward the Other Way|url=//books.google.com.vn/books?id=IlpOMwEACAAJ||234|Ý tôi không phải “phương Đông – phương Tây” là cách phân chia văn hoá vô tác dụng. Bản thân tôi hay nói “người Tây” thích thế nọ, muốn thế kia – đặc biệt khi so sánh với người Việt. Mặc dù không chính xác lắm nhưng cách đó tiết kiệm thời gian cho người viết lẫn người đọc. Nó súc tích, gòn gọn, đẹp mắt, lôgíc
nó 	 pronoun 	 thời gian 	 * first=Joe|last=Ruelle||authorlink=Joe Ruelle|Ngược chiều vun vút|trans-title=Whooshing toward the Other Way|url=//books.google.com.vn/books?id=IlpOMwEACAAJ||234|Ý tôi không phải “phương Đông – phương Tây” là cách phân chia văn hoá vô tác dụng. Bản thân tôi hay nói “người Tây” thích thế nọ, muốn thế kia – đặc biệt khi so sánh với người Việt. Mặc dù không chính xác lắm nhưng cách đó tiết kiệm thời gian cho người viết lẫn người đọc. Nó súc tích, gòn gọn, đẹp mắt, lôgíc
nó 	 pronoun 	 chính xác 	 * first=Joe|last=Ruelle||authorlink=Joe Ruelle|Ngược chiều vun vút|trans-title=Whooshing toward the Other Way|url=//books.google.com.vn/books?id=IlpOMwEACAAJ||234|Ý tôi không phải “phương Đông – phương Tây” là cách phân chia văn hoá vô tác dụng. Bản thân tôi hay nói “người Tây” thích thế nọ, muốn thế kia – đặc biệt khi so sánh với người Việt. Mặc dù không chính xác lắm nhưng cách đó tiết kiệm thời gian cho người viết lẫn người đọc. Nó súc tích, gòn gọn, đẹp mắt, lôgíc
nó 	 pronoun 	 tây 	 * first=Joe|last=Ruelle||authorlink=Joe Ruelle|Ngược chiều vun vút|trans-title=Whooshing toward the Other Way|url=//books.google.com.vn/books?id=IlpOMwEACAAJ||234|Ý tôi không phải “phương Đông – phương Tây” là cách phân chia văn hoá vô tác dụng. Bản thân tôi hay nói “người Tây” thích thế nọ, muốn thế kia – đặc biệt khi so sánh với người Việt. Mặc dù không chính xác lắm nhưng cách đó tiết kiệm thời gian cho người viết lẫn người đọc. Nó súc tích, gòn gọn, đẹp mắt, lôgíc
nó 	 pronoun 	 văn hoá 	 * first=Joe|last=Ruelle||authorlink=Joe Ruelle|Ngược chiều vun vút|trans-title=Whooshing toward the Other Way|url=//books.google.com.vn/books?id=IlpOMwEACAAJ||234|Ý tôi không phải “phương Đông – phương Tây” là cách phân chia văn hoá vô tác dụng. Bản thân tôi hay nói “người Tây” thích thế nọ, muốn thế kia – đặc biệt khi so sánh với người Việt. Mặc dù không chính xác lắm nhưng cách đó tiết kiệm thời gian cho người viết lẫn người đọc. Nó súc tích, gòn gọn, đẹp mắt, lôgíc
nhà 	 noun 	 dwelling 	 a house; a home; a dwelling
nhà 	 noun 	 house 	 a house; a home; a dwelling
nhà 	 noun 	 home 	 a house; a home; a dwelling
nhà 	 noun 	 household 	 an immediate family; a household; a home
nhà 	 noun 	 home 	 an immediate family; a household; a home
nhà 	 noun 	 immediate family 	 an immediate family; a household; a home
nhà 	 noun 	 spouse 	 a spouse
nhà 	 noun 	 complex 	 a building in a complex
nhà 	 noun 	 building 	 a building in a complex
nhà 	 noun 	 condominium 	 a condominium
nhà 	 adjective 	 domestic 	 domestic
成語 	 noun 	 idiom 	 idiom
cây 	 noun 	 tree 	 tree
cây 	 noun 	 plant 	 plant
技師 	 noun 	 engineer 	 engineer
vạt áo 	 noun 	 top 	 flap of a top
vạt áo 	 noun 	 flap 	 flap of a top
收穫 	 verb 	 harvest 	 to harvest
hồ 	 noun 	 lake 	 lake
hồ 	 noun 	 glue 	 glue
現代 	 adjective 	 modern 	 modern
原因 	 noun 	 reason 	 cause; reason
原因 	 noun 	 cause 	 cause; reason
市場 	 noun 	 market 	 market
廣告 	 noun 	 advertizement 	 advertizement; commercials
廣告 	 noun 	 commercials 	 advertizement; commercials
廣告 	 verb 	 advertize 	 to advertize, publicize
廣告 	 verb 	 publicize 	 to advertize, publicize
祖國 	 noun 	 homeland 	 motherland, fatherland; homeland
祖國 	 noun 	 motherland 	 motherland, fatherland; homeland
祖國 	 noun 	 fatherland 	 motherland, fatherland; homeland
商業 	 noun 	 trade 	 commerce; business; trade
商業 	 noun 	 commerce 	 commerce; business; trade
商業 	 noun 	 business 	 commerce; business; trade
地區 	 noun 	 district 	 district
大使館 	 noun 	 embassy 	 embassy
手續 	 noun 	 procedure 	 procedure
日程 	 noun 	 log 	 log
規定 	 noun 	 regulation 	 regulation, stipulation
規定 	 noun 	 stipulation 	 regulation, stipulation
規定 	 verb 	 stipulate 	 to regulate, to stipulate
規定 	 verb 	 regulate 	 to regulate, to stipulate
無名 	 adjective 	 anonymous 	 nameless; unnamed anonymous
無名 	 adjective 	 unnamed 	 nameless; unnamed anonymous
無名 	 adjective 	 nameless 	 nameless; unnamed anonymous
đẩy 	 verb 	 shove 	 to push, to shove, to thrust
đẩy 	 verb 	 thrust 	 to push, to shove, to thrust
đẩy 	 verb 	 push 	 to push, to shove, to thrust
cà ri 	 noun 	 curry 	 curry
生理 	 noun 	 physiology 	 physiology
hán tự 	 noun 	 Chinese character 	 Chinese character
chữ nôm 	 noun 	 extent 	 a historical writing system based on Chinese characters that was once used to write Vietnamese syllables, and that is still used to a very limited extent to write Tày syllables
chữ nôm 	 noun 	 Tày 	 a historical writing system based on Chinese characters that was once used to write Vietnamese syllables, and that is still used to a very limited extent to write Tày syllables
chữ nôm 	 noun 	 Vietnamese 	 a historical writing system based on Chinese characters that was once used to write Vietnamese syllables, and that is still used to a very limited extent to write Tày syllables
chữ nôm 	 noun 	 Chinese character 	 a historical writing system based on Chinese characters that was once used to write Vietnamese syllables, and that is still used to a very limited extent to write Tày syllables
chữ nôm 	 noun 	 writing system 	 a historical writing system based on Chinese characters that was once used to write Vietnamese syllables, and that is still used to a very limited extent to write Tày syllables
chữ nôm 	 noun 	 write 	 a historical writing system based on Chinese characters that was once used to write Vietnamese syllables, and that is still used to a very limited extent to write Tày syllables
chữ nôm 	 noun 	 syllable 	 a historical writing system based on Chinese characters that was once used to write Vietnamese syllables, and that is still used to a very limited extent to write Tày syllables
chữ nôm 	 noun 	 historical 	 a historical writing system based on Chinese characters that was once used to write Vietnamese syllables, and that is still used to a very limited extent to write Tày syllables
chữ nôm 	 noun 	 limited 	 a historical writing system based on Chinese characters that was once used to write Vietnamese syllables, and that is still used to a very limited extent to write Tày syllables
矛盾 	 noun 	 contradiction 	 contradiction
đêm 	 noun 	 night 	 night
đêm 	 noun 	 nighttime 	 nighttime
tối 	 adjective 	 dark 	 dark
tối 	 noun 	 evening 	 the duration from the late evening  to the early night
tối 	 noun 	 night 	 the duration from the late evening  to the early night
trắng 	 adjective 	 white 	 white
trắng 	 adjective 	 pale 	 pale
bạch 	 adjective 	 white 	 white
ca ri 	 noun 	 curry 	 curry
nước mắm 	 noun 	 cookery 	 A light brown, watery fish sauce used in Vietnamese cookery
nước mắm 	 noun 	 Vietnamese 	 A light brown, watery fish sauce used in Vietnamese cookery
nước mắm 	 noun 	 fish sauce 	 A light brown, watery fish sauce used in Vietnamese cookery
nước mắm 	 noun 	 black pepper 	 A mixture of this sauce with water, lemon juice, sugar, and various seasonings such as garlic and black pepper
nước mắm 	 noun 	 garlic 	 A mixture of this sauce with water, lemon juice, sugar, and various seasonings such as garlic and black pepper
nước mắm 	 noun 	 lemon juice 	 A mixture of this sauce with water, lemon juice, sugar, and various seasonings such as garlic and black pepper
nước mắm 	 noun 	 water 	 A mixture of this sauce with water, lemon juice, sugar, and various seasonings such as garlic and black pepper
nước mắm 	 noun 	 sugar 	 A mixture of this sauce with water, lemon juice, sugar, and various seasonings such as garlic and black pepper
mè 	 noun 	 sesame 	 sesame
đường 	 noun 	 path 	 road; path; route
đường 	 noun 	 road 	 road; path; route
đường 	 noun 	 route 	 road; path; route
đường 	 noun 	 path 	 path
đường 	 noun 	 line 	 line
đường 	 noun 	 tube 	 tube
đường 	 noun 	 sugar 	 sugar
kẹo 	 noun 	 candy 	 "non-bánh" candy
kẹo 	 noun 	 bánh 	 "non-bánh" candy
kẹo 	 numeral 	 five 	 five
củ 	 noun 	 root 	 root
củ 	 noun 	 rhizome 	 rhizome
củ 	 noun 	 tuber 	 bulb, tuber
củ 	 noun 	 bulb 	 bulb, tuber
củ 	 noun 	 one 	 one million dongs
củ 	 noun 	 dong 	 one million dongs
củ 	 noun 	 million 	 one million dongs
đỏ 	 adjective 	 red 	 red
đỏ 	 adjective 	 burning 	 burning; flaring up
đỏ 	 adjective 	 flaring up 	 burning; flaring up
đỏ 	 adjective 	 lucky 	 lucky; fortunate
đỏ 	 adjective 	 fortunate 	 lucky; fortunate
đỏ 	 adjective 	 Communist 	 Communist
đậu 	 noun 	 bean 	 bean
đậu 	 noun 	 nut 	 nut
đậu 	 noun 	 variola 	 variola; smallpox
đậu 	 noun 	 smallpox 	 variola; smallpox
thơm 	 adjective 	 fragrant 	 fragrant, sweet-smelling; of a pleasant aroma
thơm 	 adjective 	 sweet-smelling 	 fragrant, sweet-smelling; of a pleasant aroma
thơm 	 adjective 	 pleasant 	 fragrant, sweet-smelling; of a pleasant aroma
thơm 	 adjective 	 aroma 	 fragrant, sweet-smelling; of a pleasant aroma
thơm 	 adjective 	 hydrocarbon 	 aromatic hydrocarbon
thơm 	 adjective 	 aromatic 	 aromatic hydrocarbon
thơm 	 noun 	 species 	 a species of pineapple commonly found in southern Vietnam
thơm 	 noun 	 Vietnam 	 a species of pineapple commonly found in southern Vietnam
thơm 	 noun 	 southern 	 a species of pineapple commonly found in southern Vietnam
thơm 	 noun 	 pineapple 	 a species of pineapple commonly found in southern Vietnam
thơm 	 verb 	 kiss 	 to kiss
hạt 	 noun 	 hard 	 a small hard piece; a seed, a grain, a nut, etc
hạt 	 noun 	 grain 	 a small hard piece; a seed, a grain, a nut, etc
hạt 	 noun 	 seed 	 a small hard piece; a seed, a grain, a nut, etc
hạt 	 noun 	 small 	 a small hard piece; a seed, a grain, a nut, etc
hạt 	 noun 	 nut 	 a small hard piece; a seed, a grain, a nut, etc
hạt 	 noun 	 piece 	 a small hard piece; a seed, a grain, a nut, etc
hạt 	 noun 	 drop 	 drop
hạt 	 noun 	 particle 	 particle
hột 	 noun 	 egg 	 |egg
hột 	 noun 	 drop 	 drop
dầu 	 noun 	 oil 	 oil
dầu 	 noun 	 Dipterocarpus 	 Dipterocarpus
tên 	 noun 	 given name 	 given name
tên 	 noun 	 name 	 name
tên 	 noun 	 person 	 person
tên 	 noun 	 arrow 	 arrow
mã 	 noun 	 code 	 code
mã 	 noun 	 cipher 	 cipher; code
mã 	 noun 	 code 	 cipher; code
mã 	 noun 	 code 	 code
mã 	 noun 	 s:vi:Báo cáo của Bộ Ngoại giao Hoa Kỳ về tình hình nhân quyền năm 2010 	 * 2011: "Việt Nam", Báo cáo của Bộ Ngoại giao Hoa Kỳ về tình hình nhân quyền năm 2010 , United States Bureau of Democracy, Human Rights, and Labor
mã 	 noun 	 w:Bureau of Democracy, Human Rights, and Labor 	 * 2011: "Việt Nam", Báo cáo của Bộ Ngoại giao Hoa Kỳ về tình hình nhân quyền năm 2010 , United States Bureau of Democracy, Human Rights, and Labor
mã 	 noun 	 Chinese numeral 	 Chinese numerals
mã 	 noun 	 yard 	 yard
mã 	 noun 	 joss paper 	 joss paper
mã 	 noun 	 s:vi:Việt Nam phong tục/Bài 9 	 * 1915: Phan Kế Bính, "Tang ma" , Việt Nam phong tục
mã 	 noun 	 s:vi:Việt Nam phong tục 	 * 1915: Phan Kế Bính, "Tang ma" , Việt Nam phong tục
mã 	 noun 	 w:vi:Phan Kế Bính 	 * 1915: Phan Kế Bính, "Tang ma" , Việt Nam phong tục
mã 	 noun 	 lemon 	 lemon
mã 	 noun 	 neck 	 plumage on the neck or rear of a rooster
mã 	 noun 	 plumage 	 plumage on the neck or rear of a rooster
mã 	 noun 	 rooster 	 plumage on the neck or rear of a rooster
mã 	 noun 	 rear 	 plumage on the neck or rear of a rooster
mã 	 noun 	 outward 	 outward appearance, looks
mã 	 noun 	 appearance 	 outward appearance, looks
mã 	 noun 	 looks 	 outward appearance, looks
mã 	 noun 	 w:Nguyễn Huy Tưởng 	 * 1961: Nguyễn Huy Tưởng, chapter 1, Sống mãi với Thủ Đô
mã 	 noun 	 s:vi:Sống mãi với Thủ Đô 	 * 1961: Nguyễn Huy Tưởng, chapter 1, Sống mãi với Thủ Đô
mã 	 noun 	 s:vi:Sống mãi với Thủ Đô/Chương 1 	 * 1961: Nguyễn Huy Tưởng, chapter 1, Sống mãi với Thủ Đô
mã 	 noun 	 horizontal 	 horizontal bar of a rake, to which teeth are attached
mã 	 noun 	 rake 	 horizontal bar of a rake, to which teeth are attached
mã 	 noun 	 bar 	 horizontal bar of a rake, to which teeth are attached
mã 	 noun 	 teeth 	 horizontal bar of a rake, to which teeth are attached
mã 	 noun 	 scale 	 object to be weighed on a scale
mã 	 noun 	 weighed 	 object to be weighed on a scale
mã 	 noun 	 piece 	 horse, a piece labeled with the characters pos=black|馬 and pos=red|傌
mã 	 noun 	 horse 	 horse, a piece labeled with the characters pos=black|馬 and pos=red|傌
mã 	 noun 	 knight 	 knight
猶太 	 adjective 	 Jewish 	 Jewish
trung 	 noun 	 middle 	 middle
trung 	 adjective 	 loyal 	 |loyal
trần 	 noun 	 dust 	 dust
trần 	 noun 	 ceiling 	 ceiling
trần 	 verb 	 display 	 to exhibit, to display
trần 	 verb 	 exhibit 	 to exhibit, to display
trần 	 adverb 	 shirtless 	 without anything covering the torso; shirtlessly
trần 	 adverb 	 cover 	 without anything covering the torso; shirtlessly
trần 	 adverb 	 torso 	 without anything covering the torso; shirtlessly
