δύο 	 numeral 	 two 	 cardinal numbers : two
μένος 	 noun 	 power 	 power, strength, force
μένος 	 noun 	 strength 	 power, strength, force
μένος 	 noun 	 force 	 power, strength, force
μένος 	 noun 	 violence 	 violence
ἄκρις 	 noun 	 mountaintop 	 peak, mountaintop, hilltop
ἄκρις 	 noun 	 hilltop 	 peak, mountaintop, hilltop
ἄκρις 	 noun 	 peak 	 peak, mountaintop, hilltop
ὄκρις 	 noun 	 point 	 point, prominence
ὄκρις 	 noun 	 prominence 	 point, prominence
ὄκρις 	 noun 	 roughness 	 roughness
αὐτόματος 	 adjective 	 unbidden 	 self-willed, unbidden
αὐτόματος 	 adjective 	 self-willed 	 self-willed, unbidden
αὐτόματος 	 adjective 	 spontaneous 	 self-moving, self-propelled, spontaneous
αὐτόματος 	 adjective 	 moving 	 self-moving, self-propelled, spontaneous
αὐτόματος 	 adjective 	 self-propelled 	 self-moving, self-propelled, spontaneous
αὐτόματος 	 adjective 	 wild 	 growing wild, unsown
αὐτόματος 	 adjective 	 unsown 	 growing wild, unsown
αὐτόματος 	 adjective 	 growing 	 growing wild, unsown
αὐτόματος 	 adjective 	 support 	 without external cause or support, automatic
αὐτόματος 	 adjective 	 external 	 without external cause or support, automatic
αὐτόματος 	 adjective 	 cause 	 without external cause or support, automatic
αὐτόματος 	 adjective 	 automatic 	 without external cause or support, automatic
αὐτόματος 	 adjective 	 by chance 	 without cause, accidental, by chance
αὐτόματος 	 adjective 	 cause 	 without cause, accidental, by chance
αὐτόματος 	 adjective 	 accidental 	 without cause, accidental, by chance
ἐπιστολή 	 noun 	 message 	 message, letter
ἐπιστολή 	 noun 	 letter 	 message, letter
ἐπιστολή 	 noun 	 commission 	 command, commission, injunction
ἐπιστολή 	 noun 	 command 	 command, commission, injunction
ἐπιστολή 	 noun 	 injunction 	 command, commission, injunction
ἐπιστολή 	 noun 	 will 	 dying command, will
πέρνα 	 noun 	 ham 	 ham
ὄφις 	 noun 	 serpent 	 a serpent, snake
ὄφις 	 noun 	 snake 	 a serpent, snake
ὄφις 	 noun 	 serpentine 	 serpentine bracelet
ὄφις 	 noun 	 bracelet 	 serpentine bracelet
ὄφις 	 noun 	 Serpens 	 the constellation Serpens
ὄφις 	 noun 	 constellation 	 the constellation Serpens
ὄφις 	 noun 	 creeping 	 a type of creeping plant
ἀδηφάγος 	 adjective 	 gluttonous 	 gluttonous, greedy
ἀδηφάγος 	 adjective 	 greedy 	 gluttonous, greedy
ἀδηφάγος 	 adjective 	 expensive 	 costly, expensive
ἀδηφάγος 	 adjective 	 costly 	 costly, expensive
πρᾶος 	 adjective 	 gentle 	 soft, gentle
πρᾶος 	 adjective 	 soft 	 soft, gentle
πρᾶος 	 adjective 	 tame 	 tame
πρᾶος 	 adjective 	 mild 	 mild
πόντος 	 noun 	 Mediterranean Sea 	 the sea, usually the Mediterranean
πόντος 	 noun 	 sea 	 the sea, usually the Mediterranean
ἐνέργεια 	 noun 	 active voice 	 the active voice
ἐνέργεια 	 noun 	 actuality 	 actuality
κρατήρ 	 noun 	 bowl 	 mixing bowl for wine
κρατήρ 	 noun 	 messenger 	 messenger who bears an ode
κρατήρ 	 noun 	 ode 	 messenger who bears an ode
κρατήρ 	 noun 	 Crater 	 a constellation, Crater the cup
κρατήρ 	 noun 	 constellation 	 a constellation, Crater the cup
κρατήρ 	 noun 	 crater 	 crater, mouth of a volcano
κρατήρ 	 noun 	 volcano 	 crater, mouth of a volcano
κρατήρ 	 noun 	 mouth 	 crater, mouth of a volcano
ἐπίκουρος 	 adjective 	 aiding 	 assisting, aiding
ἐπίκουρος 	 adjective 	 assisting 	 assisting, aiding
ἐπίκουρος 	 adjective 	 defending 	 defending
ἐπίκουρος 	 adjective 	 ally 	 helper, ally, assister
ἐπίκουρος 	 adjective 	 helper 	 helper, ally, assister
ἐπίκουρος 	 adjective 	 assister 	 helper, ally, assister
ἐπίκουρος 	 adjective 	 mercenary 	 mercenary, hireling
ἐπίκουρος 	 adjective 	 hireling 	 mercenary, hireling
κριός 	 noun 	 ram 	 ram
κριός 	 noun 	 battering ram 	 battering ram
κριός 	 noun 	 Aries 	 the constellation Aries
κριός 	 noun 	 mussel 	 type of mussel
κριός 	 noun 	 volute 	 volute
κριός 	 noun 	 ship 	 type of ship
κριός 	 noun 	 irrigation 	 part of an irrigation system
κριός 	 noun 	 chickpea 	 type of chickpea
κλύδων 	 noun 	 surf 	 wave, billow, and collectively, surf, rough water
κλύδων 	 noun 	 billow 	 wave, billow, and collectively, surf, rough water
κλύδων 	 noun 	 wave 	 wave, billow, and collectively, surf, rough water
κλύδων 	 noun 	 splashing 	 splashing
κλύδων 	 noun 	 flood 	 flood
κάλλος 	 noun 	 beauty 	 beauty
κάλλος 	 noun 	 nobility 	 nobility
κάλλος 	 noun 	 beautiful 	 a beautiful person or thing
κηρός 	 noun 	 beeswax 	 beeswax, honeycomb
κηρός 	 noun 	 honeycomb 	 beeswax, honeycomb
κηρός 	 noun 	 taper 	 wax tapers
γέρανος 	 noun 	 crane 	 a crane, Grus cinerea
γέρανος 	 noun 	 Grus cinerea 	 a crane, Grus cinerea
γέρανος 	 noun 	 crane 	 a crane
γέρανος 	 noun 	 dance 	 a type of dance
γέρανος 	 noun 	 fish 	 a type of fish
φαιδρός 	 adjective 	 bright 	 bright, beaming
φαιδρός 	 adjective 	 beaming 	 bright, beaming
φαιδρός 	 adjective 	 jocund 	 beaming with joy, bright, joyous, jocund
φαιδρός 	 adjective 	 joyous 	 beaming with joy, bright, joyous, jocund
ἕνος 	 adjective 	 former 	 belonging to the former of two periods, last year's
ἕρπω 	 verb 	 slink 	 to move slowly, walk; crawl, creep, slink
ἕρπω 	 verb 	 creep 	 to move slowly, walk; crawl, creep, slink
ἕρπω 	 verb 	 crawl 	 to move slowly, walk; crawl, creep, slink
ἕρπω 	 verb 	 walk 	 to move slowly, walk; crawl, creep, slink
ἕρπω 	 verb 	 go 	 I go or come
ἕρπω 	 verb 	 come 	 I go or come
ἕρπω 	 verb 	 come 	 of things, events, etc. to come, happen
ἕρπω 	 verb 	 happen 	 of things, events, etc. to come, happen
ὠλένη 	 noun 	 elbow 	 elbow, lower arm
ὠλένη 	 noun 	 mat 	 mat, mattress
ὠλένη 	 noun 	 mattress 	 mat, mattress
ἀδήν 	 noun 	 gland 	 gland
εὕω 	 verb 	 bristle 	 to singe, of singeing off swine's bristles
εὕω 	 verb 	 singe 	 to singe, of singeing off swine's bristles
εὕω 	 verb 	 swine 	 to singe, of singeing off swine's bristles
εὔχομαι 	 verb 	 pray 	 to pray, offer prayers
εὔχομαι 	 verb 	 long 	 to pray for, wish for, long for
εὔχομαι 	 verb 	 wish 	 to pray for, wish for, long for
εὔχομαι 	 verb 	 vow 	 to vow or promise to do
εὔχομαι 	 verb 	 boast 	 to profess loudly, to boast, vaunt
εὔχομαι 	 verb 	 profess 	 to profess loudly, to boast, vaunt
εὔχομαι 	 verb 	 vaunt 	 to profess loudly, to boast, vaunt
ὦμος 	 noun 	 shoulder 	 The shoulder with the upper arm
ὦμος 	 noun 	 upper arm 	 The shoulder with the upper arm
ὦμος 	 noun 	 shoulder 	 in particular The shoulder
ὦμος 	 noun 	 shoulder 	 in a dress The shoulder
ὦμος 	 noun 	 dress 	 in a dress The shoulder
ὦμος 	 noun 	 top 	 The parts below the top or head of anything, especially of the fork of a vine
ὦμος 	 noun 	 fork 	 The parts below the top or head of anything, especially of the fork of a vine
ὦμος 	 noun 	 vine 	 The parts below the top or head of anything, especially of the fork of a vine
ὦμος 	 noun 	 head 	 The parts below the top or head of anything, especially of the fork of a vine
ἔαρ 	 noun 	 gore 	 blood blood, gore
ἔαρ 	 noun 	 blood 	 blood blood, gore
ἔαρ 	 noun 	 juice 	 juice
ἔαρ 	 noun 	 spring 	 spring spring
ἔαρ 	 noun 	 freshness 	 prime, freshness, flower
ἔαρ 	 noun 	 prime 	 prime, freshness, flower
ἔαρ 	 noun 	 flower 	 prime, freshness, flower
οἶος 	 adjective 	 only 	 only, single
οἶος 	 adjective 	 single 	 only, single
ἀμνός 	 noun 	 lamb 	 lamb
αἴτιος 	 adjective 	 causing 	 causing, being the author of, responsible for
αἴτιος 	 adjective 	 culpable 	 to blame, blameworthy, guilty, reprehensible, culpable
αἴτιος 	 adjective 	 guilty 	 to blame, blameworthy, guilty, reprehensible, culpable
αἴτιος 	 adjective 	 reprehensible 	 to blame, blameworthy, guilty, reprehensible, culpable
αἴτιος 	 adjective 	 blameworthy 	 to blame, blameworthy, guilty, reprehensible, culpable
αἴτιος 	 noun 	 accused 	 defendant, the accused, culprit
αἴτιος 	 noun 	 defendant 	 defendant, the accused, culprit
αἴτιος 	 noun 	 culprit 	 defendant, the accused, culprit
ἄλκη 	 noun 	 elk 	 elk
ἄνεμος 	 noun 	 gale 	 wind, breeze, gale
ἄνεμος 	 noun 	 breeze 	 wind, breeze, gale
ἄνεμος 	 noun 	 wind 	 wind, breeze, gale
ἄνεμος 	 noun 	 cardinal direction 	 any of the four cardinal directions
αὐγή 	 noun 	 light 	 light of the sun, sunlight
αὐγή 	 noun 	 sunlight 	 light of the sun, sunlight
αὐγή 	 noun 	 rays 	 rays, beams
αὐγή 	 noun 	 beams 	 rays, beams
αὐγή 	 noun 	 dawn 	 dawn
αὐγή 	 noun 	 sheen 	 any gleam on the surface of bright objects, sheen
αὐγή 	 noun 	 gleam 	 any gleam on the surface of bright objects, sheen
ἠώς 	 noun 	 daybreak 	 The morning red, daybreak, dawn
ἠώς 	 noun 	 dawn 	 The morning red, daybreak, dawn
ἠώς 	 noun 	 cleaveEnglish 	 * quote=παννυχίη μέν ῥ᾽ ἥ γε καὶ ἠῶ πεῖρε κέλευθον.|trans=All night and through the morning  clove her way
ἠώς 	 noun 	 day 	 A morning as a unit of time: day
ἠώς 	 noun 	 East 	 The direction of dawn, the East
ἄρκευθος 	 noun 	 juniper 	 juniper, noshow=1|ver=161231
ὄζος 	 noun 	 twig 	 bough, branch, twig
ὄζος 	 noun 	 bough 	 bough, branch, twig
ὄζος 	 noun 	 branch 	 bough, branch, twig
ὄζος 	 noun 	 offshoot 	 offshoot, scion
ὄζος 	 noun 	 scion 	 offshoot, scion
ὠμός 	 adjective 	 raw 	 raw, crude, undressed
ὠμός 	 adjective 	 undressed 	 raw, crude, undressed
ὠμός 	 adjective 	 crude 	 raw, crude, undressed
ὠμός 	 adjective 	 cruel 	 savage, fierce, cruel
ὠμός 	 adjective 	 fierce 	 savage, fierce, cruel
ὠμός 	 adjective 	 savage 	 savage, fierce, cruel
οὐρά 	 noun 	 tail 	 the tail, of a lion, dog etc
οὐρά 	 noun 	 rear 	 the rear-guard, rear
ὄρχις 	 noun 	 testicle 	 testicle
ὄρχις 	 noun 	 ovary 	 ovary
ὄρχις 	 noun 	 orchid 	 orchid
ὄρχις 	 noun 	 olive 	 a type of olive
ὀμφαλός 	 noun 	 navel 	 navel
ὀμφαλός 	 noun 	 umbilical cord 	 umbilical cord
ὀμφαλός 	 noun 	 navel 	 anything shaped like a navel, hence
ὀμφαλός 	 noun 	 shape 	 anything shaped like a navel, hence
ὀμφαλός 	 noun 	 boss 	 knob or boss in the middle of the shield
ὀμφαλός 	 noun 	 knob 	 knob or boss in the middle of the shield
ὀμφαλός 	 noun 	 shield 	 knob or boss in the middle of the shield
ὀμφαλός 	 noun 	 button 	 button or knob on the horse's yoke to fasten the reins to
ὀμφαλός 	 noun 	 fasten 	 button or knob on the horse's yoke to fasten the reins to
ὀμφαλός 	 noun 	 rein 	 button or knob on the horse's yoke to fasten the reins to
ὀμφαλός 	 noun 	 knob 	 button or knob on the horse's yoke to fasten the reins to
ὀμφαλός 	 noun 	 horse 	 button or knob on the horse's yoke to fasten the reins to
ὀμφαλός 	 noun 	 yoke 	 button or knob on the horse's yoke to fasten the reins to
ὀμφαλός 	 noun 	 outlet 	 plug or valve closing the outlet of bath
ὀμφαλός 	 noun 	 valve 	 plug or valve closing the outlet of bath
ὀμφαλός 	 noun 	 plug 	 plug or valve closing the outlet of bath
ὀμφαλός 	 noun 	 bath 	 plug or valve closing the outlet of bath
ὀμφαλός 	 noun 	 stick 	 knobs at each end of the stick round which books were rolled
ὀμφαλός 	 noun 	 book 	 knobs at each end of the stick round which books were rolled
ὀμφαλός 	 noun 	 knob 	 knobs at each end of the stick round which books were rolled
ὀμφαλός 	 noun 	 point 	 centre or middle point
ὀμφαλός 	 noun 	 centre 	 centre or middle point
ὀμφαλός 	 noun 	 vessel 	 centre of a plant, containing the seed vessel
ὀμφαλός 	 noun 	 plant 	 centre of a plant, containing the seed vessel
ὀμφαλός 	 noun 	 seed 	 centre of a plant, containing the seed vessel
ὀμφαλός 	 noun 	 centre 	 centre of a plant, containing the seed vessel
ὀμφαλός 	 noun 	 point 	 centre of an army, properly the point at which an army is divided into two wings
ὀμφαλός 	 noun 	 wing 	 centre of an army, properly the point at which an army is divided into two wings
ὀμφαλός 	 noun 	 army 	 centre of an army, properly the point at which an army is divided into two wings
ὀμφαλός 	 noun 	 centre 	 centre of an army, properly the point at which an army is divided into two wings
ὀμφαλός 	 noun 	 arch 	 keystone of an arched vault
ὀμφαλός 	 noun 	 keystone 	 keystone of an arched vault
ὀμφαλός 	 noun 	 vault 	 keystone of an arched vault
ὀμφαλός 	 noun 	 tomb 	 vault, tomb
ὀμφαλός 	 noun 	 vault 	 vault, tomb
ἧπαρ 	 noun 	 liver 	 liver
κάρα 	 noun 	 face 	 head, face
κάρα 	 noun 	 head 	 head, face
κάρα 	 noun 	 person 	 person
ὑφή 	 noun 	 web 	 web
λῆνος 	 noun 	 wool 	 wool
λῆνος 	 noun 	 fleece 	 fleece
ἁρπάζω 	 verb 	 carry off 	 to snatch away, carry off
ἁρπάζω 	 verb 	 snatch 	 to snatch away, carry off
ἁρπάζω 	 verb 	 snatch up 	 to seize hastily, snatch up
ἁρπάζω 	 verb 	 seize 	 to seize, overpower
ἁρπάζω 	 verb 	 overpower 	 to seize, overpower
ἁρπάζω 	 verb 	 plunder 	 to plunder
ἀγγαρεύω 	 verb 	 dispatch 	 To dispatch as a courier
ἀγγαρεύω 	 verb 	 courier 	 To dispatch as a courier
ἀγγαρεύω 	 verb 	 requisition 	 To consign one to some task, requisition, press into service
ἀγγαρεύω 	 verb 	 consign 	 To consign one to some task, requisition, press into service
γέρων 	 noun 	 old man 	 an old man
γέρων 	 noun 	 elders 	 elders, i.e. a ruling or advisory council
γέρων 	 noun 	 old 	 old
λεία 	 noun 	 booty 	 booty, plunder
λεία 	 noun 	 plunder 	 booty, plunder
λεία 	 noun 	 plunder 	 the act of plunder
λεία 	 noun 	 stolen 	 stolen property
λεία 	 noun 	 property 	 stolen property
λεία 	 noun 	 flock 	 herd, flock
λεία 	 noun 	 herd 	 herd, flock
λεία 	 noun 	 smooth 	 tool for smoothing stone
μῆνιγξ 	 noun 	 cuticle 	 membrane, cuticle
μῆνιγξ 	 noun 	 membrane 	 membrane, cuticle
μῆνιγξ 	 noun 	 drum 	 drum of the ear, eardrum
μῆνιγξ 	 noun 	 eardrum 	 drum of the ear, eardrum
μῆνιγξ 	 noun 	 ear 	 drum of the ear, eardrum
μῆνιγξ 	 noun 	 dura mater 	 membrane enclosing the brain, dura mater
μῆνιγξ 	 noun 	 brain 	 membrane enclosing the brain, dura mater
μῆνιγξ 	 noun 	 membrane 	 membrane enclosing the brain, dura mater
μῆνιγξ 	 noun 	 milk 	 scum on milk
μῆνιγξ 	 noun 	 scum 	 scum on milk
βρότος 	 noun 	 gore 	 blood that has run from a wound, gore
βρότος 	 noun 	 blood 	 blood that has run from a wound, gore
βουνός 	 noun 	 heap 	 hill, heap
βουνός 	 noun 	 hill 	 hill, heap
βουνός 	 noun 	 mound 	 mound
βουνός 	 noun 	 altar 	 altar
βουνός 	 noun 	 clot 	 blood clot
ὄρος 	 noun 	 mountain 	 a mountain, hill
ὄρος 	 noun 	 hill 	 a mountain, hill
ὄρος 	 noun 	 district 	 district, sector, precinct, parish
ὄρος 	 noun 	 sector 	 district, sector, precinct, parish
ὄρος 	 noun 	 parish 	 district, sector, precinct, parish
ὄρος 	 noun 	 precinct 	 district, sector, precinct, parish
ὄρος 	 noun 	 desert 	 desert
χίμαιρα 	 noun 	 she-goat 	 a she-goat
ναῦς 	 noun 	 ship 	 a ship
ἀνεψιός 	 noun 	 cousin 	 first cousin, cousin
ἀνεψιός 	 noun 	 first cousin 	 first cousin, cousin
νῦν 	 adverb 	 now 	 now, at this time
λαιός 	 adjective 	 left 	 left
λαιός 	 adjective 	 awkward 	 awkward
λαιός 	 noun 	 blue rock thrush 	 blue rock thrush, Monticola solitarius
λαιός 	 noun 	 Monticola solitarius 	 blue rock thrush, Monticola solitarius
βασιλικός 	 adjective 	 royal 	 royal, kingly, regal
βασιλικός 	 adjective 	 regal 	 royal, kingly, regal
βασιλικός 	 adjective 	 kingly 	 royal, kingly, regal
δημιουργός 	 noun 	 workman 	 one who works for the people, a skilled workman, handicraftsman
δημιουργός 	 noun 	 handicraftsman 	 one who works for the people, a skilled workman, handicraftsman
δημιουργός 	 noun 	 ἐγίγνετο 	 |h.Merc.|quote=ὀρφναίη δ’ ἐπίκουρος ἐπαύετο δαιμονίη νύξ,  πλείων, τάχα δ’ ὄρθρος ἐγίγνετο δημιοεργός|trans=but his dark ally the divine night was almost over, and dawn the craftsman was quickly coming
δημιουργός 	 noun 	 ὄρθρος 	 |h.Merc.|quote=ὀρφναίη δ’ ἐπίκουρος ἐπαύετο δαιμονίη νύξ,  πλείων, τάχα δ’ ὄρθρος ἐγίγνετο δημιοεργός|trans=but his dark ally the divine night was almost over, and dawn the craftsman was quickly coming
