gratis 	 adverb 	 free 	 free, without charge
gamle 	 adjective 	 old 	 old; gammal
ungt 	 adjective 	 young 	 young; ung
giv 	 noun 	 deal 	 deal; the act of distributing playing cards
giv 	 noun 	 dealer 	 dealer; one who distributes playing cards
giv 	 noun 	 deal 	 deal, hand; the cards held in a card game by a given player at any given time
giv 	 noun 	 hand 	 deal, hand; the cards held in a card game by a given player at any given time
giv 	 noun 	 deal 	 deal, round; the moment from dealing the cards until the players are finished with them
giv 	 noun 	 round 	 deal, round; the moment from dealing the cards until the players are finished with them
giva 	 noun 	 portion 	 a portion of fodder; the amount of fodder  given to an animal
giva 	 noun 	 fodder 	 a portion of fodder; the amount of fodder  given to an animal
giva 	 verb 	 give 	 |to give
dräkt 	 noun 	 dress 	 costume, dress; clothing
dräkt 	 noun 	 costume 	 costume, dress; clothing
dräkt 	 noun 	 suit 	 suit; jacket and skirt
gud 	 noun 	 god 	 a god
etan 	 noun 	 ethane 	 ethane
gåva 	 noun 	 gift 	 gift
ägo 	 noun 	 possession 	 possession
äga 	 noun 	 estate 	 an estate, grounds, property, land
äga 	 noun 	 grounds 	 an estate, grounds, property, land
äga 	 noun 	 property 	 an estate, grounds, property, land
äga 	 noun 	 land 	 an estate, grounds, property, land
äga 	 verb 	 own 	 to own
mappa 	 verb 	 map 	 to map
dr 	 noun 	 Dr 	 Dr; doktor
gunga 	 noun 	 swing 	 a swing
gunga 	 verb 	 swing 	 to swing
noga 	 adjective 	 careful 	 careful; about someone who takes great care to make things properly
noga 	 adverb 	 carefully 	 carefully; done in such a way that it ends up very accurate or very close to what was intended
olja 	 noun 	 oil 	 oil
olja 	 verb 	 oil 	 to oil
tysk 	 adjective 	 German 	 German; of or pertaining to Germany
tysk 	 adjective 	 Germany 	 German; of or pertaining to Germany
tysk 	 noun 	 German 	 German; person  from Germany
boja 	 noun 	 shackle 	 shackle
byxa 	 noun 	 pants 	 pants, trousers
byxa 	 noun 	 trousers 	 pants, trousers
dana 	 verb 	 educate 	 to shape, to create, to educate
dana 	 verb 	 create 	 to shape, to create, to educate
dana 	 verb 	 shape 	 to shape, to create, to educate
backfisch 	 noun 	 English 	 a backfisch
galla 	 noun 	 bile 	 bile
ärm 	 noun 	 garment 	 sleeve; a part of a garment that covers all or part of an arm
ärm 	 noun 	 sleeve 	 sleeve; a part of a garment that covers all or part of an arm
ärm 	 noun 	 cover 	 sleeve; a part of a garment that covers all or part of an arm
ärm 	 noun 	 arm 	 sleeve; a part of a garment that covers all or part of an arm
syl 	 noun 	 awl 	 an awl
lä 	 noun 	 lee 	 lee
svett 	 noun 	 sweat 	 sweat
svett 	 adjective 	 sweaty 	 sweaty
styrka 	 noun 	 strength 	 strength
styrka 	 noun 	 force 	 force
styrka 	 noun 	 troop 	 a troop, a military force
styrka 	 verb 	 strengthen 	 to strengthen
styrka 	 verb 	 verify 	 to authenticate, to verify
styrka 	 verb 	 authenticate 	 to authenticate, to verify
vän 	 adjective 	 beautiful 	 fair, beautiful
vän 	 adjective 	 fair 	 fair, beautiful
vän 	 noun 	 friend 	 a friend
visare 	 noun 	 hand 	 hand of clock or gauge
ålder 	 noun 	 age 	 age; how old something or someone is
ålder 	 noun 	 era 	 an age, an era; a particular time period
säng 	 noun 	 bed 	 a bed; a piece of furniture used for sleeping
futurum 	 noun 	 future tense 	 future tense
cirkel 	 noun 	 circle 	 circle
varken 	 conjunction 	 neither 	 neither
tand 	 noun 	 saw 	 a tooth; in a mouth or on a saw
tand 	 noun 	 mouth 	 a tooth; in a mouth or on a saw
tand 	 noun 	 tooth 	 a tooth; in a mouth or on a saw
tand 	 noun 	 dent 	 a tooth, a dent, a cog; on a gearwheel or cogwheel
tand 	 noun 	 cog 	 a tooth, a dent, a cog; on a gearwheel or cogwheel
tand 	 noun 	 tooth 	 a tooth, a dent, a cog; on a gearwheel or cogwheel
tand 	 noun 	 cogwheel 	 a tooth, a dent, a cog; on a gearwheel or cogwheel
tand 	 noun 	 gearwheel 	 a tooth, a dent, a cog; on a gearwheel or cogwheel
tand 	 noun 	 tine 	 a tine, a prong
tand 	 noun 	 prong 	 a tine, a prong
spel 	 noun 	 playNoun 	 a play, a game; a person's or animal's happy, joyous movement or entertainment; activity for amusement only; a pursuit or activity with rules performed either alone or with others, for the purpose of entertainment
spel 	 noun 	 game 	 a play, a game; a person's or animal's happy, joyous movement or entertainment; activity for amusement only; a pursuit or activity with rules performed either alone or with others, for the purpose of entertainment
spel 	 noun 	 board game 	 the accessories used for an entertaining or amusing pursuit; such as a board game
spel 	 noun 	 gambling 	 an instance of gambling
spel 	 noun 	 acting 	 acting; the performance of an actor in a work of drama
spel 	 noun 	 playing 	 play, playing; the performance of someone who plays something, such as a musician, a sportsman or player of games
spel 	 noun 	 slack 	 play, slack; the unwanted movement of a mechanical part e.g. due to not being fastened or tightened sufficiently
spel 	 noun 	 winch 	 a winch
provins 	 noun 	 province 	 province
vinge 	 noun 	 wing 	 wing
dubbel 	 adjective 	 double 	 double
smal 	 adjective 	 thin 	 thin, slim, narrow in size
smal 	 adjective 	 slim 	 thin, slim, narrow in size
smal 	 adjective 	 narrow 	 thin, slim, narrow in size
smal 	 adjective 	 skinny 	 skinny
simpel 	 adjective 	 trivial 	 very easy; trivial
simpel 	 adjective 	 easy 	 very easy; trivial
simpel 	 adjective 	 refinement 	 lacking refinement
mogen 	 adjective 	 ripe 	 mature , ripe
mogen 	 adjective 	 mature 	 mature , ripe
titel 	 noun 	 title 	 a title
gemak 	 noun 	 room 	 a large and comfortable room, a chamber
gemak 	 noun 	 chamber 	 a large and comfortable room, a chamber
kast 	 noun 	 throw 	 throw; the flight of a thrown object
kast 	 noun 	 caste 	 caste; an Indian hereditary social class
vrede 	 noun 	 anger 	 anger, wrath
vrede 	 noun 	 wrath 	 anger, wrath
fris 	 noun 	 frieze 	 a frieze
sång 	 noun 	 song 	 a song
vals 	 noun 	 waltz 	 waltz, a dance
vals 	 noun 	 lie 	 lie, untruth
vals 	 noun 	 untruth 	 lie, untruth
vals 	 noun 	 roller 	 roller; a rotating cylindrical device, usually part of a machine, where it may apply or reduce pressure
strut 	 noun 	 cone 	 An object shaped as a hollow, open cone
strut 	 noun 	 cornet 	 cornet; ice-cream cone; also one including the ice cream
strut 	 noun 	 ice cream 	 cornet; ice-cream cone; also one including the ice cream
strut 	 noun 	 ice-cream cone 	 cornet; ice-cream cone; also one including the ice cream
strut 	 noun 	 glasstrut 	 Short for glasstrut
struts 	 noun 	 African 	 ostrich; a large African bird
struts 	 noun 	 bird 	 ostrich; a large African bird
struts 	 noun 	 ostrich 	 ostrich; a large African bird
vak 	 noun 	 polynya 	 polynya, a hole in a sheet of ice
vak 	 noun 	 ice 	 polynya, a hole in a sheet of ice
vak 	 noun 	 vigil 	 vigil, watching
vak 	 noun 	 watching 	 vigil, watching
vaken 	 adjective 	 awake 	 awake
knä 	 noun 	 joint 	 knee; the joint between the thigh and the lower leg
knä 	 noun 	 lower leg 	 knee; the joint between the thigh and the lower leg
knä 	 noun 	 thigh 	 knee; the joint between the thigh and the lower leg
knä 	 noun 	 knee 	 knee; the joint between the thigh and the lower leg
knä 	 noun 	 lap 	 lap, the upper legs
naken 	 adjective 	 nude 	 nude, naked; without clothes
naken 	 adjective 	 naked 	 nude, naked; without clothes
sandstorm 	 noun 	 English 	 sandstorm
kultur 	 noun 	 cultivation 	 culture, cultivation
kultur 	 noun 	 culture 	 culture, cultivation
kultur 	 noun 	 tradition 	 culture, spiritual cultivation: habits, traditions, religion, knowledge, language, education characterizing human life
kultur 	 noun 	 habit 	 culture, spiritual cultivation: habits, traditions, religion, knowledge, language, education characterizing human life
kultur 	 noun 	 knowledge 	 culture, spiritual cultivation: habits, traditions, religion, knowledge, language, education characterizing human life
kultur 	 noun 	 religion 	 culture, spiritual cultivation: habits, traditions, religion, knowledge, language, education characterizing human life
kultur 	 noun 	 spiritual 	 culture, spiritual cultivation: habits, traditions, religion, knowledge, language, education characterizing human life
kultur 	 noun 	 education 	 culture, spiritual cultivation: habits, traditions, religion, knowledge, language, education characterizing human life
kultur 	 noun 	 language 	 culture, spiritual cultivation: habits, traditions, religion, knowledge, language, education characterizing human life
kultur 	 noun 	 affair 	 arts, cultural affairs, endowments
kultur 	 noun 	 endowments 	 arts, cultural affairs, endowments
kultur 	 noun 	 cultural 	 arts, cultural affairs, endowments
kultur 	 noun 	 arts 	 arts, cultural affairs, endowments
rött 	 noun 	 red 	 red
blått 	 noun 	 blue 	 blue
prata 	 verb 	 speak 	 to talk, to speak
prata 	 verb 	 talk 	 to talk, to speak
platina 	 noun 	 platinum 	 platinum
trång 	 adjective 	 tight 	 tight; not having enough width
trång 	 adjective 	 width 	 tight; not having enough width
trång 	 adjective 	 width 	 narrow; having small width
trång 	 adjective 	 narrow 	 narrow; having small width
tunn 	 adjective 	 thin 	 thin; having small thickness
tunn 	 adjective 	 thickness 	 thin; having small thickness
tunn 	 adjective 	 thin 	 scanty, thin; sparsely occurring
tunn 	 adjective 	 scanty 	 scanty, thin; sparsely occurring
tunn 	 adjective 	 occur 	 scanty, thin; sparsely occurring
tunn 	 adjective 	 diluted 	 diffuse, diluted; lacking substance
tunn 	 adjective 	 substance 	 diffuse, diluted; lacking substance
tunn 	 adjective 	 diffuse 	 diffuse, diluted; lacking substance
människa 	 noun 	 human being 	 a human being
människa 	 noun 	 people 	 a person, people
människa 	 noun 	 person 	 a person, people
människa 	 noun 	 mankind 	 mankind
fru 	 noun 	 lady 	 lady
fru 	 noun 	 wife 	 wife; married woman
fru 	 noun 	 woman 	 wife; married woman
fru 	 noun 	 Mrs 	 Mrs; title used before a married woman's surname
hustru 	 noun 	 wife 	 a wife, a married woman
hustru 	 noun 	 woman 	 a wife, a married woman
fisk 	 noun 	 fish 	 fish
fisk 	 noun 	 Pisces 	 Pisces
lus 	 noun 	 louse 	 louse
orm 	 noun 	 reptile 	 snake; a legless reptile of the suborder Serpentes
orm 	 noun 	 Serpentes 	 snake; a legless reptile of the suborder Serpentes
orm 	 noun 	 snake 	 snake; a legless reptile of the suborder Serpentes
träd 	 noun 	 tree 	 tree
pinne 	 noun 	 stick 	 a stick; a short thin roughly cylindrical form of material
pinne 	 noun 	 material 	 a stick; a short thin roughly cylindrical form of material
pinne 	 noun 	 perch 	 a perch; a bird's roost
pinne 	 noun 	 point 	 a point valid in a sports league, given to a team for winning a league match
frukt 	 noun 	 fruit 	 fruit
ort 	 noun 	 place 	 place, location; a group of houses
ort 	 noun 	 location 	 place, location; a group of houses
ort 	 noun 	 adit 	 adit
snor 	 noun 	 snot 	 snot
frö 	 noun 	 source 	 seed; a source or beginning
frö 	 noun 	 seed 	 seed; a source or beginning
frö 	 noun 	 beginning 	 seed; a source or beginning
frö 	 noun 	 fertilize 	 germ, seed; a fertilized grain
frö 	 noun 	 grain 	 germ, seed; a fertilized grain
frö 	 noun 	 germ 	 germ, seed; a fertilized grain
frö 	 noun 	 seed 	 germ, seed; a fertilized grain
löv 	 noun 	 plant 	 leaf; an organ of a plant
löv 	 noun 	 leaf 	 leaf; an organ of a plant
löv 	 noun 	 organ 	 leaf; an organ of a plant
gräs 	 noun 	 plant 	 grass; any plant of the family Poaceae
gräs 	 noun 	 Poaceae 	 grass; any plant of the family Poaceae
gräs 	 noun 	 grass 	 grass; any plant of the family Poaceae
gräs 	 noun 	 marijuana 	 grass, weed, marijuana
gräs 	 noun 	 grass 	 grass, weed, marijuana
gräs 	 noun 	 weed 	 grass, weed, marijuana
pulla 	 verb 	 masturbate 	 to masturbate
runa 	 noun 	 runic 	 a rune, a letter of the runic alphabet
runa 	 noun 	 letter 	 a rune, a letter of the runic alphabet
runa 	 noun 	 rune 	 a rune, a letter of the runic alphabet
croupier 	 noun 	 English 	 a croupier
palestinsk 	 adjective 	 Palestinian 	 Palestinian
niqab 	 noun 	 English 	 a niqab
marin 	 noun 	 navy 	 navy
korridor 	 noun 	 corridor 	 corridor; a narrow hall or passage with rooms leading off it
korridor 	 noun 	 narrow 	 corridor; a narrow hall or passage with rooms leading off it
korridor 	 noun 	 room 	 corridor; a narrow hall or passage with rooms leading off it
korridor 	 noun 	 hall 	 corridor; a narrow hall or passage with rooms leading off it
korridor 	 noun 	 passage 	 corridor; a narrow hall or passage with rooms leading off it
korridor 	 noun 	 corridor 	 corridor; a restricted tract of land that allows passage between two places
korridor 	 noun 	 restrict 	 corridor; a restricted tract of land that allows passage between two places
korridor 	 noun 	 tract 	 corridor; a restricted tract of land that allows passage between two places
korridor 	 noun 	 place 	 corridor; a restricted tract of land that allows passage between two places
korridor 	 noun 	 land 	 corridor; a restricted tract of land that allows passage between two places
korridor 	 noun 	 aircraft 	 corridor; airspace restricted for the passage of aircraft
korridor 	 noun 	 airspace 	 corridor; airspace restricted for the passage of aircraft
korridor 	 noun 	 corridor 	 corridor; airspace restricted for the passage of aircraft
hurts 	 noun 	 drawer unit 	 a desk pedestal, a drawer unit, a cabinet of drawers under a desk
hurts 	 noun 	 desk pedestal 	 a desk pedestal, a drawer unit, a cabinet of drawers under a desk
kuloar 	 noun 	 corridor 	 corridor
trä 	 noun 	 wood 	 wood
trä 	 noun 	 tree 	 a tree
trä 	 verb 	 thread 	 to thread , contracted form of träda
fatta 	 verb 	 take 	 to grasp, take ; the concrete meaning of grasp
fatta 	 verb 	 grasp 	 to grasp, take ; the concrete meaning of grasp
fatta 	 verb 	 acquire 	 to take a decision, a fancy, acquire a taste for something; various abstract meanings of grasp
fatta 	 verb 	 understand 	 to understand, comprehend; another abstract meaning of grasp
fatta 	 verb 	 comprehend 	 to understand, comprehend; another abstract meaning of grasp
fatta 	 verb 	 missing 	 to be missing
motivation 	 noun 	 English 	 motivation; willingness of action
stum 	 adjective 	 mute 	 mute; unable to speak
hia 	 verb 	 contain 	 to contain or control oneself, to wait
hia 	 verb 	 control 	 to contain or control oneself, to wait
hia 	 verb 	 wait 	 to contain or control oneself, to wait
sump 	 noun 	 corf 	 a corf, a container for keeping live fish
sump 	 noun 	 swamp 	 a swamp
osa 	 verb 	 smell 	 to smell, to reek
osa 	 verb 	 reek 	 to smell, to reek
allergen 	 noun 	 English 	 an allergen
dotter 	 noun 	 female 	 daughter; someone's female child
dotter 	 noun 	 daughter 	 daughter; someone's female child
dotter 	 noun 	 child 	 daughter; someone's female child
måg 	 noun 	 son-in-law 	 a son-in-law
tsaritsa 	 noun 	 tsarina 	 tsarina
sultanat 	 noun 	 sultanate 	 sultanate
curling 	 noun 	 English 	 curling
konjunktion 	 noun 	 conjunction 	 a conjunction
konjunktion 	 noun 	 conjunction 	 a conjunction , more specifically as samordnande konjunktion
konjunktion 	 noun 	 subjunction 	 a subjunction, usually in the form underordnande konjunktion
konjunktion 	 noun 	 conjunction 	 a conjunction
konjunktion 	 noun 	 conjunction 	 a conjunction, more specifically logisk konjunktion
konsonant 	 noun 	 consonant 	 consonant
exemplar 	 noun 	 copy 	 a copy
stek 	 noun 	 steak 	 a steak, a roast, a joint
stek 	 noun 	 joint 	 a steak, a roast, a joint
stek 	 noun 	 roast 	 a steak, a roast, a joint
stek 	 noun 	 knot 	 a knot; a looping of strings
stek 	 noun 	 string 	 a knot; a looping of strings
stek 	 noun 	 sunshine 	 strong sunshine
heder 	 noun 	 honour 	 honour, dignity; what makes a person praiseworthy
heder 	 noun 	 praiseworthy 	 honour, dignity; what makes a person praiseworthy
heder 	 noun 	 dignity 	 honour, dignity; what makes a person praiseworthy
hor 	 noun 	 fornication 	 adultery, fornication : begå hor “commit adultery”
hor 	 noun 	 adultery 	 adultery, fornication : begå hor “commit adultery”
ful 	 adjective 	 ugly 	 ugly; of displeasing appearance
ful 	 adjective 	 dirty 	 dirty, bad; something contradictory to norms and rules
ful 	 adjective 	 bad 	 dirty, bad; something contradictory to norms and rules
ful 	 adjective 	 finSwedish 	 prefix indicating a state of low or poor quality: an ironic opposite of fin, "fine, elegant.&quot
ful 	 adjective 	 :w:Mikael Niemi 	 * 2000, Mikael Niemi, Populärmusik från Vittula p. 35; English translation by Laurie Thompson: Popular Music from Vittula , p. 36
kropp 	 noun 	 body 	 body
kropp 	 noun 	 field 	 field
mack 	 noun 	 gas station 	 gas station
orangutang 	 noun 	 orangutan 	 orangutan
kött 	 noun 	 meat 	 meat, flesh
kött 	 noun 	 flesh 	 meat, flesh
näsa 	 noun 	 primate 	 nose of a human or other primate
näsa 	 noun 	 nose 	 nose of a human or other primate
rygg 	 noun 	 rear 	 back; the rear of the body; especially the part between the neck and the end of the spine
rygg 	 noun 	 back 	 back; the rear of the body; especially the part between the neck and the end of the spine
