SortOrder,Egyptian,Transliteration,Translation,SignCodes,GroupWritingScore,Error
1256,𓇋𓆛𓈖𓈎𓂡,jnq,"unite (the Two Lands), collect, gather together",M17-K1-N35-N29-D40,0,0
1257,𓇋𓆛𓈖𓈎𓂷𓂡,jnq,"unite (the Two Lands), collect, gather together",M17-K1-N35-N29-D51-D40,0,0
1259,𓉺𓏤𓈖𓏥𓈎𓆑𓈎𓆑𓏏𓆱,jnqfqft,(part of wagon),O28-Z1-N35-Z2-N29-I9-N29-I9-X1-M3,0,0
1260,𓏌𓎡,jnk,"I , belonging to me",W24-V31,0,0
1261,𓏌𓀀𓎡,jnk,"I , belonging to me",W24-A1-V31,0,0
1262,𓇋𓏌𓎡,jnk,"I , belonging to me",M17-W24-V31,0,0
1263,𓏌𓎡𓀀,jnk,on my part,W24-V31-A1,0,0
1264,𓅮𓄿𓇋𓇋𓀀𓇋𓏌𓎡𓀀,pꜣy.j jnk,my own,G40-G1-M17-M17-A1-M17-W24-V31-A1,0,0
1265,𓇋𓆛𓈖𓏏𓏭𓂾𓂻,jnty,"hinder, linger",M17-K1-N35-X1-Z4-D56-D54,0,0
1266,𓇋𓆛𓈖𓏌𓏲𓂻𓏏𓏲,jnty,to repel,M17-K1-N35-W24-Z7-D54-X1-Z7,0,0
1267,𓇋𓆛𓈖𓏏𓏭𓂽,jnty,to hold at bay,M17-K1-N35-X1-Z4-D55,0,0
1268,𓇋𓈖𓏏𓈖𓏏𓂽,jntnt,"hold back, restrain",M17-N35-X1-N35-X1-D55,0,0
1269,𓇋𓆛𓈖𓈖𓏏𓈖𓏏𓂢𓂻,jntnt,hinder,M17-K1-N35-N35-X1-N35-X1-D41-D54,0,0
1270,𓇋𓆛𓈖𓍿𓍢,jnṯ,fetter,M17-K1-N35-V13-V1,0,0
1271,𓇋𓈖𓏏𓍢,jnṯ,fetter,M17-N35-X1-V1,0,0
1272,𓇋𓆛𓈖𓏏𓀜,jnṯ,fetter,M17-K1-N35-X1-A24,0,0
1273,𓇋𓈖𓍿𓏏𓍢,jnṯt,fetter,M17-N35-V13-X1-V1,0,0
1274,𓇋𓆛𓈖𓏏𓏏𓍢,jnṯt,fetter,M17-K1-N35-X1-X1-V1,0,0
1275,𓇋𓆛𓈖𓂧,jnd,"vex, be sad",M17-K1-N35-D46,0,0
1276,𓇋𓆛𓈖𓂧𓅪,jnd,be distressed,M17-K1-N35-D46-G37,0,0
1277,𓇋𓆛𓈖𓂧𓏲𓅪,jndw,misery,M17-K1-N35-D46-Z7-G37,0,0
1278,𓇋𓆛𓈖𓂧𓅪𓏫,jndw,misery,M17-K1-N35-D46-G37-Z3A,0,0
1279,𓇋𓆛𓈖𓂧𓅪𓀀,jnd,"the afflicted man, wretch",M17-K1-N35-D46-G37-A1,0,0
1280,𓇋𓆛𓈖𓆓𓁣,jnḏ,be afflicted,M17-K1-N35-I10-C7,0,0
1281,𓇋𓐩𓆓𓏛𓁷𓏤,jnḏ ḥr,hail to,M17-Aa27-I10-Y1-D2-Z1,0,0
1282,𓇋𓐩𓁷𓏤,jnḏ ḥr,hail to,M17-Aa27-D2A-Z1,0,0
1283,𓇋𓐩𓁷𓏤𓏛𓏥𓈖,jnḏ ḥr,hail to,M17-Aa27-D2A-Z1-Y1-Z2-N35,0,0
1284,𓇋𓂋,jr,"as to, if, when",M17-D21,0,0
1285,𓐍𓂋𓇋𓂋,ḫr jr,but,Aa1-D21-M17-D21,0,0
1286,𓂋𓂋,jr,if,D21-D21,0,0
1287,𓇋𓂋𓏭,jry,"thereof, thereto",M17-D21-Z4,0,0
1288,𓇋𓂋𓏥,jry,"thereof, thereto",M17-D21-Z2,0,0
1289,𓇋𓂋𓏭𓀺,jry,relating to,M17-D21-Z4-A49,0,0
1290,𓀺𓂝𓏏𓉐,jry ꜥt,hallkeeper,A49-D36-X1-O1,0,0
1291,𓀺𓉿,jry ꜥꜣ,doorkeeper,A49-O31,0,0
1292,𓇋𓂋𓉻𓂝𓉿,jry ꜥꜣ,doorkeeper,M17-D21-O29-D36-O31,0,0
1293,𓇋𓂋𓏭𓀸𓉻𓉿𓀀,jry ꜥꜣ,doorkeeper,M17-D21-Z4-A47-O29-O31-A1,0,0
1294,𓇋𓂋𓏭𓀭𓉿𓂡,jry ꜥꜣ,"door keeper, apparitor",M17-D21-Z4-A40B-O31-D40,0,0
1295,𓇋𓂋𓏭𓀭𓏛𓊪𓏏𓇯,jry pt,"bird, denizen of the heavens",M17-D21-Z4-A40B-Y1-Q3-X1-N1,0,0
1296,𓇋𓂋𓏲𓀭𓊪𓏏𓇯𓅭𓏥,jry pt,"bird, denizen of the heavens",M17-D21-Z7-A40B-Q3-X1-N1-G39-Z2,0,0
1297,𓀺𓌔𓏏𓏤,jry pḏt,bowman,A49-T10-X1-Z1,0,0
1298,𓀺𓄤𓄂𓏏,jry nfr ḥꜣt,keeper of the diadem,A49-F35-F4-X1,0,0
1299,𓂋𓄤𓄂𓏏,jry nfr ḥꜣt,keeper of the diadem,D21-F35-F4-X1,0,0
1300,𓀸𓇋𓊪𓏛,jry jp,one adept,A47-M17-Q3-Y1,0,0
1301,𓇋𓂋𓏭𓀺𓂋𓂧𓂾𓂾,jry rdwy,one in attendence on,M17-D21-Z4-A49-D21-D46-D56-D56,0,0
1302,𓀺𓉔𓊪𓏛,jry hp,custodian of laws,A49-O4-Q3-Y1,0,0
1303,𓇋𓂋𓏭𓀺𓄂𓏏𓏤,jry ḥꜣt,pilot,M17-D21-Z4-A49-F4-X1-Z1,0,0
1304,𓇋𓂋𓏭𓈞𓅓𓅱𓊦,jry ḥmw,helmsman,M17-D21-Z4-N41-G17-G43-P10,0,0
1305,𓀺𓐍𓏏𓏛𓏥,jry ḫt,"overseer, administrator",A49-Aa1-X1-Y1-Z2,0,0
1306,𓇋𓂋𓏭𓀺𓐠𓏤𓉐,jry sꜣ,keeper of cattle pens,M17-D21-Z4-A49-Aa18-Z1-O1,0,0
1307,𓇋𓂋𓀺𓋴𓌬𓅓𓏛𓀀,jry sšm,functionary,M17-D21-A49-S29-T32-G17-Y1-A1,0,0
1308,𓀸𓋴𓌬,jry sšm,functionary,A47-S29-T32,0,0
1309,𓇋𓂋𓀺𓏏𓏛𓍲𓈖𓃀𓏏𓄹,jrt šnbt,pectoral,M17-D21-A49-X1-Y1-V7-N35-D58-X1-F51,0,0
1310,𓇋𓂋𓇋,jrj,companion,M17-D21-M17,0,0
1311,𓇋𓂋𓏭,jry,"companion, accomplice, mate",M17-D21-Z4,0,0
1312,𓇋𓂋𓏭𓀭𓏛𓀀𓏫,jry,"companion, accomplice, mate",M17-D21-Z4-A40B-Y1-A1-Z3A,0,0
1313,𓇋𓂋𓏏𓀺,jrt,(female) companion,M17-D21-X1-A49,0,0
1314,𓇋𓂋𓏏𓁐𓏛𓁐,jrt,wife,M17-D21-X1-B1-Y1V-B1,0,0
1315,𓁹𓂋,jrjt,"duty, obligation",D4-D21,0,0
1316,𓇋𓂋𓏏𓀺𓏛,jrt,"duty, use, purpose",M17-D21-X1-A49-Y1V,0,0
1317,𓇋𓂋𓏏,jrt,duty (of someone),M17-D21-X1,0,0
1318,𓇋𓁹𓏏𓀸,jrt,duty (of someone),M17-D4-X1-A47,0,0
1319,𓇋𓂋𓏏𓏛,jrt,duty (of someone),M17-D21-X1-Y1,0,0
1320,𓀸𓏏𓏥,jrt,duty (of someone),A47-X1-Z2,0,0
1321,𓀸𓏛𓏪,jrt,duty (of someone),A47-Y1V-Z3,0,0
1324,𓇋𓂋𓀀𓀺𓏪,jryw,crew (of boat),M17-D21-A1-A49-Z3,0,0
1325,𓂋𓄿,jryw,denizens,D21-G1,0,0
1326,𓂋𓏥,jryw,denizens,D21-Z2,0,0
1327,𓁹𓏏𓏤,jrt,eye,D4-X1-Z1,0,0
1328,𓁻𓏏𓏤𓄻,jrt,eye,D6-X1-Z1-F51B,0,0
1329,𓁹𓁹,jrwy,eyes,D4-D4,0,0
1330,𓁹𓁹𓅱𓏭,jrwy,eyes,D4-D4-G43-Z4,0,0
1331,𓁹,jrj,"create, beget, make, construct, do, act",D4,0,0
1332,𓁹𓂋𓏭,jrj,"create, beget, make, construct, do, act",D4-D21-Z4,0,0
1333,𓁹𓇋𓇋𓏯,jrj,"create, beget, make, construct, do, act",D4-M17-M17-Z5,0,0
1334,𓂂,jrj,make,D12,0,0
1335,𓂂𓍿,jr.t,"to perform, do",D12-V13,0,0
1336,𓁹,jrj,"take action, achieve, prepare,  treat, provide, donate",D4,0,0
1337,𓁹𓏏𓏯𓈖,jrt n,to deal with,D4-X1-Z5-N35,0,0
1339,𓁹𓂋𓅓𓍱𓏤𓏛𓏥𓊗𓏮,jrt m sšr sp-sn,to put matters right,D4-D21-G17-V6-Z1-Y1-Z2-O50-Z4A,0,0
1340,𓁹𓇋𓇋,jrj,to manufacture,D4-M17-M17,0,0
1341,𓁹𓇋𓇋𓀁,jrj,swear (an oath),D4-M17-M17-A2,0,0
1342,𓁹𓂋𓏭𓄑𓀁,jrj,to affirm,D4-D21-Z4-F18-A2,0,0
1343,𓁹𓇋𓇋𓄑𓀁,jrj,yes,D4-M17-M17-F18-A2,0,0
1344,𓁹𓇋𓇋𓂂𓄑𓀁,jrj,certainly,D4-M17-M17-D12-F18-A2,0,0
1345,𓇋𓀁𓁹𓂋𓏯𓏯,j jr,until,M17-A2-D4-D21-Z5-Z5,0,0
1346,𓁹𓀀,jr,doer (of good),D4-A1,0,0
1347,𓁹𓂋𓀀,jrr,(evil) doer,D4-D21-A1,0,0
1348,𓂂,jr,assume,D12,0,0
1349,𓇋𓂋,jr,against,M17-D21,0,0
1350,𓇋𓁹𓅱𓀾𓏤,jrw,"shape, form, nature",M17-D4-G43-A53-Z1,0,0
1351,𓇋𓁹𓀾,jrw,"shape, form",M17-D4-A53,0,0
1352,𓀾𓅱𓏛𓏥,jrw,"shape, form",A53-G43-Y1-Z2,0,0
1353,𓇋𓁹𓏲𓏱𓏥,jrw,"shape, form",M17-D4-Z7-Z6-Z2,0,0
1354,𓇋𓁹𓂋𓅱𓃒,jrw,cattle tax,M17-D4-D21-G43-E1,0,0
1355,𓁹𓇋𓇋𓏪,jrw,cattle tax,D4-M17-M17-Z3,0,0
1356,𓁹𓂋𓅱𓏛𓏥,jrw,cattle tax,D4-D21-G43-Y1-Z2,0,0
1357,𓁹𓇋𓁹𓂋𓅱𓃒,jrj jrw,levy the cattle tax,D4-M17-D4-D21-G43-E1,0,0
1358,𓇋𓁹𓇋𓇋𓏏𓃒,jryt,milch cow,M17-D4-M17-M17-X1-E1,0,0
1359,𓇋𓁹𓇋𓇋𓏏𓌽,jryt,tax corn,M17-D4-M17-M17-X1-U9,0,0
1360,𓁹𓂋,jrwt,"duty, obligation",D4-D21,0,0
1361,𓁹𓂋𓏏𓏥,jrwt,"works, deeds, functions, proceedings",D4-D21-X1-Z2,0,0
1362,𓁹𓂋𓂋𓏏𓏥,jrwt,"works, deeds, functions, proceedings",D4-D21-D21-X1-Z2,0,0
1364,𓇋𓂋𓊪𓏊𓏥,jrp,wine,M17-D21-Q3-W22-Z2,0,0
1365,𓇋𓂋𓊪𓇭,jrp,wine,M17-D21-Q3-M43,0,0
1366,𓇋𓂋𓊪𓏉,jrp,wine,M17-D21-Q3-W21,0,0
1367,𓇋𓂋𓆑,jrf,enclitic particle,M17-D21-I9,0,0
1372,𓁹𓂋𓂋𓏏𓏥,jrrt,the work,D4-D21-D21-X1-Z2,0,0
1373,𓇋𓁹𓂋𓏏𓈒𓏥,jrrt,the work,M17-D4-D21-X1-N33-Z2,0,0
1374,𓇋𓀁𓂋𓏤𓐍𓊌,jrḫ,(a precious stone),M17-A2-D21-Z1-Aa1-O39,0,0
1378,𓇋𓂋𓎡,jrk,(enclitic particle),M17-D21-V31,0,0
1379,𓇋𓀁𓂋𓎡𓏏𓏲𓆱𓏥,jrkt,tree trunk,M17-A2-D21-V31-X1-Z7-M3-Z2,0,0
1380,𓇋𓂋𓏏,jrt,"now, but",M17-D21-X1,0,0
1381,𓇋𓂋𓍿𓈖,jrṯn,"now, but",M17-D21-V13-N35,0,0
1382,𓇋𓂋𓂋𓅭𓈘,jrrw,river,M17-D21-D21-G39-N36,0,0
1383,𓇋𓁹𓏏𓅂𓈒𓏥,jrtyw,"blue, colour, blue mineral",M17-D4-X1-G4-N33-Z2,0,0
1384,𓇋𓁹𓅂𓈒𓏥,jrtyw,"blue, colour, a blue mineral",M17-D4-G4-N33-Z2,0,0
1385,𓇋𓁹𓅂𓋳,jrtyw,blue dyed linen,M17-D4-G4-S28,0,0
1386,𓇋𓁹𓅂𓀁𓏫,jrtyw,mourning,M17-D4-G4-A2-Z3A,0,0
1387,𓇋𓂋𓏏𓏏𓏈,jrṯt,milk,M17-D21-X1-X1-W20,0,0
1388,𓇋𓁹𓏏𓏏𓏊,jrṯt,milk,M17-D4-X1-X1-W22,0,0
1389,𓇋𓀁𓁹𓂋𓈒𓏊𓏫,jrṯt,milk,M17-A2-D4-D21-N33-W22-Z3A,0,0
1390,𓇋𓁹𓂋𓍿𓏏𓈉,jrṯt,Irtjet  (a foreign country),M17-D4-D21-V13-X1-N25,0,0
1391,𓇋𓁹𓍿𓍿𓈉,jrṯṯ,Irtjetj  (a foreign country),M17-D4-V13-V13-N25,0,0
1393,𓇋𓀁𓉔𓄿𓀁𓇋𓀁,jhꜣ,besides,M17-A2-O4-G1-A2-M17-A2,0,0
1394,𓇋𓉔𓏯𓇋𓇋𓀁,jhy,mourning,M17-O4-Z5-M17-M17-A2,0,0
1396,𓇋𓉔𓏯𓇋𓏯𓀁,jhy,to attack,M17-O4-Z5-M17-Z5-A2,0,0
1397,𓇋𓉔𓏯𓇋𓏯𓅭𓐎,jhy,to attack,M17-O4-Z5-M17-Z5-G39-Aa2,0,0
1398,𓇋𓀁𓉔𓄿𓀁,jhy,woe !,M17-A2-O4-G1-A2,0,0
1399,𓇋𓉔𓇋𓇋𓀁𓏪,jhy,"joy, rejoicing, jubilation, exultation",M17-O4-M17-M17-A2-Z3,0,0
1401,𓇋𓇋𓎛𓂻,yḥ,hey !,M17-M17-V28-D54,0,0
1403,𓇋𓀁𓇋𓇋𓉔𓇋𓇋𓀁,yhy,oho !,M17-A2-M17-M17-O4-M17-M17-A2,0,0
1404,𓇋𓉔𓇋,yhy,oho !,M17-O4-M17,0,0
1405,𓇋𓉔𓅱𓉐,jhw,camp,M17-O4-G43-O1,0,0
1407,𓇋𓀁𓉔𓏯𓏯𓏯𓏯𓉐,jhy,"camp, byre",M17-A2-O4-Z5-Z5-Z5-Z5-O1,0,0
1408,𓇋𓉔𓃀𓀤,jhb,dancing ritual,M17-O4-D58-A32,0,0
1409,𓇋𓉔𓄿𓃀𓀤,jhb,dancing ritual,M17-O4-G1-D58-A32,0,0
1410,𓇋𓉔𓃀𓅱𓀤𓏪,jhbw,ritual dancers,M17-O4-D58-G43-A32-Z3,0,0
1411,𓇋𓉔𓄿𓃀𓅱𓀔𓂻𓏥,jhbw,ritual dancers,M17-O4-G1-D58-G43-A17-D54-Z2,0,0
1412,𓇋𓉔𓅓𓀜,jhm,restrain,M17-O4-G17-A24,0,0
1413,𓉔𓇋𓅓𓂝,jhm,restrain,O4-M17-G17-D36,0,0
1414,𓇋𓉔𓐝𓅪𓏥,jhm,"sorrow, mourning, woes",M17-O4-Aa15-G37-Z2,0,0
1415,𓇋𓉔𓐝𓀁𓏦,jhm,"sorrow, mourning, woes",M17-O4-Aa15-A2-Z2A,0,0
1416,𓇋𓉔𓐝𓏴𓅪,jhm,"to mourn, be sorry",M17-O4-Aa15-Z9-G37,0,0
1417,𓇋𓉔𓅐𓏏𓅪,jhmt,detention,M17-O4-G14-X1-G37,0,0
1418,𓇋𓉔𓅓𓂻,jhm,"linger, lag",M17-O4-G17-D54,0,0
1419,𓇋𓉔𓏭𓂋𓁸𓉐𓏥,jhr,tent,M17-O4-Z4-D21-D3-O1-Z2,0,0
1421,𓇋𓉔𓉔𓇋𓇋𓀁,jhhy,rejoicing,M17-O4-O4-M17-M17-A2,0,0
1423,𓇋𓀁𓉔𓉔𓇋𓇋𓀠,jhhy,rejoicing,M17-A2-O4-O4-M17-M17-A28,0,0
1425,𓁹𓇋𓉔𓉔𓇋𓇋𓀁,jr jhhy,rejoice,D4-M17-O4-O4-M17-M17-A2,0,0
1426,𓁹𓇋𓉔𓉔𓇋𓇋𓀁𓈖,jr jhhy n,acclaim (someone),D4-M17-O4-O4-M17-M17-A2-N35,0,0
1427,𓇋𓀁𓉔𓉔𓇋𓇋𓎱𓏥,jhhy,a festival,M17-A2-O4-O4-M17-M17-W3-Z2,0,0
1428,𓇋𓎛𓉐,jḥ,stable,M17-V28-O1,0,0
1429,𓇋𓎛𓃾,jḥ,bull,M17-V28-F1,0,0
1430,𓇋𓎛𓃒,jḥ,bull,M17-V28-E1,0,0
1431,𓇋𓎛𓏏𓃒,jḥt,cow,M17-V28-X1-E1,0,0
1433,𓇋𓎛𓏏𓆰𓏫,jḥt,(type of flower),M17-V28-X1-M2-Z3A,0,0
1434,𓇋𓎛𓀁,jḥ,Ah !,M17-V28-A2,0,0
1435,𓇋𓎛𓏏𓂻,jḥt,hey !,M17-V28-X1-D54,0,0
1436,𓇋𓇋𓎛𓂻,jḥ,"to move, to go somewhere",M17-M17-V28-D54,0,0
1437,𓇋𓎛𓄿𓂡,ꜥḥꜣ,fight,M17-V28-G1-D40,0,0
1438,𓌤𓏏𓈇𓏤,jḥt,"field, farmland, cultivated land",T24-X1-N23-Z1,0,0
1439,𓌤𓏯𓏯𓏯𓏤,jḥt,"field, farmland, cultivated land",T24-Z5-Z5-Z5-Z1,0,0
1441,𓇋𓎛,jḥy,sistrum player,M17-V28,0,0
1443,𓇋𓎛𓏭𓅱,jḥy,sistrum player,M17-V28-Z4-G43,0,0
1444,𓇋𓎛𓏲𓃒𓏥,jḥw,"oxen, cattle, herds",M17-V28-Z7-E1-Z2,0,0
1445,𓇋𓎛𓅱𓉐,jḥw,stable (for animals),M17-V28-G43-O1,0,0
1446,𓇋𓎛𓅱,jḥw,a measure of metal,M17-V28-G43,0,0
1447,𓇋𓎛𓅱𓅪,jḥw,weakness,M17-V28-G43-G37,0,0
1448,𓇋𓎛𓅱𓏏𓏭𓀀,ꜥḥwty,cultivator,M17-V28-G43-X1-Z4A-A1,0,0
1449,𓌤𓅱𓏏𓏭𓂡,jḥwty,"cultivator, tenant, farmer, field worker",T24-G43-X1-Z4-D40,0,0
1450,𓌤𓏯𓏯𓀜𓀀,jḥwty,"cultivator, tenant, farmer, field worker",T24-Z5-Z5-A24-A1,0,0
1451,𓌤𓏲𓏏𓏭𓄿𓀜𓀀𓏥,jḥwty,"cultivator, tenant, farmer, field worker",T24-Z7-X1-Z4-G1-A24-A1-Z2,0,0
1452,𓇋𓎛𓃹𓈖𓀔,jḥwn,"youth, lad, boy, recruit",M17-V28-E34-N35-A17,0,0
1453,𓇋𓎛𓃹𓈖𓏌𓏲𓀔𓀀𓅪,jḥwn,"youth, lad, boy, recruit",M17-V28-E34-N35-W24-Z7-A17-A1-G37,0,0
1454,𓇋𓈞𓊃𓀔,jḥms,attendant,M17-N41-O34-A17,0,0
1455,𓇋𓎛𓏏𓏏𓈇,jḥtt,land tax,M17-V28-X1-X1-N23,0,0
1456,𓇋𓎛𓏏𓏭𓄈𓄹𓏥,jḥty,wind pipe,M17-V28-X1-Z4-F10-F51-Z2,0,0
1457,𓇋𓐍𓏛,jḫ,what ?,M17-Aa1-Y1,0,0
1458,𓇋𓐍𓏛,jḫ,"then, therefore",M17-Aa1-Y1,0,0
1459,𓇋𓐍𓏛,jḫ,"please, may, what ?, what means ?",M17-Aa1-Y1,0,0
1460,𓂋𓇋𓐍𓏛,r-jḫ,why ?,D21-M17-Aa1-Y1,0,0
1461,𓇋𓀁𓇋𓇋𓄿𓀁𓇋𓐍𓏛,jꜣ jḫ,"what is the point ?, what is the use of ?",M17-A2-M17-M17-G1-A2-M17-Aa1-Y1,0,0
1462,𓏏𓏲𓎡𓏇𓇋𓇋𓐍𓏛𓊕𓏭𓊕𓏭,tw.k mj jḫ sp-sn,how are you ?,X1-Z7-V31-W19-M17-M17-Aa1-Y1-O48A-Z4-O48A-Z4,0,0
1463,𓇋𓐍𓇋𓇇𓂡𓏥,jḫj,make to flourish,M17-Aa1-M17-M15-D40-Z2,0,0
1464,𓇋𓐍𓅓𓏏𓈉,jḫmt,bank (of river),M17-Aa1-G17-X1-N25,0,0
1465,𓇋𓐍𓅐𓏏𓈇𓏤,jḫmt,bank (of river),M17-Aa1-G14-X1-N23-Z1,0,0
1466,𓂝𓐍𓅐𓏏𓈇𓏥,jḫmt,bank (of river),D36-Aa1-G14-X1-N23-Z2,0,0
1467,𓂝𓐍𓅓𓏏𓈄,jḫmt,bank (of fortress),D36-Aa1-G17-X1-N20,0,0
1468,𓇋𓐍𓅓𓂜,jḫm,"extinguish, annul",M17-Aa1-G17-D35,0,0
1469,𓇋𓐍𓅓𓅪𓏥,jḫmw,ignorant ones,M17-Aa1-G17-G37-Z2,0,0
1470,𓇋𓐍𓅓𓏥𓀉,jḫmw,unwearying,M17-Aa1-G17-Z2-A7,0,0
1471,𓇋𓐍𓐝𓂜𓏥𓅨𓂋𓂧𓀉𓇼𓏥,jḫmw wrḏ,the unwearying stars,M17-Aa1-Aa15-D35-Z2-G36-D21-D46-A7A-N14-Z2,0,0
1472,𓇋𓅱𓐍𓅓𓀉𓏥𓅨𓂋𓆓𓇼𓏥,jḫmw wrḏ,the unwearying stars,M17-G43-Aa1-G17-A7A-Z2-G36-D21-I10-N14-Z2,0,0
1473,𓇋𓅓𓐍𓅱𓂜𓏥𓅨𓂋𓆓𓇼𓀭𓏥,jḫmw wrḏ,the unwearying stars,M17-G17-Aa1-G43-D35-Z2-G36-D21-I10-N14-A40-Z2,0,0
1474,𓇋𓐍𓈖𓏌𓏲𓉐𓏥𓅨𓂋𓂧𓏲𓀉𓅪,jḫmw wrḏ,"the unwearying ones, indefatigable",M17-Aa1-N35-W24-Z7-O1-Z2-G36-D21-D46-Z7-A7-G37,0,0
1475,𓇋𓐍𓅓𓂜𓋴𓎡𓇼,jḫm sk,the indestructible star (the circumpolar star),M17-Aa1-G17-D35-S29-V31-N14,0,0
1476,𓇋𓐍𓅓𓋴𓎝𓎡𓇼,jḫm sk,indestructible star (the circumpolar),M17-Aa1-G17-S29-V29-V31-N14,0,0
1477,𓇋𓅱𓐍𓅓𓂜𓏥𓋴𓎝𓎡𓇼𓏥,jḫmw skw,indestructible stars,M17-G43-Aa1-G17-D35-Z2-S29-V29-V31-N14-Z2,0,0
1478,𓂝𓐍𓅓𓅱𓋴𓎡𓇼,jḫm sk,indestructible star (i.e. circumpolar),D36-Aa1-G17-G43-S29-V31-N14,0,0
1479,𓇋𓐍𓐍𓅱𓇶,jḫḫw,"twilight, dusk",M17-Aa1-Aa1-G43-N8,0,0
1480,𓇋𓐍𓐍𓅱𓇰𓏥,jḫḫw,"twilight, dusk",M17-Aa1-Aa1-G43-N2-Z2,0,0
1481,𓇋𓅱𓐍𓐍𓇰𓏥,jḫḫw,"twilight, dusk",M17-G43-Aa1-Aa1-N2-Z2,0,0
1482,𓂝𓐍𓐍𓏲𓇰,jḫḫw,"twilight, dusk",D36-Aa1-Aa1-Z7-N2,0,0
1485,𓇋𓋴,js,(not translated),M17-S29,0,0
1486,𓇋𓊄𓂻,js,go !,M17-O35-D54,0,0
1487,𓇋𓊄𓇋𓇋𓏛,js,go !,M17-O35-M17-M17-Y1,0,0
1488,𓊄,js,go !,O35,0,0
1489,𓇋𓊄,js,go !,M17-O35,0,0
1490,𓁹𓇋𓊄𓂻𓇉𓄿𓈎𓂝𓅓,jr js ḥꜣq m,work devastation among,D4-M17-O35-D54-M16-G1-N29-D36-G17,0,0
1491,𓇋𓊃𓏏𓇤,jst,"boundary stone, landmark",M17-O34-X1-M35,0,0
1492,𓇩𓏏𓏤,jst,"boundary stone, landmark",M40-X1-Z1,0,0
1493,𓇋𓇩𓊃𓉐,js,archive,M17-M40-O34-O1,0,0
1494,𓇋𓇩𓊃𓉐,js,"tomb, council chamber, workshop",M17-M40-O34-O1,0,0
1495,𓇋𓇩𓋴𓉐,js,"tomb, council chamber, workshop,",M17-M40-S29-O1,0,0
1496,𓇋𓇩𓋴𓏭𓉐,jsj,"tomb, council chamber, workshop,",M17-M40-S29-Z4-O1,0,0
1498,𓇋𓇩𓋴𓏭𓆰𓉐,js,"tomb, council chamber, workshop,",M17-M40-S29-Z4-M2-O1,0,0
1499,𓇋𓇩𓊃𓆰,js,"be light (of weight), lie light (on)",M17-M40-O34-M2,0,0
1500,𓇋𓇩𓋴𓆰,js,lie light (on),M17-M40-S29-M2,0,0
1501,𓇋𓇩𓊃𓆰𓄣𓏤,js jb,lightminded,M17-M40-O34-M2-F34-Z1,0,0
1502,𓇋𓇩𓏏𓆰,jst,lightness (of tongue),M17-M40-X1-M2,0,0
1503,𓇋𓇩𓋴𓏭𓇋𓇋𓏛𓏥,jsy,"insignificant, lightweight",M17-M40-S29-Z4-M17-M17-Y1-Z2,0,0
1504,𓇋𓇩𓋴𓏭𓆰𓏫,jsy,"insignificant, lightweight",M17-M40-S29-Z4-M2-Z3A,0,0
1505,𓇋𓇩𓋴𓇋𓏴𓇋𓅪,jsy,"insignificant, lightweight",M17-M40-S29-M17-Z9-M17-G37,0,0
1506,𓇋𓇩𓋴𓏭𓅪𓏥,jsy,decaying,M17-M40-S29-Z4-G37-Z2,0,0
1507,𓇋𓇩𓋴𓏭𓍱,jsy,"shabby, old",M17-M40-S29-Z4-V6,0,0
1508,𓇋𓇩𓋴𓏭𓆰𓏫,jsy,"shabby, old",M17-M40-S29-Z4-M2-Z3A,0,0
1509,𓇋𓇩𓋴𓏭𓍱,jsy,"old, worn out, rags (clothes)",M17-M40-S29-Z4-V6,0,0
1510,𓇋𓇩𓋴𓏭𓇋𓇋𓅪,jsyw,old comrades,M17-M40-S29-Z4-M17-M17-G37,0,0
1511,𓇋𓇩𓋴𓇋𓇋𓏲𓏏𓆰𓍱𓏥,jsywt,"old clothes, rags",M17-M40-S29-M17-M17-Z7-X1-M2-V6-Z2,0,0
1512,𓇋𓇩𓋴𓍱,jsw,rags,M17-M40-S29-V6,0,0
1513,𓇋𓇩𓋴𓏲𓏏𓍱,jswt,"old, worn out, rags (clothes)",M17-M40-S29-Z7-X1-V6,0,0
1515,𓇩𓏏𓉥,jst,palace,M40-X1-O11,0,0
1516,𓇩𓏏𓏤𓉐𓏥,jst,palace,M40-X1-Z1-O1-Z2,0,0
1517,𓋴𓅓𓇓𓅱𓇩𓏏𓉐,smsw jst,elder of the palace,S29-G17-M23-G43-M40-X1-O1,0,0
1519,𓀘𓇩𓏏𓉐,smsw jst,elder of the palace,A20-M40-X1-O1,0,0
1520,𓇩𓏏𓏤𓀀𓏥,jst,"crew (of ship), company (of soldiers), gang (of workmen)",M40-X1-Z1-A1-Z2,0,0
1521,𓇩𓏏𓅱𓀀𓏥,jst,crew (of ship),M40-X1-G43-A1-Z2,0,0
1522,𓇩𓏏𓏤𓀐,jst,company (of rebels),M40-X1-Z1-A14,0,0
1523,𓇩,jst,gang (of workmen),M40,0,0
1524,𓂋𓍿𓀀𓁐𓏥𓇩𓏏𓏤𓀀𓏥,rmṯ jst,"workman, crew member, artisan",D21-V13-A1-B1-Z2-M40-X1-Z1-A1-Z2,0,0
1525,𓇋𓇩𓋴𓆰𓏛,js,"old, ancient",M17-M40-S29-M2-Y1,0,0
1526,𓇋𓋴𓇑,js,"old, ancient",M17-S29-M22,0,0
1527,𓇋𓋴𓅱𓏪,jsw,ancient ones,M17-S29-G43-Z3,0,0
