pie 	 adverb 	 piously 	 piously
jako 	 noun 	 coat 	 jacket, coat
tento 	 noun 	 temptation 	 temptation
loka 	 adjective 	 local 	 local
rasa 	 adjective 	 racial 	 racial
starigi 	 verb 	 stand 	 to put something in a vertical resting position, to stand something up
mala 	 adjective 	 opposite 	 opposite
festa 	 adjective 	 festive 	 festive
enorme 	 adverb 	 enormously 	 enormously
vampira 	 adjective 	 vampiric 	 vampiric
utero 	 noun 	 uterus 	 uterus
angora 	 adjective 	 anguish 	 distressed, anguished, of distress, of anguish
angora 	 adjective 	 distress 	 distressed, anguished, of distress, of anguish
norma 	 adjective 	 standard 	 standard
norma 	 adjective 	 normal 	 normal
lin 	 pronoun 	 him 	 n-pron; him
pisti 	 verb 	 pound 	 to pound
pisti 	 verb 	 crush 	 to crush
figo 	 noun 	 fig 	 fig
fera 	 adjective 	 iron 	 iron
sor 	 adverb 	 upwards 	 up, upwards
sor 	 adverb 	 up 	 up, upwards
aina 	 adjective 	 Ainu 	 Ainu
muta 	 adjective 	 speechless 	 mute, speechless
muta 	 adjective 	 mute 	 mute, speechless
pia 	 adjective 	 pious 	 pious
kora 	 adjective 	 cardiac 	 relating to the heart; cardiac
kora 	 adjective 	 heart 	 relating to the heart; cardiac
kora 	 adjective 	 heartfelt 	 heartfelt, cordial
kora 	 adjective 	 cordial 	 heartfelt, cordial
kanto 	 noun 	 song 	 song
kanto 	 noun 	 singing 	 singing
nomi 	 verb 	 name 	 to name
kelta 	 adjective 	 Celtic 	 Celtic
vana 	 adjective 	 fruitless 	 not getting desired results, useless, ineffective, fruitless, futile
vana 	 adjective 	 futile 	 not getting desired results, useless, ineffective, fruitless, futile
vana 	 adjective 	 useless 	 not getting desired results, useless, ineffective, fruitless, futile
vana 	 adjective 	 ineffective 	 not getting desired results, useless, ineffective, fruitless, futile
kino 	 noun 	 cinema 	 film, cinema
kino 	 noun 	 film 	 film, cinema
ena 	 adjective 	 interior 	 interior, internal, inner
ena 	 adjective 	 internal 	 interior, internal, inner
ena 	 adjective 	 inner 	 interior, internal, inner
tirano 	 noun 	 tyrant 	 tyrant
amaro 	 noun 	 bitterness 	 bitterness
liven 	 adverb 	 the 	 to the left
liven 	 adverb 	 to 	 to the left
liven 	 adverb 	 left 	 to the left
loti 	 verb 	 draw lots 	 to draw lots
hura 	 interjection 	 hooray 	 hooray!
pozo 	 noun 	 pose 	 a pose
premio 	 noun 	 recompense 	 award, recompense
premio 	 noun 	 award 	 award, recompense
aĝi 	 verb 	 age 	 to have a certain age
masto 	 noun 	 mast 	 mast
malva 	 adjective 	 mauve 	 mauve colored EE67DC
malva 	 adjective 	 mallow 	 related to a mallow plant
ĝoja 	 adjective 	 glad 	 glad
pulo 	 noun 	 flea 	 flea
puno 	 noun 	 punishment 	 punishment
puno 	 noun 	 fine 	 fine
puni 	 verb 	 punish 	 to punish
rusa 	 adjective 	 Russian 	 Russian
monda 	 adjective 	 world 	 of or relating to the world
boj 	 interjection 	 woof 	 bark of a dog; woof!
boj 	 interjection 	 bark 	 bark of a dog; woof!
ŝafo 	 noun 	 sheep 	 sheep
ŝalo 	 noun 	 shawl 	 shawl
ŝalo 	 noun 	 scarf 	 scarf
ŝelo 	 noun 	 skin 	 skin
ŝelo 	 noun 	 peel 	 peel
ŝerco 	 noun 	 joke 	 joke
ŝimo 	 noun 	 mold 	 mold
ŝinko 	 noun 	 ham 	 ham
ŝipo 	 noun 	 ship 	 ship
ĝemelo 	 noun 	 twin 	 twin
ĝojo 	 noun 	 joy 	 joy
ŝtalo 	 noun 	 steel 	 steel
ŝtato 	 noun 	 state 	 A state
ŝtato 	 noun 	 member state 	 A member state of a federated state; more precisely, a subŝtato
ŝtato 	 noun 	 federate 	 A member state of a federated state; more precisely, a subŝtato
ŝtono 	 noun 	 stone 	 stone
ŝuo 	 noun 	 shoe 	 shoe
ŝvito 	 noun 	 sweat 	 sweat
osta 	 adjective 	 osseous 	 osseous, bony
osta 	 adjective 	 bony 	 osseous, bony
feo 	 noun 	 fairy 	 fairy
morto 	 noun 	 death 	 death
tere 	 adverb 	 earth 	 on earth
pulmo 	 noun 	 lung 	 lung
naĝi 	 verb 	 swim 	 to swim
naĝi 	 verb 	 sail 	 to sail
orto 	 noun 	 right angle 	 right angle
fago 	 noun 	 beech 	 beech
nuda 	 adjective 	 bare 	 naked, nude, bare
nuda 	 adjective 	 nude 	 naked, nude, bare
nuda 	 adjective 	 naked 	 naked, nude, bare
ŝelko 	 noun 	 suspenders 	 braces , suspenders
ŝelko 	 noun 	 braces 	 braces , suspenders
ŝtormo 	 noun 	 storm 	 storm
dati 	 verb 	 date 	 to date
dati 	 verb 	 date 	 to date
moka 	 adjective 	 scornful 	 scornful
stati 	 verb 	 be 	 to be
gasto 	 noun 	 guest 	 guest
mendi 	 verb 	 order 	 to order
palmo 	 noun 	 palm tree 	 palm tree
polpo 	 noun 	 octopus 	 octopus
mara 	 adjective 	 sea 	 sea, of or relating to the sea
ponto 	 noun 	 bridge 	 bridge
polica 	 adjective 	 police 	 Of, belonging to or pertaining to the police
salo 	 noun 	 salt 	 salt
skoto 	 noun 	 Scottish 	 a Scottish person, a Scot
skoto 	 noun 	 Scot 	 a Scottish person, a Scot
skoto 	 noun 	 United Kingdom 	 t=a person from the United Kingdom
juste 	 adverb 	 fairly 	 justly, fairly, righteously
juste 	 adverb 	 justly 	 justly, fairly, righteously
juste 	 adverb 	 righteously 	 justly, fairly, righteously
puto 	 noun 	 well 	 well
moko 	 noun 	 ridicule 	 ridicule
kardo 	 noun 	 thistle 	 thistle
kono 	 noun 	 knowledge 	 knowledge
karbo 	 noun 	 coal 	 coal
kulo 	 noun 	 gnat 	 gnat
kuro 	 noun 	 run 	 run
kuko 	 noun 	 cake 	 cake
kudri 	 verb 	 sew 	 to sew
hati 	 verb 	 hate 	 to hate
ulo 	 noun 	 chap 	 A familiar term for a person, like fellow or guy in the inclusive of both sexes sense. Also see bloke, chap, or dude
ulo 	 noun 	 fellow 	 A familiar term for a person, like fellow or guy in the inclusive of both sexes sense. Also see bloke, chap, or dude
ulo 	 noun 	 dude 	 A familiar term for a person, like fellow or guy in the inclusive of both sexes sense. Also see bloke, chap, or dude
ulo 	 noun 	 guy 	 A familiar term for a person, like fellow or guy in the inclusive of both sexes sense. Also see bloke, chap, or dude
ulo 	 noun 	 bloke 	 A familiar term for a person, like fellow or guy in the inclusive of both sexes sense. Also see bloke, chap, or dude
kalo 	 noun 	 callus 	 callus in general
kalo 	 noun 	 corn 	 corn callus on the foot
kalo 	 noun 	 callus 	 corn callus on the foot
kalo 	 noun 	 foot 	 corn callus on the foot
rano 	 noun 	 frog 	 frog
rano 	 noun 	 w:Kryten  	 * writers=Rob Grant and Doug Naylor|episode=Kryten|title=Red Dwarf|season=2|number=1|date=6 September 1988|worklang=en|time=5:04|passage=Laŭŝajne estas rano en mia bideo.|translation=There seems to be a frog in my bidet
oto 	 noun 	 ear 	 ear chiefly in compounds
serba 	 adjective 	 Serb 	 Serb
serba 	 adjective 	 Serbian 	 Serbian
tani 	 verb 	 tan 	 to tan
bato 	 noun 	 stroke 	 blow, hit, strike, stroke
bato 	 noun 	 blow 	 blow, hit, strike, stroke
bato 	 noun 	 strike 	 blow, hit, strike, stroke
bato 	 noun 	 hit 	 blow, hit, strike, stroke
siko 	 noun 	 Sikh 	 a Sikh
ardi 	 verb 	 glow 	 to glow
rango 	 noun 	 rank 	 rank
umo 	 noun 	 doohickey 	 something for which one does not know or cannot recall the name, whatchamacallit, thingumabob, doohickey
umo 	 noun 	 thingumabob 	 something for which one does not know or cannot recall the name, whatchamacallit, thingumabob, doohickey
umo 	 noun 	 whatchamacallit 	 something for which one does not know or cannot recall the name, whatchamacallit, thingumabob, doohickey
umo 	 noun 	 thingie 	 Give me that thingie
baro 	 noun 	 bar 	 bar, barrier, obstruction
baro 	 noun 	 barrier 	 bar, barrier, obstruction
baro 	 noun 	 obstruction 	 bar, barrier, obstruction
baro 	 noun 	 bar 	 bar
ina 	 adjective 	 feminine 	 female, feminine
ina 	 adjective 	 female 	 female, feminine
pepo 	 noun 	 chirp 	 a chirp, peep, twitter
pepo 	 noun 	 twitter 	 a chirp, peep, twitter
pepo 	 noun 	 peep 	 a chirp, peep, twitter
pepo 	 noun 	 tweet 	 a tweet
fia 	 adjective 	 ignoble 	 shameful, ignoble
fia 	 adjective 	 shameful 	 shameful, ignoble
fia 	 adjective 	 naughty 	 naughty
serbo 	 noun 	 Serb 	 Serb
vico 	 noun 	 line 	 queue, line, file, row
vico 	 noun 	 rowEtymology 1 	 queue, line, file, row
vico 	 noun 	 queue 	 queue, line, file, row
vico 	 noun 	 fileEtymology 2 	 queue, line, file, row
vico 	 noun 	 position 	 rank or position in a sequence or hierarchy
vico 	 noun 	 rank 	 rank or position in a sequence or hierarchy
vico 	 noun 	 turn 	 turn
peka 	 adjective 	 sinful 	 sinful
tombo 	 noun 	 tomb 	 tomb, grave, sepulchre
tombo 	 noun 	 grave 	 tomb, grave, sepulchre
tombo 	 noun 	 sepulchre 	 tomb, grave, sepulchre
prudente 	 adverb 	 prudently 	 prudently, sensibly
prudente 	 adverb 	 sensibly 	 prudently, sensibly
arde 	 adverb 	 passionately 	 ardently, passionately
arde 	 adverb 	 ardently 	 ardently, passionately
suna 	 adjective 	 sun 	 solar, of the sun
suna 	 adjective 	 solar 	 solar, of the sun
nitrato 	 noun 	 nitrate 	 nitrate
bele 	 adverb 	 beautifully 	 beautifully
firme 	 adverb 	 firmly 	 firmly, securely
firme 	 adverb 	 securely 	 firmly, securely
firme 	 adverb 	 firmly 	 firmly, steadfastly
firme 	 adverb 	 steadfastly 	 firmly, steadfastly
nesti 	 verb 	 nest 	 to nest
lado 	 noun 	 sheet metal 	 sheet metal
urina 	 adjective 	 urinary 	 urinary
ramo 	 noun 	 ram 	 ram
avio 	 noun 	 aeroplane 	 airplane/aeroplane
avio 	 noun 	 airplane 	 airplane/aeroplane
fosfato 	 noun 	 phosphate 	 phosphate
teko 	 noun 	 briefcase 	 briefcase
vasta 	 adjective 	 spacious 	 extensive, vast, spacious
vasta 	 adjective 	 extensive 	 extensive, vast, spacious
vasta 	 adjective 	 vast 	 extensive, vast, spacious
sapo 	 noun 	 soap 	 soap
panteismo 	 noun 	 pantheism 	 pantheism
virga 	 adjective 	 virginal 	 virgin, virginal
virga 	 adjective 	 virgin 	 virgin, virginal
espero 	 noun 	 hope 	 hope
milde 	 adverb 	 gently 	 mildly, gently
milde 	 adverb 	 mildly 	 mildly, gently
amoro 	 noun 	 sexual intercourse 	 sexual intercourse; sexual activity; lovemaking
amoro 	 noun 	 activity 	 sexual intercourse; sexual activity; lovemaking
amoro 	 noun 	 sexual 	 sexual intercourse; sexual activity; lovemaking
amoro 	 noun 	 lovemaking 	 sexual intercourse; sexual activity; lovemaking
restoracio 	 noun 	 restaurant 	 restaurant
suko 	 noun 	 juice 	 juice
taso 	 noun 	 cup 	 cup
leki 	 verb 	 lick 	 to lick
kuo 	 noun 	 seventeenth 	 the letter  , seventeenth letter of the Latin alphabet
kuo 	 noun 	 letter 	 the letter  , seventeenth letter of the Latin alphabet
kuo 	 noun 	 Appendix:Latin script 	 the letter  , seventeenth letter of the Latin alphabet
torturi 	 verb 	 torture 	 to torture
torturo 	 noun 	 torture 	 torture
beno 	 noun 	 blessing 	 blessing
saka 	 adjective 	 baglike 	 baglike
vanta 	 adjective 	 frivolous 	 frivolous
vanta 	 adjective 	 conceited 	 conceited, vain
vanta 	 adjective 	 vain 	 conceited, vain
aperitivo 	 noun 	 apéritif 	 an apéritif
abismo 	 noun 	 abyss 	 abyss
abismo 	 noun 	 oblivion 	 oblivion
abismo 	 noun 	 irreconcilable 	 gulf, irreconcilable difference
abismo 	 noun 	 difference 	 gulf, irreconcilable difference
abismo 	 noun 	 gulf 	 gulf, irreconcilable difference
fina 	 adjective 	 final 	 final
kraĉi 	 verb 	 spit 	 to spit
krado 	 noun 	 grate 	 grate
krado 	 noun 	 grid 	 grid
krado 	 noun 	 grill 	 grill
kruco 	 noun 	 cross 	 cross
rando 	 noun 	 edge 	 edge
samo 	 noun 	 same 	 same; the same thing
tartufo 	 noun 	 hypocrite 	 tartuffe, hypocrite
tartufo 	 noun 	 tartuffe 	 tartuffe, hypocrite
melo 	 noun 	 badger 	 badger
nevo 	 noun 	 nephew 	 nephew
vesti 	 verb 	 clothe 	 To clothe
vesti 	 verb 	 dress 	 To dress
anomalia 	 adjective 	 anomalous 	 anomalous, abnormal
anomalia 	 adjective 	 abnormal 	 anomalous, abnormal
balo 	 noun 	 ball 	 ball
bano 	 noun 	 bath 	 bath
observatorio 	 noun 	 observatory 	 observatory
fendo 	 noun 	 crack 	 crack
gelo 	 noun 	 frost 	 frost
domini 	 verb 	 dominate 	 to dominate
rono 	 noun 	 disappointment 	 disappointment eo
timo 	 noun 	 fear 	 fear
festo 	 noun 	 celebration 	 celebration
festo 	 noun 	 feast 	 feast
festo 	 noun 	 fiesta 	 festival, party, fiesta
festo 	 noun 	 festival 	 festival, party, fiesta
festo 	 noun 	 party 	 festival, party, fiesta
granita 	 adjective 	 granitic 	 granitic
monta 	 adjective 	 mountainous 	 mountainous
rado 	 noun 	 wheel 	 wheel
relo 	 noun 	 rail 	 rail
luti 	 verb 	 solder 	 to solder
rufa 	 adjective 	 redhead 	 redhead
rufa 	 adjective 	 russet 	 russet
rufa 	 adjective 	 coloured 	 rust-coloured
rufa 	 adjective 	 rust 	 rust-coloured
rufa 	 adjective 	 roan 	 roan
intima 	 adjective 	 intimate 	 intimate
uro 	 noun 	 aurochs 	 aurochs
nepotismo 	 noun 	 nepotism 	 nepotism
nimbo 	 noun 	 halo 	 halo
nimbo 	 noun 	 nimbus 	 nimbus
negativa 	 adjective 	 negative 	 negative
boko 	 noun 	 buck 	 buck
majo 	 noun 	 May 	 May
kolera 	 adjective 	 angry 	 angry
rabo 	 noun 	 robbery 	 an act of robbery
originale 	 adverb 	 originally 	 originally
tria 	 adjective 	 third 	 ordinal numbers third
ferma 	 adjective 	 closed 	 closed
imita 	 adjective 	 mock 	 mock
lia 	 determiner 	 his 	 his
tente 	 adverb 	 temptingly 	 temptingly
rombo 	 noun 	 rhombus 	 rhombus
rombo 	 noun 	 suit 	 The suit of diamonds, marked with the symbol
rombo 	 noun 	 diamonds 	 The suit of diamonds, marked with the symbol
admira 	 adjective 	 admiring 	 admiring
butano 	 noun 	 butane 	 butane
carino 	 noun 	 tsarina 	 tsarina
hele 	 adverb 	 brightly 	 brightly
golo 	 noun 	 goal 	 goal
genio 	 noun 	 genius 	 genius
kilometro 	 noun 	 kilometre 	 kilometre / kilometer
kilometro 	 noun 	 kilometer 	 kilometre / kilometer
bunta 	 adjective 	 multicolored 	 multicolored
reveni 	 verb 	 return 	 to come back, return
reveni 	 verb 	 come back 	 to come back, return
impresario 	 noun 	 English 	 impresario
ŝanĝo 	 noun 	 change 	 transformation, change, about-face, conversion
ŝanĝo 	 noun 	 transformation 	 transformation, change, about-face, conversion
ŝanĝo 	 noun 	 conversion 	 transformation, change, about-face, conversion
ŝanĝo 	 noun 	 about-face 	 transformation, change, about-face, conversion
konstanta 	 adjective 	 permanent 	 continual, constant, sustained, permanent
konstanta 	 adjective 	 sustained 	 continual, constant, sustained, permanent
konstanta 	 adjective 	 constant 	 continual, constant, sustained, permanent
konstanta 	 adjective 	 continual 	 continual, constant, sustained, permanent
ebria 	 adjective 	 intoxicated 	 drunk, intoxicated
ebria 	 adjective 	 drunk 	 drunk, intoxicated
kiso 	 noun 	 kiss 	 kiss
stranga 	 adjective 	 peculiar 	 strange, odd, peculiar
stranga 	 adjective 	 odd 	 strange, odd, peculiar
stranga 	 adjective 	 strange 	 strange, odd, peculiar
gufo 	 noun 	 eagle owl 	 eagle owl
moderna 	 adjective 	 modern 	 modern
pendi 	 verb 	 hang 	 to hang, droop
pendi 	 verb 	 droop 	 to hang, droop
oficiala 	 adjective 	 official 	 official
titolo 	 noun 	 heading 	 title, degree, heading in newspaper, magazine
titolo 	 noun 	 title 	 title, degree, heading in newspaper, magazine
titolo 	 noun 	 degree 	 title, degree, heading in newspaper, magazine
cilindro 	 noun 	 cylinder 	 cylinder
cilindro 	 noun 	 top hat 	 top hat
ebla 	 adjective 	 possible 	 possible
ial 	 adverb 	 some 	 for some reason
ial 	 adverb 	 reason 	 for some reason
multe 	 adverb 	 a lot 	 a lot
saluto 	 noun 	 greeting 	 greeting
pesi 	 verb 	 weigh 	 to weigh
momenta 	 adjective 	 instantaneous 	 momentary, instantaneous
momenta 	 adjective 	 momentary 	 momentary, instantaneous
hedonismo 	 noun 	 hedonism 	 hedonism
orgasmo 	 noun 	 orgasm 	 orgasm
avokado 	 noun 	 avocado 	 avocado
intrigo 	 noun 	 plot 	 intrigue, plot, scheme, conspiracy
intrigo 	 noun 	 intrigue 	 intrigue, plot, scheme, conspiracy
intrigo 	 noun 	 scheme 	 intrigue, plot, scheme, conspiracy
intrigo 	 noun 	 conspiracy 	 intrigue, plot, scheme, conspiracy
ofte 	 adverb 	 often 	 often
valsi 	 verb 	 waltz 	 to waltz
borde 	 adverb 	 the 	 on the shore
borde 	 adverb 	 on 	 on the shore
borde 	 adverb 	 shore 	 on the shore
salto 	 noun 	 jump 	 jump
decido 	 noun 	 decision 	 decision
decida 	 adjective 	 decisive 	 decisive
leda 	 adjective 	 leather 	 leather
abunda 	 adjective 	 abundant 	 abundant, plentiful
abunda 	 adjective 	 plentiful 	 abundant, plentiful
administra 	 adjective 	 administrative 	 administrative
administre 	 adverb 	 administratively 	 administratively
admiro 	 noun 	 admiration 	 admiration
adopto 	 noun 	 adoption 	 adoption
adopta 	 adjective 	 adoptive 	 adoptive
adoro 	 noun 	 worship 	 worship; adoration
adoro 	 noun 	 adoration 	 worship; adoration
teismo 	 noun 	 theism 	 theism
alarmo 	 noun 	 alert 	 alarm, alert
alarmo 	 noun 	 alarm 	 alarm, alert
alarma 	 adjective 	 alarming 	 alarming
aleo 	 noun 	 path 	 path
aleo 	 noun 	 street 	 allée, tree-lined street or avenue
aleo 	 noun 	 allée 	 allée, tree-lined street or avenue
aleo 	 noun 	 avenue 	 allée, tree-lined street or avenue
alimento 	 noun 	 maintenance 	 maintenance; alimony; child support
alimento 	 noun 	 child support 	 maintenance; alimony; child support
alimento 	 noun 	 alimony 	 maintenance; alimony; child support
alineo 	 noun 	 paragraph 	 paragraph
alojo 	 noun 	 alloy 	 alloy
amara 	 adjective 	 bitter 	 bitter
amara 	 adjective 	 bitter 	 bitter
amase 	 adverb 	 en masse 	 in large numbers / a large amount, en masse, in droves, in bulk
amase 	 adverb 	 bulk 	 in large numbers / a large amount, en masse, in droves, in bulk
amase 	 adverb 	 in droves 	 in large numbers / a large amount, en masse, in droves, in bulk
amase 	 adverb 	 heap 	 in a heap, in a pile
amase 	 adverb 	 pile 	 in a heap, in a pile
amputo 	 noun 	 amputation 	 amputation
anhela 	 adjective 	 breathless 	 out of breath, breathless, panting, puffing, gasping for breath
anhela 	 adjective 	 gasp 	 out of breath, breathless, panting, puffing, gasping for breath
anhela 	 adjective 	 pant 	 out of breath, breathless, panting, puffing, gasping for breath
anhela 	 adjective 	 out of breath 	 out of breath, breathless, panting, puffing, gasping for breath
anhela 	 adjective 	 puff 	 out of breath, breathless, panting, puffing, gasping for breath
anhele 	 adverb 	 breathlessly 	 breathlessly
aparte 	 adverb 	 separately 	 separately
asfalto 	 noun 	 asphalt 	 asphalt
asocio 	 noun 	 association 	 association
atrofio 	 noun 	 atrophy 	 atrophy
debato 	 noun 	 debate 	 debate
debuta 	 adjective 	 debut 	 debut
dinamito 	 noun 	 dynamite 	 dynamite
disciplino 	 noun 	 discipline 	 discipline
disputo 	 noun 	 dispute 	 dispute
domen 	 adverb 	 house 	 to the house, home
domen 	 adverb 	 to 	 to the house, home
entera 	 adjective 	 enteric 	 enteric
fascina 	 adjective 	 fascinating 	 fascinating
figuro 	 noun 	 figure 	 figure
filmo 	 noun 	 motion picture 	 film, movie, motion picture
filmo 	 noun 	 movie 	 film, movie, motion picture
filmo 	 noun 	 film 	 film, movie, motion picture
firmo 	 noun 	 firm 	 firm
formulo 	 noun 	 formula 	 formula
fragmento 	 noun 	 morsel 	 fragment, piece, morsel
fragmento 	 noun 	 fragment 	 fragment, piece, morsel
fragmento 	 noun 	 piece 	 fragment, piece, morsel
fragmenta 	 adjective 	 fragmentary 	 fragmentary, fragmented
fragmenta 	 adjective 	 fragmented 	 fragmentary, fragmented
fumado 	 noun 	 smoking 	 smoking
fundamento 	 noun 	 foundation 	 foundation
fundamenta 	 adjective 	 fundamental 	 fundamental
fundamente 	 adverb 	 fundamentally 	 fundamentally
fundo 	 noun 	 bottom 	 bottom
funde 	 adverb 	 bottom 	 at the bottom
funde 	 adverb 	 fully 	 fully, deeply
funde 	 adverb 	 deeply 	 fully, deeply
fusilo 	 noun 	 rifle 	 rifle
estimo 	 noun 	 respect 	 respect, esteem
estimo 	 noun 	 esteem 	 respect, esteem
grado 	 noun 	 grade 	 degree  or temperature); grade
grado 	 noun 	 degree 	 degree  or temperature); grade
gravito 	 noun 	 gravity 	 gravity
gusta 	 adjective 	 taste 	 of or related to taste
