dictionary	dictiōnārium
curl	cirrus
redden	rubeo
redden	rubefaciō
backward	rūrsum
backward	retrōrsum
complicated	complicātus
complicated	contortus
complicated	involūtus
callous	callōsus
indifferent	incūriōsus
indifferent	mediocris
fulfill	pleo
satisfy	satiō
satisfy	sufficio
satisfy	satisfacio
walter	Gualterius
darkness	tenebrae
darkness	caligo
darkness	obscuritas
darkness	nox
darling	deliciae
darling	mel
darling	meum mel
darling	mellītus
debtor	dēbitor
debtor	dēbitrix
prodigal	prōdigus
decay	cariēs
decay	tabes
ejaculate	ēiaculor
delight	gaudium
delight	frūctus
delight	oblectō
delight	dēlectō
delight	iuvo
peril	periculum
deflower	defloro
deflower	devirgino
dregs	faex
parvenu	pervenitus
parvenu	pervenita
sandy	harēnōsus
john	scortātor
ruddy	rubicundus
friendship	amīcitia
starfish	stella marina
marsh	palūs
marsh	lāma
rant	dēbacchor
frail	fragilis
invert	invertō
peevish	morosus
athlete	āthlēta
attach	adiciō
attach	applicō
attach	apō
attach	illigō
attach	nectō
zealous	studiōsus
zealous	ardēns
zealous	ācer
adsorb	absorbere
aloe	aloē
alder	alnus
anise	anīsum
anode	anóda
aphid	lens olerum
atone	expiō
atrium	ātrium
atrium	cavaedium
augur	augur
augur	auspex
augur	augurō
bezel	pāla
borax	santerna
catkin	iulus
clot	blatta
clot	concresco
clot	coagulo
clot	conglobo
rather	potius
despite	quamquam
distemper	morbus
cur	scelestus
dactyl	dactylus
dais	suggestus
dobbin	ruco
dobbin	matalón
doff	exuō
druid	druias
dyer	tinctor
elegy	elegīa
elegy	elegī
emmer	far
emmer	alica
flax	līnum
gouge	gulbia
ibis	ībis
idol	īdōlum
jujube	zizyphus
jujube	zizyphum
kay	kā
kola	kola
legume	legūmen
legume	mahuna
legume	mahunarka
litmus	lacmus
lull	quiēs
motet	motectum
nereid	nērēis
nereid	Nērēis
neuron	neuron
neuron	neuronum
neuron	neurocytus
oaf	gurdus
opine	opīnor
pilfer	surpō
radix	radix
rebut	refellō
rumen	rūmen
rumen	ingluviēs
rumen	бу̀ра̄г
rumen	işkembe
rumen	şkembe
rune	runa
sibyl	Sibylla
sloe	güven
squill	scilla
talc	talcum
turgid	turgidus
vee	ū
whet	acuō
wile	sūtēla
winnow	ventilo
inter	sepeliō
inter	tumulō
temerity	temeritās
provoke	lacessō
provoke	prōvocō
bribery	largitio
embroider	acū pingo
strait	fretum
toil	labor
servility	servilitas
struggle	dīmicō
struggle	luctor
difficulty	difficultās
difficulty	artum
contest	certāmen
victory	victōria
controversy	contrōversia
opposing	obstitus
superiority	superioritas
exertion	mōlīmen
exertion	mōlīmentum
exertion	opera
vigorous	vegetus
vigorous	vigrus
vigorous	strēnuus
strength	firmitudo
strength	firmitas
strength	robur
strength	fortitudo
assemble	coeō
assemble	conveniō
sideways	oblīquē
toward	ergā
oblique case	casus obliquus
eyeball	bulbus oculi
dichotomous	dichotomos
troop	caterva
troop	turma
surrender	dēdō
surrender	condōnō
surrender	tradere
surrender	dēditiō
philosophy	philosophia
aleatory	aleatorius
appease	pācificō
assumption	assumptio
asymmetry	asimètrija
avow	profiteor
ballista	ballista
beam	trabs
beam	tignum
beam	bura
beam	radius
befoul	inquinō
benevolent	benevolens
betray	prōdō
betray	dēferō
betray	dētegō
betray	oleō
betray	in errōrem dūcō
betray	dēcipiō
betray	mōnstrō
betray	dēmōnstrō
biceps	lacertus
bream	sparulus
buzz	bombiō
calculation	calculātiō
celebration	convīvium
cherish	foveō
chirp	pīpiō
chirp	pīpilō
circumstance	rēs
circumstance	tempus
circumstance	circumstantia
clang	clangor
completely	admodum
completely	plēnē
completely	funditus
completely	omnīnō
compliant	obnoxius
compliant	morigerus
compliant	obsequiōsus
concede	concedō
concentrate	animadverto
coniferous	cōnifer
consequence	cōnsequentia
cradle	cunae
cradle	cunabula
crafty	dolōsus
crafty	vafer
cram	stīpō
craziness	vēsānia
craziness	insānia
craziness	insānitās
craziness	vēcordia
creak	crepō
creel	nassa
cremation	cremātiō
crest	crista
crier	praecō
crusader	crucesignatus
customary	solitus
customary	ūsitātus
dandelion	taraxacum
deceit	fraus
deceit	dolus
defamation	diffamatio
defamation	obtrectatio
deliberation	deliberatio
depend	nītor
desolation	vāstitās
despicable	contemptus
destination	fatum
destination	dēstinātiō
deterioration	deperitiō
deterioration	deterioratio
disarm	exarmō
disarm	dēarmō
disavow	diffiteor
discrepancy	discrepantia
disembark	egredior
disembowel	ēviscerō
disembowel	exenterō
disgrace	dēdecus
disgrace	ignōminia
disgrace	infamia
disgrace	flāgitium
disgrace	dehonestō
disperse	dissipō
displease	displiceō
disprove	refellō
disprove	redarguō
dispute	disputātiō
dispute	altercor
dispute	disputō
dispersal	dissipātiō
diverse	varius
divorcee	divortiatus
divorcee	divortiata
drown	obruent
drowsiness	somnus
drowsiness	sopor
drowsiness	lēthargus
drowsiness	somnolentia
drowsiness	lēthargia
drowsy	sopōrus
drowsy	somnolentus
drowsy	somniculōsus
dunce	barcala
dunce	bārō
ejaculation	patrātiō
elation	ēlātiō
elevation	elevatio
emigration	transmigratio
eminent	ēgregius
eminent	ēminens
empiricism	empīricē
enigmatic	aenigmaticus
enlightenment	lux
enmity	inimicitia
enthusiastic	cupiens
enthusiastic	studiōsus
enthusiastic	avidus
entreat	obsecrō
equally	aequē
equally	aequāliter
equally	pariter
espy	prospicio
ethology	ēthologia
eugenics	eugenica
evaluation	taxātiō
exaggeration	superlātiō
except	praeter
except	nisi
exceptional	eximius
excommunication	excommūnicātiō
excommunication	excommūniō
execration	exsecratio
execration	imprecātiō
extra	subsicīvus
extraneous	extrāneus
fearless	impavidus
fearless	intrepidus
fellow	sodālis
fellow	collēga
fellow	socius
finally	dēmum
finally	aliquando
finally	tandem
finally	denique
flabby	flaccus
fleet	vēlōx
fomentation	fōmentum
footprint	vestīgium
footprint	vola
forgery	falsificatio
forgery	contrafactio
forgery	falsum
fortification	fortificātiō
fortification	mūnītiō
fortification	mūnīmentum
fortress	castrum
fortress	castellum
fortress	arx
foundation	fundatio
foundation	fundāmen
foundation	fundāmentum
frisk	scrutor
frontier	finis
furious	furiosus
gainsay	adversor
gainsay	contrādīcō
gainsay	refrāgor
gather	colligō
gather	lego
gather	conveniō
gather	congrego
gaze	conspicio
gaze	tueor
gaze	obtutus
gazette	acta diurna
gazette	acta
gazette	diurnum
contumacious	contumax
conveniently	commodē
covet	concupio
covet	appeto
covet	concupisco
gleam	fulgeō
gloomy	nūbilus
gown	cyclas
gown	abolla
grant	dono
greed	avaritia
grimace	sanna
grimace	surringor
growl	ganniō
habituation	cōnsuētūdō
hairless	glaber
harm	noxa
harm	noxia
harm	noceō
hater	ōsor
heap	struēs
heap	acervus
heap	cumulus
heed	audientia
heed	attendō
hesitation	cunctātiō
hesitation	haesitātiō
hoot	cano
hornbeam	carpinus
imagination	opinio
imprecation	imprecātiō
imprecation	exsecrātiō
improper	improprius
improper	indecens
inadequate	exiguus
incomplete	infectus
independence	lībertās
inquiry	quaestiō
insight	perspicientia
inspire	afflō
inspire	iniciō
inspire	īnspīrō
court	aula
court	considium
court	cūria
court	iūdicium
insurmountable	inēluctābilis
insurmountable	insuperābilis
intact	intactus
intact	integer
intervene	intercēdō
intend	habeo in animo
intend	volo
investigation	quaestiō
investigation	indagatio
investigation	investigatio
irrigation	irrigātiō
jailer	carcerārius
jailer	custōs
kinky	cincinnātus
madman	homo furiōsus
madman	dēmēns
madness	vēsānia
madness	insānia
madness	insānitās
madness	vēcordia
madness	dēmentia
madness	amentia
insanity	vēsānia
insanity	insānia
insanity	insānitās
insanity	vēcordia
insanity	dēmentia
folly	stultitia
folly	fatuitas
maintain	habeo
maintain	tueor
keep up	tueor
preserve	vīvārium
preserve	conservo
preserve	tueor
protect	protego
protect	defendo
protect	tutor
protect	tueor
protect	colo
protect	munio
ailment	morbus
inundation	ēluviō
inundation	abluvium
player	lūsor
player	histrio
player	actor
player	actrix
player	-cen
player	cantor
player	cantrix
player	aleo
player	aleator
player	iocator
player	āctor
knacker	stȑvoder
knapsack	mantica
knapsack	pēra
knead	depsō
knead	fingō
lack	pēnūria
lack	desum
lack	egeo
lack	careo
lack	desidero
larch	larix
leak	pereo
lest	nē
liable	obnoxius
libidinous	libīdinōsus
likewise	item
lineage	stirps
lineage	prōsāpia
lot	sors
lot	pars
luckily	fēlīciter
lucky	faustus
lucky	fēlīx
lucky	fortūnātus
lucky	prosperus
manner	modus
marvel	miror
maze	labyrinthus
mellow	mītis
mend	sarciō
mime	mīmus
mindful	memor
misery	miseria
misshapen	dēfōrmis
misshapen	distortus
mite	acarus
morass	palūs
moreover	autem
moreover	amplius
motive	ratio
mound	tumulus
namer	nuncupator
nanny	niñera
nanny	nana
necessity	necessitās
necessity	necessaria
nightfall	annoctatio
noisy	sonāx
noisy	sonābilis
nonsensical	nūgax
notebook	commentārius
notebook	pugillārēs
nourish	alere
nourish	alō
offend	offendō
onslaught	ēruptiō
outspoken	plāniloquus
overlook	omittō
overlook	aspectol
overlook	aspecto
oyster	ostrea
patriotism	amor patriae
pastime	ludus
pastime	oblectāmen
pastime	oblectāmentum
patrimony	patrimōnium
pave	pavīmentō
pearl	margarita
pegasus	Pegasos
pegasus	Pegasus
planner	mētātor
plaque	tabella
playmate	collūsor
playmate	congerrō
porch	pergula
porch	porticus
poverty	paupertās
poverty	pauperiēs
precipitous	praeceps
pride	superbia
proceed	prōcēdō
profess	profiteor
proffer	praebeō
prosper	vigeō
proud	superbus
psalm	psalmus
purchase	emptiō
purchase	emptum
purchase	emō
raid	excursus
raider	praedator
rainy	jańbyrly
rainy	pluviālis
rainy	imbridus
razor	novacula
reach	extendo
reach	teneo
reach	pervenio
reach	apīscor
reap	tondeō
reap	metō
reap	dēmetō
recently	nūper
recruit	tiro
reel	alabrum
reel	titubō
reeve	praepositus
reeve	praepositus villae
rejuvenate	iuvenesco
rejuvenate	repubesco
rejuvenate	repuerasco
rejuvenate	repuellasco
remain	sto
remain	maneo
remain	teneo
remain	remaneo
remain	sedeo
remind	commoneō
remind	moneō
remind	remoneō
remind	memoro
rend	lacerō
rend	laniō
reprimand	reprehensiō
reprimand	obiurgō
reprimand	reprehendō
reserve	subsidiāriī
reserve	vēlātī
reside	vivio
reside	vivo
reside	habito
reside	incolō
respectful	reverens
result	cōnsequor
result	fructus
result	prōventus
result	effectus
retaliation	talio
retell	renarrō
rigorous	rigorosus
ruthless	crūdēlis
sacrosanct	sacrōsanctus
sailor	nauta
sailor	nāvita
saliva	salīva
sapling	arbuscula
sarcasm	dicācitās
scabby	scaber
scaly	squāmeus
scaly	squāmōsus
scan	percurro
scene	locus
scraper	scalprum
scraper	grosa
scylla	Scylla
scythe	falx
sedulous	sēdulus
server	administer
server	administra
shaky	instābilis
shell	putāmen
shopkeeper	tabernārius
shy	timidus
shy	pavidus
shy	verēcundus
sigh	suspiro
sigh	suspīrium
silhouette	adumbrātiō
slag	scoria
slayer	homicīda
slayer	interfector
slayer	interfectrix
slayer	occīsor
sly	vafer
sly	versūtus
spike	clavus
spike	spica
splendid	splendidus
squirt	ēiaculor
stagger	vacillō
stagger	titubō
stagger	nūtō
stagger	vacilar
stagger	herer
stagger	hesitar
stagger	dubir
stagger	dubitar
startle	consternō
startle	pavefaciō
startle	terreō
steak	carnis
steak	caro
stealthily	furtim
stillbirth	mortinatalitas
stillbirth	partus mortuus
strain	tēnsiō
strainer	cōlum
straightforward	explicātus
straightforward	prōsus
stroll	spatior
sober	sobrius
sober	abstēmius
succeed	succedere
succeed	succēdō
succeed	subeo
successful	prosper
successful	prosperus
sway	vacillō
swipe	surripere
swipe	scandere
shameless	impudens
modesty	modestia
modesty	pudor
lascivious	salax
lustful	salax
lustful	libīdinōsus
lustful	cupidus
marble	marmor
marjoram	amāracus
marjoram	maiorana
marjoram	majorana
shady	opācus
shady	anceps
shaggy	hispidus
shaggy	villōsus
shriek	quirītō
shriek	strīdō
tacit	tacitus
tamer	domitor
tamer	domitrix
tamer	domātor
telegraph	tēlegraphum
temperance	temperantia
temperance	sōbrietās
tenacity	tenācitās
thirst	sitis
thirst	sitiō
thirst	sitīre
thresh	trituro
thrifty	parcus
thrifty	frūgālis
thrive	vigeō
thrive	prōveniō
tractable	tractābilis
traditional	translaticius
traitor	trāditor
traitor	trāditrīx
traitor	prōditōr
traitor	prōditrīx
transcript	exemplum
treat	tractō
treat	afficiō
treat	curo
tripe	omāsum
troublesome	molestus
trustee	sequester
turbid	turbidus
tutelage	tūtēla
tweak	year=1638
twinge	stringor
twofold	duplus
twofold	duplex
twofold	timor
unnerve	debilito
untie	solvō
unwilling	invītus
urgency	exigentia
verbena	lustrago
verbena	verbenaca
volunteer	volo
volunteer	voluntārius
vow	vōtum
vow	vōveō
vow	iurō
wail	vagio
wary	cearig
weaponry	arma
whirlwind	turbō
wreath	serta
wreath	corōna
youth	iuventās
youth	iuventūs
youth	iuvenilitas
youth	iuvenis
organize	ordinō
ordain	scisco
outlive	supervīvō
outlive	supersto
outlive	relinquor
outlive	resto
outlive	reliquum sum
bewail	dēfleō
bewail	lamentor
bewail	comploro
lament	lamentum
lament	dēfleō
lament	lamentor
disapproval	improbātiō
prone	prōpensus
supercilious	superbus
supercilious	superciliōsus
fir	abiēs
worthless	inūtilis
worthless	nēquam
hexameter	hexameter
merit	meritum
merit	ēmereō
poem	fabula
poem	carmen
poetry	poesis
deserving	dignus
poet	poeta
metrical	metricus
literature	litterae
haughty	superbus
probability	probabilitas
practitioner	exercitator
practitioner	exercitatrix
beautify	decoro
beautify	extollo
beautify	orno
beautify	venusto
demonstrator	reclāmitātor
message	nuntius
railing	cancellus
jerk off	glubo
neolithic	neolithicus
fortunately	feliciter
muggy	aestifer
reciprocal	mūtuus
reciprocal	reciprocus
roman mile	mille passuum
roman mile	mille passus
roman mile	mille
pointless	vānus
origin	orīgō
origin	principium
origin	prīmordium
phony	simulātor
source code	fōns
desist	dēsistō
despair	dēspērō
despair	desperatio
fried	frictus
boring	taediōsus
boring	dȍsādan
boredom	taedium
singe	adūrō
pitchfork	mergae
pitchfork	furcilla
seagull	gavia
sunny	aprīcus
rap music	mūsica malleāta
rap music	mūsica pulsāta
swordfish	xiphiās
star wars	Bella Stellaria
half-uncle	patruus uterinus
half-uncle	patruus consanguineus
half-uncle	avunculus uterinus
half-uncle	avunculus consanguineus
stumped	perspicuum fecerit
wonderful	mirābilis
wonderful	mīrus
mandate	mandātum
ignorance	ignorantia
wander	vagor
wander	pālor
adultery	adulterium
honor	excolo
honor	honōrō
honor	augeō
ridiculous	rīdiculus
comrade	comes
comrade	socius
comrade	commīlitō
iou	syngrapha
evidence	argūmentum
evidence	indicium
science fiction	scientia ficticia
algorithm	algorithmus
good morning	salvē
bewitching	venustus
striated	striātus
mineral	minerale
pantheism	religio pantheia
international	internātiōnālis
adulthood	adulta aetas
limestone	calx
mythical	fabularis
mythical	mythicus
parasite	parasītus
parasite	parasīta
parasite	parasitus
augury	auspicium
limited	fīnītus
limited	definitus
holy land	Terra Sancta
derision	dērīsiō
derelict	relictus
derelict	derelictus
aircraft carrier	navis aëroplanigera
disown	infitior
troops	cōpiae
mickey mouse	Michael Mus
mickey mouse	Michael Musculus
contiguous	confīnis
contagious	contagiosus
petulant	petulans
dross	scoria
snarky	dicax
offensive	taeter
offensive	offensus
offensive	repudiōsus
gladiator	gladiator
gladiator	year=2005  
temporary	temporālis
temporary	temporārius
homeless	palabundus
bristol	Bristolium
butcher's	laniēna
womanizer	mulierārius
womanizer	fēmellārius
old man	senex
old man	vetulus
syrup	sapa
branding iron	cauter
babbler	blatero
babylonian	Babylonius
unlimited	infīnītus
mini-	mini
odin	Mercurius
odin	Vōdanus
odin	Ōdinus
sexton	sēcrētārius
seducer	corruptor
legion	legiō
addax	pȳgargus
generous	mūnificus
generous	largus
generous	generōsus
generous	līberālis
generosity	generōsitas
fern	filix
pyroclastic flow	efluxus pyroclasticus
pinch	vellico
appendicitis	appendicitis
intrepid	inpavidus
booze	tēmētum
booze	ebriamen
booze	trago
booze	aguardiente
booze	chupe
booze	copa
booze	copete
booze	bebercio
booze	priva
booze	escabio
booze	colloquial
booze	escabiar
booze	pimplarse
heartless	insensibilis
heartless	socors
scimitar	acīnacēs
exaggerated	suprālātus
patriarch	patriarcha
imaginary	imaginarius
imaginary	phantasticus
summon	vocō
summon	arcessō
summon	adhibeo
summon	convoco
summon	ēvōcō
summon	ēliciō
summon	دَعَى
summon	sc=Latinx
summon	bannan
hades	Tartarus
phallic	phallicus
tetragrammaton	tetragrammaton
tetragrammaton	Tetragrammaton
national	nātiōnālis
national	gentilicius
national	gentīlicia
national	gentīlicium
yodh	ioth
qoph	coph
going	itio
rancid	rancidus
satan	diabolus
satan	Satan
satan	Satanas
satan	satan
satan	satanas
old testament	Vetus Testāmentum
whoremonger	scortātor
whoremonger	lēnō
whoremonger	lēna
judaism	iudaismus
jewish	iudaeus
pivot	cnodax
further	prosperō
further	ulterior
further	porrō
similarly	similiter
raisin	passa
partner	consors
partner	particeps
shh	st
shh	taceo
platypus	ornithorhynchus
new testament	Novum Testāmentum
gospel	evangelium
whipping boy	plāgipatida
scapegoat	caper emissarius
appendage	appendix
sluggish	languidus
sluggish	ignavus
slothful	pĭger
slothful	ignavus
rabid	rabidus
logo	logotypus
concerning	de
aqueduct	aquaeductus
roughly	asperē
greedy	avārus
greedy	trahax
bosnia	Bosnia
pension	annuum
at random	temere
at random	per saturam
passover	Pascha
license	licentia
hierarch	hierarcha
matthew	Matthaeus
mourning	lūctus
contradict	īnfitior
contradict	adversor
contradict	contrādīcō
contradict	refrāgor
orchard	pōmārium
presuppose	praesupponeo
presuppose	praesumo
police	vigilia
police	vigiles
police	denutiatores
police	denuntiatores
police	biocolyta
police	custos
police	publicus
police	denuntiator
diminish	dēdūcō
diminish	minuō
diminish	diminuō
diminish	dēcrescō
diminish	minuere
