указ 	 noun 	 ukase 	 enactment, ordinance, decree, edict, ukase
соединение 	 noun 	 connection 	 connection
соединение 	 noun 	 union 	 combination, union
соединение 	 noun 	 combination 	 combination, union
соединение 	 noun 	 joint 	 joint, junction
соединение 	 noun 	 junction 	 joint, junction
соединение 	 noun 	 compound 	 compound
соединение 	 noun 	 formation 	 formation '
соединение 	 noun 	 combination 	 combination
палка 	 noun 	 cane 	 stick, cane, club
палка 	 noun 	 club 	 stick, cane, club
палка 	 noun 	 stick 	 stick, cane, club
палка 	 noun 	 sex 	 instance of sex, a fuck
палка 	 noun 	 fuck 	 instance of sex, a fuck
стопа 	 noun 	 foot 	 foot
стопа 	 noun 	 footstep 	 footstep
стопа 	 noun 	 tonic 	 foot, metric foot, tonic foot
стопа 	 noun 	 metric foot 	 foot, metric foot, tonic foot
стопа 	 noun 	 foot 	 foot, metric foot, tonic foot
стопа 	 noun 	 ream 	 ream
стопа 	 noun 	 heap 	 pile, heap
стопа 	 noun 	 pile 	 pile, heap
стопа 	 noun 	 goblet 	 goblet
колено 	 noun 	 knee 	 Body parts knee
колено 	 noun 	 lap 	 lap
колено 	 noun 	 bend 	 bend '
колено 	 noun 	 figure 	 figure, part, passage, turn '
колено 	 noun 	 part 	 figure, part, passage, turn '
колено 	 noun 	 passage 	 figure, part, passage, turn '
колено 	 noun 	 turn 	 figure, part, passage, turn '
колено 	 noun 	 branch 	 generation, branch
колено 	 noun 	 generation 	 generation, branch
колено 	 noun 	 tribe 	 Collectives tribe
колено 	 noun 	 joint 	 joint, elbow, crank '
колено 	 noun 	 crank 	 joint, elbow, crank '
колено 	 noun 	 elbow 	 joint, elbow, crank '
колено 	 noun 	 joint 	 joint, node
колено 	 noun 	 node 	 joint, node
спина 	 noun 	 back 	 back
дальний 	 adjective 	 far 	 far, distant
дальний 	 adjective 	 distant 	 far, distant
дальний 	 adjective 	 remote 	 remote
дальний 	 adjective 	 long 	 long
трёхэтажный 	 adjective 	 storey 	 three-storeyed, having three storeys
трёхэтажный 	 adjective 	 storeyed 	 three-storeyed, having three storeys
трёхэтажный 	 adjective 	 three 	 three-storeyed, having three storeys
трёхэтажный 	 adjective 	 словечко 	 * text=Наро́дный ю́мор...  карти́нках обраща́лся  остроу́мие са́мого гру́бого первобы́тного сво́йства, зачасту́ю выража́вшееся то́лько  заве́тных трёхэта́жных слове́чках.|t=People's humor ... turned in pictures to a wit of the most crude and primitive property, often expressed only in the treasured "three-story" words.|journal=Novosti|date=1900-10-19|author=Severov|title=Russkaya Literatura
трёхэтажный 	 adjective 	 грубый 	 * text=Наро́дный ю́мор...  карти́нках обраща́лся  остроу́мие са́мого гру́бого первобы́тного сво́йства, зачасту́ю выража́вшееся то́лько  заве́тных трёхэта́жных слове́чках.|t=People's humor ... turned in pictures to a wit of the most crude and primitive property, often expressed only in the treasured "three-story" words.|journal=Novosti|date=1900-10-19|author=Severov|title=Russkaya Literatura
трёхэтажный 	 adjective 	 зачасту́ю 	 * text=Наро́дный ю́мор...  карти́нках обраща́лся  остроу́мие са́мого гру́бого первобы́тного сво́йства, зачасту́ю выража́вшееся то́лько  заве́тных трёхэта́жных слове́чках.|t=People's humor ... turned in pictures to a wit of the most crude and primitive property, often expressed only in the treasured "three-story" words.|journal=Novosti|date=1900-10-19|author=Severov|title=Russkaya Literatura
трёхэтажный 	 adjective 	 свойство 	 * text=Наро́дный ю́мор...  карти́нках обраща́лся  остроу́мие са́мого гру́бого первобы́тного сво́йства, зачасту́ю выража́вшееся то́лько  заве́тных трёхэта́жных слове́чках.|t=People's humor ... turned in pictures to a wit of the most crude and primitive property, often expressed only in the treasured "three-story" words.|journal=Novosti|date=1900-10-19|author=Severov|title=Russkaya Literatura
трёхэтажный 	 adjective 	 первобытный 	 * text=Наро́дный ю́мор...  карти́нках обраща́лся  остроу́мие са́мого гру́бого первобы́тного сво́йства, зачасту́ю выража́вшееся то́лько  заве́тных трёхэта́жных слове́чках.|t=People's humor ... turned in pictures to a wit of the most crude and primitive property, often expressed only in the treasured "three-story" words.|journal=Novosti|date=1900-10-19|author=Severov|title=Russkaya Literatura
трёхэтажный 	 adjective 	 остроу́мие 	 * text=Наро́дный ю́мор...  карти́нках обраща́лся  остроу́мие са́мого гру́бого первобы́тного сво́йства, зачасту́ю выража́вшееся то́лько  заве́тных трёхэта́жных слове́чках.|t=People's humor ... turned in pictures to a wit of the most crude and primitive property, often expressed only in the treasured "three-story" words.|journal=Novosti|date=1900-10-19|author=Severov|title=Russkaya Literatura
трёхэтажный 	 adjective 	 самый 	 * text=Наро́дный ю́мор...  карти́нках обраща́лся  остроу́мие са́мого гру́бого первобы́тного сво́йства, зачасту́ю выража́вшееся то́лько  заве́тных трёхэта́жных слове́чках.|t=People's humor ... turned in pictures to a wit of the most crude and primitive property, often expressed only in the treasured "three-story" words.|journal=Novosti|date=1900-10-19|author=Severov|title=Russkaya Literatura
трёхэтажный 	 adjective 	 то́лько 	 * text=Наро́дный ю́мор...  карти́нках обраща́лся  остроу́мие са́мого гру́бого первобы́тного сво́йства, зачасту́ю выража́вшееся то́лько  заве́тных трёхэта́жных слове́чках.|t=People's humor ... turned in pictures to a wit of the most crude and primitive property, often expressed only in the treasured "three-story" words.|journal=Novosti|date=1900-10-19|author=Severov|title=Russkaya Literatura
трёхэтажный 	 adjective 	 обращаться 	 * text=Наро́дный ю́мор...  карти́нках обраща́лся  остроу́мие са́мого гру́бого первобы́тного сво́йства, зачасту́ю выража́вшееся то́лько  заве́тных трёхэта́жных слове́чках.|t=People's humor ... turned in pictures to a wit of the most crude and primitive property, often expressed only in the treasured "three-story" words.|journal=Novosti|date=1900-10-19|author=Severov|title=Russkaya Literatura
трёхэтажный 	 adjective 	 картинка 	 * text=Наро́дный ю́мор...  карти́нках обраща́лся  остроу́мие са́мого гру́бого первобы́тного сво́йства, зачасту́ю выража́вшееся то́лько  заве́тных трёхэта́жных слове́чках.|t=People's humor ... turned in pictures to a wit of the most crude and primitive property, often expressed only in the treasured "three-story" words.|journal=Novosti|date=1900-10-19|author=Severov|title=Russkaya Literatura
трёхэтажный 	 adjective 	 заветный 	 * text=Наро́дный ю́мор...  карти́нках обраща́лся  остроу́мие са́мого гру́бого первобы́тного сво́йства, зачасту́ю выража́вшееся то́лько  заве́тных трёхэта́жных слове́чках.|t=People's humor ... turned in pictures to a wit of the most crude and primitive property, often expressed only in the treasured "three-story" words.|journal=Novosti|date=1900-10-19|author=Severov|title=Russkaya Literatura
трёхэтажный 	 adjective 	 народный 	 * text=Наро́дный ю́мор...  карти́нках обраща́лся  остроу́мие са́мого гру́бого первобы́тного сво́йства, зачасту́ю выража́вшееся то́лько  заве́тных трёхэта́жных слове́чках.|t=People's humor ... turned in pictures to a wit of the most crude and primitive property, often expressed only in the treasured "three-story" words.|journal=Novosti|date=1900-10-19|author=Severov|title=Russkaya Literatura
трёхэтажный 	 adjective 	 ю́мор 	 * text=Наро́дный ю́мор...  карти́нках обраща́лся  остроу́мие са́мого гру́бого первобы́тного сво́йства, зачасту́ю выража́вшееся то́лько  заве́тных трёхэта́жных слове́чках.|t=People's humor ... turned in pictures to a wit of the most crude and primitive property, often expressed only in the treasured "three-story" words.|journal=Novosti|date=1900-10-19|author=Severov|title=Russkaya Literatura
граница 	 noun 	 confines 	 border, boundary, bounds, confines, frontier
граница 	 noun 	 border 	 border, boundary, bounds, confines, frontier
граница 	 noun 	 frontier 	 border, boundary, bounds, confines, frontier
граница 	 noun 	 boundary 	 border, boundary, bounds, confines, frontier
граница 	 noun 	 bounds 	 border, boundary, bounds, confines, frontier
окоп 	 noun 	 trench 	 foxhole, dugout, trench
окоп 	 noun 	 dugout 	 foxhole, dugout, trench
окоп 	 noun 	 foxhole 	 foxhole, dugout, trench
вдовец 	 noun 	 widower 	 widower
тяга 	 noun 	 draw 	 draft/draught, pull, draw
тяга 	 noun 	 draft 	 draft/draught, pull, draw
тяга 	 noun 	 draught 	 draft/draught, pull, draw
тяга 	 noun 	 pull 	 draft/draught, pull, draw
тяга 	 noun 	 traction 	 traction, pulling, hauling
тяга 	 noun 	 pulling 	 traction, pulling, hauling
тяга 	 noun 	 hauling 	 traction, pulling, hauling
тяга 	 noun 	 thrust 	 thrust
тяга 	 noun 	 pull rod 	 pull rod, connecting rod
тяга 	 noun 	 connecting rod 	 pull rod, connecting rod
тяга 	 noun 	 brace 	 stay, brace
тяга 	 noun 	 stay 	 stay, brace
тяга 	 noun 	 hood 	 laboratory hood
тяга 	 noun 	 desire 	 bent, desire
тяга 	 noun 	 bent 	 bent, desire
тяга 	 noun 	 woodcock 	 roding, flight of woodcock in mating season
тяга 	 noun 	 flight 	 roding, flight of woodcock in mating season
тяга 	 noun 	 season 	 roding, flight of woodcock in mating season
тяга 	 noun 	 mate 	 roding, flight of woodcock in mating season
тяга 	 noun 	 roding 	 roding, flight of woodcock in mating season
горчица 	 noun 	 mustard 	 mustard
майка 	 noun 	 undershirt 	 undershirt, tank top, vest, singlet, wife-beater
майка 	 noun 	 wife-beater 	 undershirt, tank top, vest, singlet, wife-beater
майка 	 noun 	 vest 	 undershirt, tank top, vest, singlet, wife-beater
майка 	 noun 	 singlet 	 undershirt, tank top, vest, singlet, wife-beater
майка 	 noun 	 tank top 	 undershirt, tank top, vest, singlet, wife-beater
майка 	 noun 	 T-shirt 	 T-shirt
майка 	 noun 	 jersey 	 jersey
песок 	 noun 	 sand 	 sand
песок 	 noun 	 quicksand 	 quicksand
песок 	 noun 	 granulated sugar 	 granulated sugar
пепел 	 noun 	 ashes 	 Combustion ash, ashes
пепел 	 noun 	 ash 	 Combustion ash, ashes
есте 	 verb 	 are 	 |2|p|pres|ind|impfv;  are
вис 	 noun 	 hang 	 hang
фи 	 noun 	 phi 	 ' phi
фи 	 interjection 	 whatever 	 Used to show  lack of admiration, interest, or inspiration: meh, whatever
фи 	 interjection 	 meh 	 Used to show  lack of admiration, interest, or inspiration: meh, whatever
фи 	 interjection 	 bah 	 Used to show  disapproval, discontent: yuck, bah, pah, pfft
фи 	 interjection 	 yuck 	 Used to show  disapproval, discontent: yuck, bah, pah, pfft
фи 	 interjection 	 pah 	 Used to show  disapproval, discontent: yuck, bah, pah, pfft
фи 	 interjection 	 pfft 	 Used to show  disapproval, discontent: yuck, bah, pah, pfft
погон 	 noun 	 strap 	 shoulder strap, shoulder board, shoulder mark military insignia
погон 	 noun 	 shoulder 	 shoulder strap, shoulder board, shoulder mark military insignia
погон 	 noun 	 mark 	 shoulder strap, shoulder board, shoulder mark military insignia
погон 	 noun 	 board 	 shoulder strap, shoulder board, shoulder mark military insignia
погон 	 noun 	 turret 	 turret ring
погон 	 noun 	 ring 	 turret ring
погоня 	 noun 	 pursuit 	 chase, pursuit
погоня 	 noun 	 chase 	 chase, pursuit
погоня 	 noun 	 give chase 	 to give chase to
чета 	 noun 	 couple 	 couple, pair
чета 	 noun 	 pair 	 couple, pair
чета 	 noun 	 match 	 match
мета 	 noun 	 label 	 mark, label, sign
мета 	 noun 	 mark 	 mark, label, sign
мета 	 noun 	 sign 	 mark, label, sign
мета 	 noun 	 distinguish 	 distinguishing characteristic
мета 	 noun 	 characteristic 	 distinguishing characteristic
мета 	 noun 	 contract 	 profit sharing contract
мета 	 noun 	 profit sharing 	 profit sharing contract
мета 	 noun 	 target 	 goal, target
мета 	 noun 	 goal 	 goal, target
мета 	 noun 	 object 	 object of desire
мета 	 noun 	 desire 	 object of desire
помета 	 noun 	 mark 	 mark
петь 	 verb 	 sing 	 to sing
петь 	 verb 	 crow 	 to crow
стандарт 	 noun 	 standard 	 standard
клещ 	 noun 	 mite 	 tick, mite
клещ 	 noun 	 tick 	 tick, mite
ужас 	 noun 	 horror 	 horror, terror
ужас 	 noun 	 terror 	 horror, terror
ужас 	 noun 	 disaster 	 disaster, mess
ужас 	 noun 	 mess 	 disaster, mess
ужас 	 interjection 	 terrible 	 it's terrible!
секира 	 noun 	 pole-axe 	 pole-axe
зло 	 noun 	 bad 	 evil, bad, wrong
зло 	 noun 	 evil 	 evil, bad, wrong
зло 	 noun 	 wrong 	 evil, bad, wrong
зло 	 noun 	 harm 	 harm
зло 	 noun 	 malice 	 malice, rage, anger, grudge
зло 	 noun 	 grudge 	 malice, rage, anger, grudge
зло 	 noun 	 rage 	 malice, rage, anger, grudge
зло 	 noun 	 anger 	 malice, rage, anger, grudge
точка 	 noun 	 dot 	 period, dot, full stop
точка 	 noun 	 period 	 period, dot, full stop
точка 	 noun 	 full stop 	 period, dot, full stop
точка 	 noun 	 point 	 point
точка 	 noun 	 dot 	 dot
точка 	 noun 	 вы 	 * text=Вы, то́чки-тире́ телегра́фные, ищи́те на стро́йках меня́.|subst=тире́//тирэ́|t= telegraphic dots and dashes, search me on building sites.|title=Мой адрес - Советский Союз
точка 	 noun 	 на 	 * text=Вы, то́чки-тире́ телегра́фные, ищи́те на стро́йках меня́.|subst=тире́//тирэ́|t= telegraphic dots and dashes, search me on building sites.|title=Мой адрес - Советский Союз
точка 	 noun 	 я 	 * text=Вы, то́чки-тире́ телегра́фные, ищи́те на стро́йках меня́.|subst=тире́//тирэ́|t= telegraphic dots and dashes, search me on building sites.|title=Мой адрес - Советский Союз
точка 	 noun 	 стройка 	 * text=Вы, то́чки-тире́ телегра́фные, ищи́те на стро́йках меня́.|subst=тире́//тирэ́|t= telegraphic dots and dashes, search me on building sites.|title=Мой адрес - Советский Союз
