gratis 	 adverb 	 free 	 free, without charge, gratis
envers 	 noun 	 inside 	 inside
produire 	 verb 	 produce 	 to produce, to yield
produire 	 verb 	 yield 	 to produce, to yield
produire 	 verb 	 happen 	 to happen, take place
produire 	 verb 	 take place 	 to happen, take place
produire 	 verb 	 perform 	 to perform
produit 	 noun 	 product 	 product
produit 	 noun 	 production 	 production
allez 	 interjection 	 come on 	 Come on!
lamentable 	 adjective 	 awful 	 lamentable; awful; deplorable
lamentable 	 adjective 	 deplorable 	 lamentable; awful; deplorable
tungstate 	 noun 	 tungstateEnglish 	 tungstate
préférer 	 verb 	 prefer 	 to prefer
gau 	 noun 	 louse 	 louse
ménage 	 noun 	 housekeeping 	 housework, housekeeping
ménage 	 noun 	 housework 	 housework, housekeeping
ménage 	 noun 	 household 	 household
ménage à trois 	 noun 	 threesome 	 ménage à trois; threesome
ménage à trois 	 noun 	 ménage à troisEnglish 	 ménage à trois; threesome
autostoppeur 	 noun 	 hitchhiker 	 hitchhiker
ahi 	 interjection 	 ouch 	 ouch!
tva 	 noun 	 VAT 	 nodot=1: VAT
diagnostic 	 noun 	 diagnosis 	 diagnosis
urticant 	 adjective 	 English 	 urticant
table d'hôte 	 noun 	 meal 	 a menu offering a complete meal, with little choice, at a fixed price
table d'hôte 	 noun 	 complete 	 a menu offering a complete meal, with little choice, at a fixed price
table d'hôte 	 noun 	 menu 	 a menu offering a complete meal, with little choice, at a fixed price
table d'hôte 	 noun 	 price 	 a menu offering a complete meal, with little choice, at a fixed price
table d'hôte 	 noun 	 fixed 	 a menu offering a complete meal, with little choice, at a fixed price
table d'hôte 	 noun 	 choice 	 a menu offering a complete meal, with little choice, at a fixed price
marché 	 noun 	 market 	 market
marché 	 noun 	 deal 	 deal, contract
marché 	 noun 	 contract 	 deal, contract
crème 	 adjective 	 cream 	 cream
crème 	 adjective 	 cool 	 cool
crème 	 noun 	 cream 	 cream
crème 	 noun 	 café crème 	 café crème
crème 	 noun 	 ice cream 	 ice cream
cachette 	 noun 	 hiding place 	 hideaway, hiding place
cachette 	 noun 	 hideaway 	 hideaway, hiding place
volte-face 	 noun 	 U-turn 	 U-turn; about face
volte-face 	 noun 	 about face 	 U-turn; about face
volte-face 	 noun 	 U-turn 	 U-turn; volte-face
reporter 	 verb 	 carry 	 to carry something back to where it was
reporter 	 verb 	 wear 	 to wear again
reporter 	 verb 	 transfer 	 to transfer
reporter 	 verb 	 put back 	 to put back; to put off; to postpone
reporter 	 verb 	 put off 	 to put back; to put off; to postpone
reporter 	 verb 	 postpone 	 to put back; to put off; to postpone
reporter 	 verb 	 w:Chrystine Brouillet 	 * year=1999|author=Chrystine Brouillet|title=Les Fiancées de l'Enfer|isbn=2-89021-363-3|page=113|passage=Graham avait reporté la fête, suggérant d'attendre la fin de l'enquête sur le violeur pour s'amuser.|translation=Graham had put back the party, suggesting to wait until the investigation about the rapist was over to have fun
reporter 	 verb 	 carry 	 to carry or take back in time
reporter 	 verb 	 take 	 to carry or take back in time
reporter 	 verb 	 refer 	 to refer; to check
reporter 	 verb 	 check 	 to refer; to check
reporter 	 verb 	 carry 	 to carry over or forward
reporter 	 noun 	 journalist 	 A news reporter; a journalist
reporter 	 noun 	 Noun 	 A news reporter; a journalist
klingon 	 noun 	 Klingon 	 the Klingon language
klingon 	 adjective 	 Klingon 	 Klingon
héros 	 noun 	 hero 	 hero
heure 	 noun 	 hour 	 hour, time
heure 	 noun 	 time 	 hour, time
heure 	 noun 	 o'clock 	 o'clock
à la mode 	 adjective 	 in fashion 	 in fashion
smoking 	 noun 	 dinner jacket 	 tuxedo, dinner jacket
smoking 	 noun 	 tuxedo 	 tuxedo, dinner jacket
turbulent 	 adjective 	 English 	 turbulent
turbulent 	 adjective 	 unruly 	 unruly
respiration 	 noun 	 English 	 respiration
pressing 	 noun 	 -'s 	 dry cleaning shop, a dry-cleaner's
pressing 	 noun 	 dry cleaning 	 dry cleaning shop, a dry-cleaner's
pressing 	 noun 	 shop 	 dry cleaning shop, a dry-cleaner's
pressing 	 noun 	 dry-cleaner 	 dry cleaning shop, a dry-cleaner's
bouquet garni 	 noun 	 English 	 bouquet garni
assis 	 adjective 	 sat down 	 sat, sat down, seated
assis 	 adjective 	 sat 	 sat, sat down, seated
assis 	 adjective 	 seated 	 sat, sat down, seated
télécommande 	 noun 	 remote control 	 remote control
tôt 	 adverb 	 early 	 early
toucher 	 noun 	 touching 	 The act of touching see below
toucher 	 noun 	 touch 	 The sense of touch, tactility
toucher 	 noun 	 tactility 	 The sense of touch, tactility
toucher 	 verb 	 touch 	 To touch
toucher 	 verb 	 affect 	 To affect
toucher 	 verb 	 try 	 " To try, to try out
toucher 	 verb 	 try out 	 " To try, to try out
toucher 	 verb 	 toucher sa bille 	 Short for toucher sa bille. To be skillful
toucher 	 verb 	 receive 	 to receive, to get
toucher 	 verb 	 get 	 to receive, to get
après 	 adverb 	 afterwards 	 afterwards
après 	 adverb 	 in the middle of 	 in the middle of, in the process of
désormais 	 adverb 	 from now on 	 henceforth, from now on
désormais 	 adverb 	 henceforth 	 henceforth, from now on
désormais 	 adverb 	 maintenant 	 à partir de maintenant
désormais 	 adverb 	 à partir de 	 à partir de maintenant
dissident 	 adjective 	 English 	 dissenting, dissident
dissident 	 adjective 	 dissenting 	 dissenting, dissident
dissident 	 noun 	 dissenter 	 dissenter
dissident 	 noun 	 English 	 dissident, someone who has dissenting opinion
dissident 	 noun 	 English 	 dissident, an opponent to a political regime
nip 	 noun 	 PIN number 	 PIN; PIN number
nip 	 noun 	 PIN 	 PIN; PIN number
amd 	 noun 	 reconnaissance 	 nodot=1: reconnaissance machine-gun carrier or armored car
amd 	 noun 	 machine-gun 	 nodot=1: reconnaissance machine-gun carrier or armored car
amd 	 noun 	 w:armored car 	 nodot=1: reconnaissance machine-gun carrier or armored car
amd 	 noun 	 carrier 	 nodot=1: reconnaissance machine-gun carrier or armored car
flamer 	 verb 	 flame 	 to flame
saler 	 verb 	 salt 	 to salt
élever 	 verb 	 raise 	 to raise
élever 	 verb 	 bring up 	 to bring up
élever 	 verb 	 enhance 	 to elevate, to enhance
élever 	 verb 	 elevate 	 to elevate, to enhance
élever 	 verb 	 rise 	 to be heard, to rise
élever 	 verb 	 heard 	 to be heard, to rise
élever 	 verb 	 soar 	 to rise, to soar
élever 	 verb 	 rise 	 to rise, to soar
hacking 	 noun 	 English 	 hacking
manganèse 	 noun 	 manganese 	 manganese
jumping 	 noun 	 show jumping 	 show jumping
jumping 	 noun 	 movement 	 A form of movement in which a body propels itself through the air
jumping 	 noun 	 propel 	 A form of movement in which a body propels itself through the air
jumping 	 noun 	 body 	 A form of movement in which a body propels itself through the air
jumping 	 noun 	 air 	 A form of movement in which a body propels itself through the air
amante 	 noun 	 lover 	 t=lover
amas 	 noun 	 pile 	 pile, heap
amas 	 noun 	 heap 	 pile, heap
amas 	 noun 	 cluster 	 cluster
caca 	 noun 	 poo 	 poo
ch 	 adjective 	 ea 	 ea
ch 	 noun 	 hp 	 hp
androgyne 	 adjective 	 androgynous 	 androgynous
td 	 noun 	 tutorials 	 (travaux dirigés; tutorials
gentrification 	 noun 	 English 	 gentrification
sta 	 noun 	 English 	 |English subtitles
sta 	 noun 	 subtitles 	 |English subtitles
salutation 	 noun 	 greeting 	 greeting
sinus 	 noun 	 sine 	 sine
dea 	 noun 	 diethanolamine 	 diethanolamine
mtbe 	 noun 	 English 	 nodot=1; MTBE
mtbe 	 noun 	 Lausanne 	 * 2011, Nathalie Chèvre, Suren Erkman, Alerte aux micropolluants, Lausanne: Presses polytechniques et universitaires romandes, 978-2-88074-938-5, p. 32
domino 	 noun 	 dominoes 	 dominoes
kenyan 	 adjective 	 Kenyan 	 Kenyan
artifice 	 noun 	 English 	 artifice, trick, ploy
artifice 	 noun 	 trick 	 artifice, trick, ploy
artifice 	 noun 	 ploy 	 artifice, trick, ploy
artifice 	 noun 	 device 	 device
soc 	 noun 	 plowshare 	 plowshare
soc 	 noun 	 Boston butt 	 Boston butt
talon 	 noun 	 heel 	 heel
talon 	 noun 	 backheel 	 backheel
talon 	 noun 	 heel 	 heel
talon 	 noun 	 spur 	 spur
tampon 	 noun 	 flute 	 Same, closing the opening of a flute, a saxophone
tampon 	 noun 	 saxophone 	 Same, closing the opening of a flute, a saxophone
tampon 	 noun 	 leak 	 Same, closing a leak
tampon 	 noun 	 absorb 	 A plug of cotton or other absorbent material inserted into a body cavity or wound to absorb fluid
tampon 	 noun 	 cotton 	 A plug of cotton or other absorbent material inserted into a body cavity or wound to absorb fluid
tampon 	 noun 	 absorbent 	 A plug of cotton or other absorbent material inserted into a body cavity or wound to absorb fluid
tampon 	 noun 	 body cavity 	 A plug of cotton or other absorbent material inserted into a body cavity or wound to absorb fluid
tampon 	 noun 	 plug 	 A plug of cotton or other absorbent material inserted into a body cavity or wound to absorb fluid
tampon 	 noun 	 inserted 	 A plug of cotton or other absorbent material inserted into a body cavity or wound to absorb fluid
tampon 	 noun 	 English 	 tampon to stop menstruation
tampon 	 noun 	 sponge 	 sponge, piece of porous material
tampon 	 noun 	 wax 	 to varnish or apply wax to a piece of furniture
tampon 	 noun 	 varnish 	 to varnish or apply wax to a piece of furniture
tampon 	 noun 	 ink 	 to apply ink
tampon 	 noun 	 stamp 	 stamp
tampon 	 noun 	 coup 	 Donner un coup de tampon
tampon 	 noun 	 mitigator 	 mitigator, mediator, buffer between people having a dispute
tampon 	 noun 	 dispute 	 mitigator, mediator, buffer between people having a dispute
tampon 	 noun 	 mediator 	 mitigator, mediator, buffer between people having a dispute
tampon 	 noun 	 buffer 	 mitigator, mediator, buffer between people having a dispute
tampon 	 noun 	 solution tampon 	 In this sense, often used in apposition, such as in solution tampon, État tampon, zone tampon, etc
tampon 	 noun 	 État tampon 	 In this sense, often used in apposition, such as in solution tampon, État tampon, zone tampon, etc
tampon 	 noun 	 zone tampon 	 In this sense, often used in apposition, such as in solution tampon, État tampon, zone tampon, etc
tampon 	 noun 	 buffer 	 buffer
tampon 	 noun 	 buffer 	 buffer
tampon 	 noun 	 buffer 	 Elastic part that prevents damaging when a collision occurs, e.g. buffer in rail transport
mutable 	 adjective 	 changeable 	 mutable, changeable
garnison 	 noun 	 garrison 	 garrison
garnison 	 noun 	 garrison 	 garrison
choral 	 noun 	 chorale 	 chorale
chorale 	 noun 	 chorus 	 chorus , a choir
chorale 	 noun 	 choir 	 chorus , a choir
dom 	 noun 	 department 	 overseas department
dom 	 noun 	 overseas 	 overseas department
encore 	 adverb 	 yet 	 yet, not yet
encore 	 adverb 	 not yet 	 yet, not yet
anisette 	 noun 	 English 	 anisette
attrition 	 noun 	 English 	 attrition
avulsion 	 noun 	 English 	 avulsion
pirogue 	 noun 	 English 	 pirogue
pirogue 	 noun 	 canoe 	 any canoe
garder 	 verb 	 store 	 to keep; to retain; to store; to save
garder 	 verb 	 save 	 to keep; to retain; to store; to save
garder 	 verb 	 keep 	 to keep; to retain; to store; to save
garder 	 verb 	 retain 	 to keep; to retain; to store; to save
garder 	 verb 	 guard 	 to guard
garder 	 verb 	 careful 	 to be careful
garde 	 noun 	 guard 	 A watch, guard
garde 	 noun 	 watch 	 A watch, guard
garde 	 noun 	 handle 	 A handle of a weapon
garde 	 noun 	 protection 	 A protection
sentiment 	 noun 	 sense 	 A sentiment, general thought, sense or feeling
sentiment 	 noun 	 thought 	 A sentiment, general thought, sense or feeling
sentiment 	 noun 	 feeling 	 A sentiment, general thought, sense or feeling
sentiment 	 noun 	 opinion 	 An opinion
complexification 	 noun 	 English 	 complexification
colonnade 	 noun 	 English 	 colonnade
midi 	 noun 	 midday 	 noon, midday
midi 	 noun 	 noon 	 noon, midday
midi 	 noun 	 south 	 south
midi 	 noun 	 Midi 	 southern France, the Midi
maxi 	 adverb 	 maximum 	 maximum; maximally
maxi 	 adverb 	 maximally 	 maximum; maximally
cilice 	 noun 	 hairshirt 	 A garment or undergarment made of coarse cloth or animal hair worn close to the skin used by members of various Christian traditions as a self-imposed means of repentance and mortification of the flesh; hairshirt
ces 	 determiner 	 those 	 |m//f|p: these, those
ces 	 determiner 	 these 	 |m//f|p: these, those
bestial 	 adjective 	 English 	 bestial
ballerine 	 noun 	 ballet dancer 	 ballerina, ballet dancer
ballerine 	 noun 	 ballerina 	 ballerina, ballet dancer
ballerine 	 noun 	 ballet 	 ballet shoe
ballerine 	 noun 	 shoe 	 ballet shoe
encouragement 	 noun 	 English 	 An encouragement
malter 	 verb 	 malt 	 to malt
curie 	 noun 	 curia 	 curia
mandarine 	 noun 	 mandarin orange 	 mandarin orange
2cv 	 noun 	 English 	 2CV
challenger 	 verb 	 challenge 	 to challenge
jeter 	 verb 	 throw 	 to throw
jeter 	 verb 	 discard 	 to throw away, discard of
jeter 	 verb 	 throw away 	 to throw away, discard of
jeter 	 verb 	 discard 	 to throw away, discard
jeter 	 verb 	 throw away 	 to throw away, discard
jeter 	 verb 	 run in 	 to run in, as of a river
jeter 	 verb 	 rush 	 to rush oneself onto something or someone
voa 	 noun 	 original 	 nodot=1 — original English version ; an English-language film
voa 	 noun 	 English 	 nodot=1 — original English version ; an English-language film
voa 	 noun 	 version 	 nodot=1 — original English version ; an English-language film
voa 	 noun 	 film 	 nodot=1 — original English version ; an English-language film
tox 	 noun 	 druggie 	 slang druggie, nitty
tox 	 noun 	 nitty 	 slang druggie, nitty
grenade 	 noun 	 pomegranate 	 pomegranate
grenade 	 noun 	 insignia 	 insignia, badge
grenade 	 noun 	 badge 	 insignia, badge
grenade 	 noun 	 pomegranate 	 pomegranate
pisse 	 noun 	 piss 	 piss
ignorant 	 adjective 	 English 	 ignorant
motte 	 noun 	 clod 	 clod, lump of earth
motte 	 noun 	 block 	 block
motte 	 noun 	 mons veneris 	 mound, mons veneris
motte 	 noun 	 mound 	 mound, mons veneris
sphincter 	 noun 	 English 	 sphincter
luddite 	 noun 	 Luddite 	 A Luddite
dissuasion 	 noun 	 deterrence 	 deterrence
royalty 	 noun 	 English 	 royalty
perron 	 noun 	 steps 	 steps , perron
bo 	 noun 	 OST 	 nodot=1; OST
tarot 	 noun 	 English 	 tarot
phonème 	 noun 	 phoneme 	 phoneme
phonème 	 noun 	 fortFrench 	 *1871, Antoni Dufriche-Desgenettes, : fort! encore! etc.|this sound, as abundant in the Far East as in our own Lower Normandy occupies the ground between our à sound and the middle o of words like fort! and encore!
phonème 	 noun 	 encore 	 *1871, Antoni Dufriche-Desgenettes, : fort! encore! etc.|this sound, as abundant in the Far East as in our own Lower Normandy occupies the ground between our à sound and the middle o of words like fort! and encore!
épaule 	 noun 	 shoulder 	 shoulder
moulin 	 noun 	 windmill 	 mill; windmill
moulin 	 noun 	 mill 	 mill; windmill
moulin 	 noun 	 English 	 moulin
crevasse 	 noun 	 English 	 crevasse
tutti 	 noun 	 English 	 tutti
indien 	 noun 	 Indian 	 Indian
donjon 	 noun 	 donjonEnglish 	 donjon, keep
donjon 	 noun 	 keep 	 donjon, keep
bidet 	 noun 	 pony 	 pony, small horse
bidet 	 noun 	 English 	 bidet
mao 	 noun 	 monoamine oxidase 	 monoamine oxydase; monoamine oxidase
douter 	 verb 	 doubt 	 followed by the preposition de to doubt
douter 	 verb 	 de 	 followed by the preposition de to doubt
douter 	 verb 	 suspect 	 pronominal to suspect, to have an inkling
douter 	 verb 	 inkling 	 pronominal to suspect, to have an inkling
sauver 	 verb 	 save 	 to save, rescue; to protect
sauver 	 verb 	 protect 	 to save, rescue; to protect
sauver 	 verb 	 rescue 	 to save, rescue; to protect
sauver 	 verb 	 run away 	 to escape, run away
sauver 	 verb 	 escape 	 to escape, run away
sauver 	 verb 	 economize 	 to economize
filipino 	 noun 	 Filipino 	 Filipino
tenable 	 adjective 	 English 	 tenable
luminescent 	 adjective 	 English 	 luminescent
burette 	 noun 	 oilcan 	 oilcan
burette 	 noun 	 English 	 burette
burette 	 noun 	 cruet 	 cruet used to keep wine and water for Eucharist
burette 	 noun 	 Eucharist 	 cruet used to keep wine and water for Eucharist
environ 	 adverb 	 around 	 about, close to, around
environ 	 adverb 	 about 	 about, close to, around
environ 	 adverb 	 close to 	 about, close to, around
environ 	 noun 	 area 	 a surrounding area
environ 	 noun 	 surrounding 	 a surrounding area
alluvial 	 adjective 	 English 	 alluvial
indien 	 adjective 	 Indian 	 Indian
indien 	 adjective 	 Indian 	 Indian
indien 	 noun 	 Indian 	 Indian
seller 	 verb 	 saddle 	 to saddle
conscription 	 noun 	 English 	 conscription
shabbat 	 noun 	 Shabbat 	 Jewish Shabbat, biblical seventh day
rectifier 	 verb 	 rectify 	 to rectify
ara 	 noun 	 macaw 	 macaw
ambler 	 verb 	 ambleEnglish 	 to amble
arboretum 	 noun 	 English 	 arboretum
hui 	 adverb 	 today 	 today
baldaquin 	 noun 	 canopy 	 baldaquin, canopy
baldaquin 	 noun 	 baldaquinEnglish 	 baldaquin, canopy
blanquette 	 noun 	 white 	 A variety of white grapes
blanquette 	 noun 	 grapes 	 A variety of white grapes
blanquette 	 noun 	 grapevine 	 The white sparkling wine produced from this grapevine
blanquette 	 noun 	 sparkling wine 	 The white sparkling wine produced from this grapevine
blanquette 	 noun 	 white wine 	 The white sparkling wine produced from this grapevine
blanquette 	 noun 	 summer 	 A type of summer white pear
blanquette 	 noun 	 pear 	 A type of summer white pear
blanquette 	 noun 	 distillation 	 The first clear distillation of a brandy
blanquette 	 noun 	 brandy 	 The first clear distillation of a brandy
bigot 	 noun 	 holier-than-thou 	 bigot, holier-than-thou
bigot 	 adjective 	 holier-than-thou 	 over-pious, holier-than-thou
bigot 	 adjective 	 pious 	 over-pious, holier-than-thou
nef 	 noun 	 barque 	 barque, boat
nef 	 noun 	 boat 	 barque, boat
nef 	 noun 	 nave 	 nave
diastole 	 noun 	 English 	 diastole
plexus 	 noun 	 English 	 plexus
techno 	 noun 	 English 	 techno
anticyclone 	 noun 	 English 	 a high pressure zone, an anticyclone
virement 	 noun 	 wire transfer 	 bank transfer, wire transfer
virement 	 noun 	 bank transfer 	 bank transfer, wire transfer
torsion 	 noun 	 English 	 torsion; act of turning or twisting
