विश्व 	 adjective 	 every 	 all, every, every one; whole, entire, universal
प्रकाश 	 noun 	 lustre 	 lustre, brightness, light
प्रकाश 	 noun 	 brightness 	 lustre, brightness, light
प्रकाश 	 noun 	 fame 	 fame
प्रकाश 	 noun 	 very best 	 the very best of something
अन्य 	 adjective 	 other 	 other, different
मोह 	 noun 	 infatuation 	 loss of consciousness, bewilderment, perplexity, distraction, infatuation, delusion, error, folly
मोह 	 noun 	 distraction 	 loss of consciousness, bewilderment, perplexity, distraction, infatuation, delusion, error, folly
मोह 	 noun 	 bewilderment 	 loss of consciousness, bewilderment, perplexity, distraction, infatuation, delusion, error, folly
मोह 	 noun 	 perplexity 	 loss of consciousness, bewilderment, perplexity, distraction, infatuation, delusion, error, folly
मोह 	 noun 	 folly 	 loss of consciousness, bewilderment, perplexity, distraction, infatuation, delusion, error, folly
मोह 	 noun 	 error 	 loss of consciousness, bewilderment, perplexity, distraction, infatuation, delusion, error, folly
मोह 	 noun 	 delusion 	 loss of consciousness, bewilderment, perplexity, distraction, infatuation, delusion, error, folly
मोह 	 noun 	 fainting 	 fainting, stupefaction, a swoon
मोह 	 noun 	 stupefaction 	 fainting, stupefaction, a swoon
मोह 	 noun 	 swoon 	 fainting, stupefaction, a swoon
मोह 	 noun 	 wonder 	 wonder, amazement
मोह 	 noun 	 amazement 	 wonder, amazement
अजा 	 noun 	 प्रकृति 	 female noun of प्रकृति, of माया or Illusion
अजा 	 noun 	 माया 	 female noun of प्रकृति, of माया or Illusion
अजा 	 noun 	 she-goat 	 she-goat, nanny-goat
अजा 	 noun 	 nanny-goat 	 she-goat, nanny-goat
असि 	 noun 	 sword 	 sword, scimitar, knife
असि 	 noun 	 knife 	 sword, scimitar, knife
असि 	 noun 	 scimitar 	 sword, scimitar, knife
राजन 	 adjective 	 family 	 belonging to a royal family
राजन 	 adjective 	 royal 	 belonging to a royal family
राजन 	 adjective 	 belonging 	 belonging to a royal family
वाच् 	 noun 	 sound 	 speech, voice, talk, language , sound
वाच् 	 noun 	 speech 	 speech, voice, talk, language , sound
वाच् 	 noun 	 voice 	 speech, voice, talk, language , sound
वाच् 	 noun 	 talk 	 speech, voice, talk, language , sound
वाच् 	 noun 	 language 	 speech, voice, talk, language , sound
वाच् 	 noun 	 word 	 a word, saying, phrase, sentence, statement, asseveration
वाच् 	 noun 	 saying 	 a word, saying, phrase, sentence, statement, asseveration
वाच् 	 noun 	 phrase 	 a word, saying, phrase, sentence, statement, asseveration
वाच् 	 noun 	 sentence 	 a word, saying, phrase, sentence, statement, asseveration
वाच् 	 noun 	 statement 	 a word, saying, phrase, sentence, statement, asseveration
वाच् 	 noun 	 asseveration 	 a word, saying, phrase, sentence, statement, asseveration
अक्ष 	 noun 	 axle 	 axle, axis
अक्ष 	 noun 	 axis 	 axle, axis
अक्ष 	 noun 	 cart 	 wheel, car, cart
अक्ष 	 noun 	 car 	 wheel, car, cart
अक्ष 	 noun 	 wheel 	 wheel, car, cart
अक्ष 	 noun 	 snake 	 snake
अक्ष 	 noun 	 latitude 	 terrestrial latitude
अप् 	 noun 	 water 	 water also personified as a deity
अप् 	 noun 	 deity 	 water also personified as a deity
अप् 	 noun 	 δ Virginis 	 The star δ Virginis in Virgo
अप् 	 noun 	 star 	 The star δ Virginis in Virgo
अप् 	 noun 	 Virgo 	 The star δ Virginis in Virgo
युवन 	 adjective 	 youthful 	 young, youthful
युवन 	 adjective 	 young 	 young, youthful
युवन 	 adjective 	 adult 	 adult
युवन 	 adjective 	 strong 	 strong
युवन 	 adjective 	 good 	 good
युवन 	 adjective 	 healthy 	 healthy
युवन 	 noun 	 youth 	 youth, young man
नस 	 noun 	 nose 	 the nose
लघु 	 adjective 	 quick 	 light, quick, swift, active, prompt, nimble etc. also said of a particular mode of flying peculiar to birds; applied to the नक्षत्र, हस्त, अश्विनी and पुष्य
लघु 	 adjective 	 swift 	 light, quick, swift, active, prompt, nimble etc. also said of a particular mode of flying peculiar to birds; applied to the नक्षत्र, हस्त, अश्विनी and पुष्य
लघु 	 adjective 	 nimble 	 light, quick, swift, active, prompt, nimble etc. also said of a particular mode of flying peculiar to birds; applied to the नक्षत्र, हस्त, अश्विनी and पुष्य
लघु 	 adjective 	 light 	 light, quick, swift, active, prompt, nimble etc. also said of a particular mode of flying peculiar to birds; applied to the नक्षत्र, हस्त, अश्विनी and पुष्य
लघु 	 adjective 	 active 	 light, quick, swift, active, prompt, nimble etc. also said of a particular mode of flying peculiar to birds; applied to the नक्षत्र, हस्त, अश्विनी and पुष्य
लघु 	 adjective 	 prompt 	 light, quick, swift, active, prompt, nimble etc. also said of a particular mode of flying peculiar to birds; applied to the नक्षत्र, हस्त, अश्विनी and पुष्य
लघु 	 adjective 	 easy 	 light, easy, not heavy or difficult
लघु 	 adjective 	 light 	 light, easy, not heavy or difficult
लघु 	 adjective 	 stomach 	 light in the stomach, easily digested
लघु 	 adjective 	 digested 	 light in the stomach, easily digested
लघु 	 adjective 	 easily 	 light in the stomach, easily digested
लघु 	 adjective 	 well 	 well, in good health, healthy
लघु 	 adjective 	 healthy 	 well, in good health, healthy
लघु 	 adjective 	 retinue 	 unimpeded, without attendance or a retinue
लघु 	 adjective 	 unimpeded 	 unimpeded, without attendance or a retinue
लघु 	 adjective 	 attendance 	 unimpeded, without attendance or a retinue
लघु 	 adjective 	 short 	 short
लघु 	 adjective 	 light 	 short or light
लघु 	 adjective 	 short 	 short or light
लघु 	 adjective 	 pronounced 	 easily pronounced or articulated
लघु 	 adjective 	 articulated 	 easily pronounced or articulated
लघु 	 adjective 	 minute 	 small, minute, slight, little, insignificant
लघु 	 adjective 	 small 	 small, minute, slight, little, insignificant
लघु 	 adjective 	 insignificant 	 small, minute, slight, little, insignificant
लघु 	 adjective 	 little 	 small, minute, slight, little, insignificant
लघु 	 adjective 	 slight 	 small, minute, slight, little, insignificant
लघु 	 adjective 	 mean 	 weak, feeble, wretched, humble, mean, low
लघु 	 adjective 	 humble 	 weak, feeble, wretched, humble, mean, low
लघु 	 adjective 	 wretched 	 weak, feeble, wretched, humble, mean, low
लघु 	 adjective 	 feeble 	 weak, feeble, wretched, humble, mean, low
लघु 	 adjective 	 weak 	 weak, feeble, wretched, humble, mean, low
लघु 	 adjective 	 low 	 weak, feeble, wretched, humble, mean, low
लघु 	 adjective 	 younger 	 young, younger
लघु 	 adjective 	 young 	 young, younger
लघु 	 adjective 	 clean 	 clean, pure
लघु 	 adjective 	 pure 	 clean, pure
लघु 	 adjective 	 gentle 	 soft, gentle
लघु 	 adjective 	 soft 	 soft, gentle
लघु 	 adjective 	 handsome 	 pleasing, agreeable, handsome, beautiful
लघु 	 adjective 	 agreeable 	 pleasing, agreeable, handsome, beautiful
लघु 	 adjective 	 pleasing 	 pleasing, agreeable, handsome, beautiful
लघु 	 adjective 	 beautiful 	 pleasing, agreeable, handsome, beautiful
लघु 	 adverb 	 quickly 	 lightly, quickly, easily
लघु 	 adverb 	 easily 	 lightly, quickly, easily
लघु 	 adverb 	 lightly 	 lightly, quickly, easily
लघु 	 noun 	 carriage 	 light carriage
लघु 	 noun 	 woman 	 slender or delicate woman
लघु 	 noun 	 slender 	 slender or delicate woman
लघु 	 noun 	 delicate 	 slender or delicate woman
लघु 	 noun 	 time 	 a particular measure of time
लघु 	 noun 	 measure 	 a particular measure of time
लघु 	 noun 	 Chrysopogon zizanioides 	 the root of Chrysopogon zizanioides, formerly noshow=1
उद्र 	 noun 	 otter 	 otter
उद्र 	 noun 	 water 	 water
उदन् 	 noun 	 water 	 water
उदन् 	 noun 	 wave 	 wave
मूष् 	 noun 	 mouse 	 mouse
धातु 	 noun 	 stratum 	 layer, stratum
धातु 	 noun 	 layer 	 layer, stratum
धातु 	 noun 	 root 	 verbal root
पाठ 	 noun 	 recital 	 recitation, recital
पाठ 	 noun 	 recitation 	 recitation, recital
नगर 	 noun 	 city 	 town, city
नगर 	 noun 	 town 	 town, city
नगर 	 adjective 	 urban 	 urban
स्वर 	 noun 	 noise 	 sound, noise
स्वर 	 noun 	 sound 	 sound, noise
स्वर 	 noun 	 voice 	 voice
स्वर 	 noun 	 note 	 a note
स्वर 	 noun 	 pitch accent 	 the Sanskrit pitch accent
स्वर 	 noun 	 Sanskrit 	 the Sanskrit pitch accent
स्वर 	 noun 	 vowel 	 a vowel
व्यञ्जन 	 adjective 	 manifesting 	 manifesting, indicating
व्यञ्जन 	 adjective 	 indicating 	 manifesting, indicating
ह्रस्व 	 adjective 	 small 	 short, small, dwarfish, little
ह्रस्व 	 adjective 	 short 	 short, small, dwarfish, little
ह्रस्व 	 adjective 	 little 	 short, small, dwarfish, little
ह्रस्व 	 adjective 	 dwarfish 	 short, small, dwarfish, little
ह्रस्व 	 adjective 	 low 	 low
ह्रस्व 	 adjective 	 weak 	 weak
ह्रस्व 	 adjective 	 insignificant 	 unimportant, insignificant
ह्रस्व 	 adjective 	 unimportant 	 unimportant, insignificant
ह्रस्व 	 adjective 	 prosodically 	 prosodically or metrically short
ह्रस्व 	 adjective 	 metrically 	 prosodically or metrically short
ह्रस्व 	 noun 	 dwarf 	 a dwarf
ह्रस्व 	 noun 	 short 	 a short vowel
ह्रस्व 	 noun 	 vowel 	 a short vowel
ह्रस्व 	 noun 	 vegetable 	 a kind of vegetable
ह्रस्व 	 noun 	 sulphate 	 green or black sulphate of iron
ह्रस्व 	 noun 	 iron 	 green or black sulphate of iron
ह्रस्व 	 noun 	 measure 	 a particularly short measure
ह्रस्व 	 noun 	 short 	 a particularly short measure
नीड 	 noun 	 nest 	 a bird's nest
नीड 	 noun 	 abode 	 any place for settling down, resting-place, abode
नीड 	 noun 	 seat 	 the interior or seat of a carriage
नीड 	 noun 	 interior 	 the interior or seat of a carriage
नीड 	 noun 	 spot 	 place, spot
नीड 	 noun 	 place 	 place, spot
यातृ 	 noun 	 brother 	 co-sister-in-law, husband’s brother’s wife
यातृ 	 noun 	 co-sister-in-law 	 co-sister-in-law, husband’s brother’s wife
यातृ 	 noun 	 wife 	 co-sister-in-law, husband’s brother’s wife
यातृ 	 noun 	 husband 	 co-sister-in-law, husband’s brother’s wife
यकृत् 	 noun 	 liver 	 the liver
वृक 	 noun 	 wolf 	 a wolf
वृक 	 noun 	 plough 	 plough
वृक 	 noun 	 thunderbolt 	 thunderbolt
वृक 	 noun 	 moon 	 moon; sun
वृक 	 noun 	 sun 	 moon; sun
वृक 	 noun 	 plant 	 a kind of plant
वृक 	 noun 	 resin 	 the resin of noshow=1, now Pinus palustris
वृक 	 noun 	 Pinus palustris 	 the resin of noshow=1, now Pinus palustris
वि 	 adverb 	 apart 	 apart
वि 	 adverb 	 asunder 	 asunder
वि 	 adverb 	 about 	 to and fro, about
वि 	 adverb 	 to and fro 	 to and fro, about
वि 	 adverb 	 away 	 away, away from
वि 	 adverb 	 off 	 off
वि 	 adverb 	 without 	 without
वि 	 noun 	 bird 	 a bird
वाज 	 noun 	 energy 	 strength, vigour, energy, spirit, speed
वाज 	 noun 	 vigour 	 strength, vigour, energy, spirit, speed
वाज 	 noun 	 spirit 	 strength, vigour, energy, spirit, speed
वाज 	 noun 	 strength 	 strength, vigour, energy, spirit, speed
वाज 	 noun 	 battle 	 a contest, race, conflict, battle, war
वाज 	 noun 	 conflict 	 a contest, race, conflict, battle, war
वाज 	 noun 	 contest 	 a contest, race, conflict, battle, war
वाज 	 noun 	 race 	 a contest, race, conflict, battle, war
वाज 	 noun 	 war 	 a contest, race, conflict, battle, war
वाज 	 noun 	 wing 	 wing
वाज 	 noun 	 sound 	 sound
वाज 	 noun 	 ghee 	 ghee or clarified butter
वाज 	 noun 	 rice 	 rice or food in general
वाज 	 noun 	 water 	 water
वस्ते 	 verb 	 put on 	 to put on, invest, wear
वस्ते 	 verb 	 invest 	 to put on, invest, wear
वस्ते 	 verb 	 wear 	 to put on, invest, wear
वस्ते 	 verb 	 assume 	 to assume
वस्ते 	 verb 	 enter 	 to enter into
ऊर्णा 	 noun 	 wool 	 wool, a woollen thread, thread
ऊर्णा 	 noun 	 woollen 	 wool, a woollen thread, thread
ऊर्णा 	 noun 	 thread 	 wool, a woollen thread, thread
ऊर्णा 	 noun 	 cobweb 	 cobweb
ऊर्णा 	 noun 	 circle 	 circle of hair between the eyebrows
ऊर्णा 	 noun 	 eyebrow 	 circle of hair between the eyebrows
ऊर्णा 	 noun 	 hair 	 circle of hair between the eyebrows
भीति 	 noun 	 fear 	 fear
भीति 	 noun 	 alarm 	 alarm
भीति 	 noun 	 dread 	 dread
भीति 	 noun 	 danger 	 danger
भीम 	 adjective 	 terrible 	 fearful, frightening, terrific, terrible, awful, formidable, tremendous
भीम 	 adjective 	 formidable 	 fearful, frightening, terrific, terrible, awful, formidable, tremendous
भीम 	 adjective 	 awful 	 fearful, frightening, terrific, terrible, awful, formidable, tremendous
भीम 	 adjective 	 fearful 	 fearful, frightening, terrific, terrible, awful, formidable, tremendous
भीम 	 adjective 	 tremendous 	 fearful, frightening, terrific, terrible, awful, formidable, tremendous
भीम 	 adjective 	 terrific 	 fearful, frightening, terrific, terrible, awful, formidable, tremendous
भीम 	 adjective 	 frightening 	 fearful, frightening, terrific, terrible, awful, formidable, tremendous
बोधन 	 adjective 	 teaching 	 teaching
हृद् 	 noun 	 heart 	 heart
हृद् 	 noun 	 mind 	 soul, mind
